Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi_alpha	pinvar	pis[1]	pis[2]	pis[3]	pis[4]	TL
1250	-18755.2	-18692.62	-62.58355	3.130577e+07	0.00423229	0.00347178	0.00294341	0.00505221	0.00192003	0.00127142	0.00147085	0.00225862	0.00130019	0.000455759	0.00282714	0.00181571	0.00484209	0.00765917	0.00222942	0.00513058	0.0032317	0.00161153	0.00156213	0.0011102	0.000642969	0.0030014	0.00633872	0.00570815	0.00347028	0.000364049	1.9069e-05	0.000362274	0.000402645	0.0024725	0.00104913	0.000725333	0.000370805	0.000102407	7.47859e-05	0.000358478	0.00018612	0.00189775	0.000451156	0.000673446	0.00144391	0.000264097	0.00124783	0.000355014	0.00126612	0.999773	0.999942	1.00006	1.00023	0.1771031	1.699208e-05	0.00236711	0.182485	0.817515	0.997633	0.08964467
1260	-18748.7	-18689.48	-59.21553	3.915425e+07	0.00462355	0.00299579	0.0021453	0.00471284	0.00182034	0.00133474	0.00193716	0.00203346	0.00114017	0.000532909	0.00259653	0.0018326	0.0047793	0.00536539	0.00195602	0.00506522	0.00339507	0.0018009	0.00160335	0.000964424	0.000779609	0.00276604	0.00607374	0.00493192	0.00292559	0.000308402	2.61592e-05	0.000260377	0.00030866	0.00245322	0.00146848	0.000628556	0.000290122	0.000246613	0.000190328	0.000337412	0.000130963	0.00168923	0.000263906	0.00043794	0.00144054	0.000238044	0.00116426	0.000531414	0.00117618	0.999797	0.999948	1.00005	1.0002	0.1750595	2.453621e-05	0.00224452	0.18099	0.81901	0.997755	0.08370276
1270	-18750.63	-18691.12	-59.51353	3.485069e+07	0.00434281	0.00369937	0.00240202	0.00533909	0.00206543	0.00126797	0.00152721	0.00232811	0.0011649	0.000485577	0.00255235	0.00158967	0.00464907	0.00630308	0.00219988	0.00550153	0.00375254	0.00157475	0.0017519	0.000964424	0.000642574	0.00297265	0.00629505	0.00589685	0.00292832	0.000532825	0.000103173	0.000528399	0.000383695	0.00250841	0.00164184	0.000438807	0.000382239	0.000204275	0.000154625	0.000182136	0.00017006	0.00131861	0.000369044	0.000329868	0.00141141	0.000263379	0.000982549	0.000521116	0.00109742	0.999785	0.999945	1.00006	1.00022	0.1772373	2.384904e-05	0.00237529	0.182583	0.817417	0.997625	0.08772101
1280	-18744.44	-18684.93	-59.50794	3.567004e+07	0.0039496	0.00351076	0.00220881	0.0046623	0.00172958	0.00116855	0.0014617	0.00175055	0.00108737	0.000346479	0.00303296	0.00161376	0.00466683	0.00605914	0.00229453	0.00576431	0.00319046	0.00229964	0.00204098	0.00107107	0.000472663	0.00253835	0.00579923	0.00591292	0.00284032	0.000241803	5.78104e-05	0.000473148	0.000335732	0.0026836	0.00130881	0.000503097	0.000551873	7.35563e-05	0.000138935	0.000434416	0.00024209	0.00136927	0.000394627	0.00050428	0.00107151	0.000310316	0.00102325	0.00084498	0.0012595	0.999787	0.999946	1.00005	1.00021	0.1758455	2.379597e-05	0.00229122	0.181567	0.818433	0.997709	0.08529547
1290	-18742.58	-18678.64	-63.936	4.631037e+07	0.00408967	0.00323681	0.00210851	0.00454903	0.00164153	0.000878051	0.00123674	0.00205467	0.00109792	0.000397783	0.00225361	0.00165249	0.00465815	0.00622448	0.00206241	0.00557897	0.00297898	0.0015489	0.00170976	0.000825052	0.000473578	0.00272952	0.00557579	0.00552253	0.00246854	0.000278957	0.000416642	0.000191889	0.000171422	0.00203424	0.00105452	0.000825442	0.000508613	3.77852e-05	6.86159e-05	0.00062674	0.000254001	0.00169604	0.000281035	0.000489064	0.00107151	0.000240842	0.000770505	0.000501038	0.000807435	0.999813	0.999952	1.00005	1.00019	0.171765	1.445484e-05	0.00205487	0.178554	0.821446	0.997945	0.07987981
1300	-18746.57	-18685.6	-60.97305	5.371704e+07	0.00412703	0.00347054	0.00204908	0.00471092	0.00177533	0.000912612	0.00146212	0.00169534	0.00133295	0.000405966	0.00328508	0.00158875	0.00456555	0.00608984	0.00224194	0.00554321	0.00355573	0.00165134	0.00163558	0.000690269	0.000661846	0.00302874	0.00544632	0.00554321	0.00261355	0.000576098	0.000291799	0.000173828	0.000524128	0.00247961	0.00132919	0.000401054	0.000371818	9.97067e-06	0.00019894	0.000314162	0.000499475	0.00129072	0.000461787	0.000433114	0.00115126	0.000270953	0.00104107	0.000790611	0.00113239	0.999827	0.999956	1.00004	1.00017	0.1745047	2.018499e-05	0.0022119	0.180582	0.819418	0.997788	0.08382483
1310	-18740.08	-18676.98	-63.10277	5.354497e+07	0.003958	0.00347808	0.00194085	0.00451901	0.00161819	0.00094445	0.00151644	0.00194188	0.00112574	0.000463549	0.00269095	0.00160464	0.00474602	0.00624888	0.00220073	0.0052979	0.00295773	0.00163073	0.00169932	0.00087828	0.000589097	0.00249235	0.00557551	0.00555131	0.00297971	0.000420865	0.000153398	0.000370126	0.000482693	0.00273052	0.00139697	0.000917145	0.000371818	1.18798e-05	2.80009e-05	0.000367396	0.000160734	0.00143018	0.000182634	0.000349159	0.00124983	0.000161286	0.000908882	0.000543497	0.000750032	0.999826	0.999956	1.00004	1.00017	0.1738557	1.589168e-05	0.00217409	0.180104	0.819896	0.997826	0.0816364
1320	-18737.3	-18674.55	-62.75408	6.988762e+07	0.00323506	0.00341457	0.00187112	0.00490523	0.00142283	0.00108525	0.00135218	0.00167948	0.00105082	0.000444455	0.00269095	0.00164518	0.00495317	0.00608478	0.00185146	0.0053839	0.0027104	0.00169885	0.00161641	0.00107513	0.000583371	0.00265633	0.00521997	0.00516269	0.0023595	0.000400518	0.000346614	0.000255555	0.000359398	0.002195	0.00163056	0.000625505	0.000369225	4.20837e-05	8.02204e-05	0.000435507	0.000381999	0.00135881	0.000323561	0.000528109	0.00103671	0.000173998	0.00100585	0.000604958	0.00099584	0.999848	0.999961	1.00004	1.00015	0.1735249	1.64761e-05	0.00215496	0.17986	0.82014	0.997845	0.07930311
1330	-18738.53	-18679.88	-58.65499	7.260595e+07	0.00363575	0.0026214	0.00223533	0.00407758	0.0017508	0.000970384	0.00141986	0.00174329	0.00108581	0.000451163	0.00287925	0.00150772	0.00538893	0.0057292	0.00199791	0.0053839	0.00284572	0.00174248	0.00176786	0.000803653	0.000714891	0.00303812	0.00499685	0.00508635	0.0028495	0.000324278	0.000137166	0.000369431	0.000330318	0.00230041	0.00150455	0.000489835	0.000306795	1.2606e-05	0.000113532	0.000327421	0.000231512	0.00142242	0.000532815	0.0002901	0.00114658	0.000275227	0.000893837	0.000489613	0.000885873	0.999851	0.999963	1.00004	1.00015	0.1733392	2.597507e-05	0.00214427	0.179722	0.820278	0.997856	0.07910802
1340	-18727.31	-18666.11	-61.19467	9.080478e+07	0.00365839	0.0029186	0.00218315	0.00418354	0.00156653	0.00090379	0.00151997	0.00186244	0.00095719	0.000420722	0.00253762	0.00138665	0.00410606	0.005307	0.00179419	0.00597001	0.00267622	0.00133579	0.00158906	0.000797839	0.000461005	0.00257013	0.00525306	0.00507494	0.00256312	0.000303256	0.000148436	0.000289482	0.000432229	0.00222863	0.00122736	0.000596219	0.0003083	0.000187768	0.000126809	0.00024796	0.000324444	0.00135129	0.000392492	0.000365219	0.00104355	0.00016152	0.000933958	0.000779031	0.000826034	0.999867	0.999966	1.00003	1.00013	0.1717298	1.951472e-05	0.0020529	0.178528	0.821472	0.997947	0.075871
1350	-18740.46	-18678.76	-61.69361	8.82892e+07	0.00397321	0.00312657	0.00201465	0.00419213	0.00120379	0.00121016	0.00130329	0.00200092	0.00110808	0.000428356	0.00264121	0.00164363	0.00394422	0.00580294	0.00197075	0.00516561	0.00247332	0.00191797	0.00160244	0.00100516	0.000605607	0.00257013	0.00552154	0.0055007	0.00256197	0.000300707	0.000343391	0.000226044	0.000488369	0.00261198	0.00120962	0.00039916	0.000367697	6.90106e-05	9.29547e-05	0.000344452	0.000248421	0.00148249	0.000417451	0.000305951	0.000971837	0.000152765	0.000849657	0.000438483	0.000662058	0.999865	0.999966	1.00003	1.00014	0.1726544	1.849702e-05	0.0021051	0.179215	0.820785	0.997895	0.07747084
1360	-18738.7	-18680.43	-58.26248	8.282343e+07	0.00382217	0.00306452	0.00213881	0.00480781	0.00151796	0.00141152	0.00166039	0.00157057	0.000795219	0.000324132	0.00244652	0.00152295	0.00455722	0.00532135	0.00198306	0.00586768	0.00286725	0.00152009	0.00144728	0.000824007	0.000546413	0.00263008	0.00555111	0.00568834	0.00265701	0.00040579	0.000326863	0.000282894	0.000414077	0.00268052	0.00132111	0.000641223	0.00040349	1.40946e-05	3.71046e-05	0.000211571	0.00027448	0.00170493	0.000371931	0.000293555	0.00138777	0.000234901	0.000854437	0.000502015	0.00097081	0.999861	0.999964	1.00004	1.00014	0.1740225	2.715826e-05	0.00218377	0.180227	0.819773	0.997816	0.07987704
1370	-18743.37	-18682.2	-61.1631	9.949461e+07	0.00340291	0.00311356	0.0021778	0.00484694	0.00141899	0.00089613	0.00126097	0.0016865	0.0011109	0.00048429	0.00197675	0.00170994	0.00423334	0.00508576	0.00202802	0.00530301	0.00268789	0.00188468	0.00140859	0.000772458	0.000588461	0.0024107	0.00565412	0.00544898	0.0028339	0.000384363	0.000161787	0.000344246	0.000201508	0.0023369	0.00115244	0.000627007	0.000534558	5.4861e-06	3.30891e-05	0.000135422	0.000283191	0.00126205	0.000283083	0.000415839	0.00085467	0.000215097	0.000877586	0.000649562	0.000849827	0.999873	0.999968	1.00003	1.00013	0.1729571	1.958949e-05	0.00212236	0.179439	0.820561	0.997878	0.07603331
1380	-18750.24	-18686.55	-63.68789	9.690122e+07	0.00305491	0.00302989	0.00178453	0.00417276	0.00189817	0.00108375	0.00154875	0.0016979	0.000926049	0.000550965	0.00224338	0.00137749	0.00359011	0.00572398	0.00170559	0.00467944	0.00277888	0.00128293	0.00151767	0.000731855	0.000523217	0.00251373	0.00510487	0.0053829	0.00253584	0.000174765	0.000239098	0.000201713	0.000355021	0.00259541	0.00115122	0.000627007	0.000490932	2.7811e-05	8.90775e-05	0.000361104	0.00028254	0.00184064	0.000388959	0.000448289	0.00106717	0.000282146	0.000501622	0.00062739	0.00118506	0.999871	0.999967	1.00003	1.00013	0.1713067	1.476754e-05	0.00202927	0.178212	0.821788	0.997971	0.07437653
1390	-18735.13	-18670.24	-64.89773	9.058667e+07	0.00305086	0.00302536	0.00195583	0.00419031	0.00152302	0.00122852	0.00131644	0.00171125	0.000979181	0.000390535	0.00218662	0.00164531	0.00438671	0.00504571	0.00185355	0.00470089	0.00242088	0.00172559	0.00152671	0.000812369	0.00057113	0.00265478	0.00518353	0.00483934	0.00251833	0.000242198	0.000233919	0.00032366	0.000176411	0.00225135	0.00109834	0.000479461	0.000202361	0.000106174	0.000273356	0.000252102	0.000254201	0.0013639	0.000252308	0.000443191	0.000979492	0.000240097	0.000861965	0.00070533	0.000611536	0.999866	0.999966	1.00003	1.00013	0.1722077	1.288862e-05	0.00207978	0.178883	0.821117	0.99792	0.07279412
1400	-18738.5	-18676.41	-62.09378	9.754191e+07	0.00330807	0.00320302	0.00210967	0.00447598	0.0018356	0.000820856	0.00136979	0.00174087	0.00089389	0.000444212	0.00240325	0.00119453	0.00374226	0.0047634	0.00165578	0.00488956	0.00229816	0.00129716	0.0017462	0.000715695	0.000387189	0.00247517	0.00430966	0.00400502	0.0024584	0.000364403	0.000232838	0.000180486	0.000531741	0.00223937	0.00108206	0.000442958	0.000268338	0.000217584	0.000160255	0.000174689	0.000177318	0.00126439	0.000367341	0.000330508	0.00108076	0.000225804	0.00079321	0.00057561	0.00121446	0.999872	0.999967	1.00003	1.00013	0.1702048	1.755068e-05	0.00196848	0.177388	0.822612	0.998031	0.0704675
1410	-18741.52	-18679.24	-62.28256	9.556586e+07	0.00319805	0.00228091	0.00194628	0.00391285	0.00153039	0.00111544	0.00118561	0.00188899	0.001036	0.000293879	0.00285937	0.00136067	0.00397362	0.00516536	0.00159739	0.00476919	0.00290974	0.00170321	0.00133834	0.000888894	0.000500922	0.00273075	0.00487675	0.00445114	0.00240281	0.000391762	0.000209985	0.000213439	0.000384759	0.00230892	0.00110552	0.000606876	0.000344868	7.6793e-05	0.000295812	0.000302359	9.1118e-05	0.00099154	0.000270156	0.000330146	0.00131524	0.000276472	0.000864958	0.000648336	0.000764166	0.99987	0.999967	1.00003	1.00013	0.1712476	1.721209e-05	0.00202598	0.178168	0.821832	0.997974	0.07170978
1420	-18743.8	-18680.22	-63.58462	9.426338e+07	0.00413334	0.0030685	0.00182407	0.00463709	0.00174014	0.000856758	0.00126435	0.00178898	0.000893436	0.000376566	0.00265317	0.00148901	0.00475317	0.00609886	0.00192406	0.00490586	0.00312464	0.00139829	0.00150653	0.000910084	0.000508937	0.00266613	0.00544169	0.00445114	0.00319114	0.000364674	1.69272e-05	0.000249981	0.000810999	0.00285541	0.0011391	0.000581813	0.000406209	6.24982e-05	0.000241802	0.00049433	0.000117281	0.00145587	0.000551045	0.000498389	0.000858014	0.000217793	0.00092602	0.000794532	0.000883373	0.999869	0.999967	1.00003	1.00013	0.1725669	1.501921e-05	0.00210013	0.17915	0.82085	0.9979	0.07913201
1430	-18744.39	-18685.06	-59.33125	9.209693e+07	0.00370389	0.0028349	0.00220969	0.00447985	0.0016687	0.00112823	0.0014187	0.00144151	0.00116886	0.000544454	0.00304604	0.00140561	0.00498004	0.00566141	0.00185726	0.0048224	0.00284593	0.00136193	0.00149229	0.000919821	0.000378183	0.00295562	0.00517183	0.00454129	0.00259028	0.000354314	9.08691e-06	0.000190511	0.000165688	0.00240655	0.00138085	0.000714488	0.000571364	0.000197454	0.000402688	0.000212247	5.1747e-05	0.00129589	0.000345613	0.000398694	0.00128734	0.000179753	0.000705159	0.000615838	0.00106839	0.999867	0.999967	1.00003	1.00013	0.1715036	2.403837e-05	0.00204024	0.178359	0.821641	0.99796	0.07718237
1440	-18745.7	-18686.35	-59.3476	9.164778e+07	0.00371052	0.0028625	0.00198683	0.00422541	0.0021754	0.00112161	0.00115228	0.00201404	0.00112143	0.000405418	0.0026193	0.00172981	0.00442731	0.00639011	0.00220255	0.00501827	0.00259301	0.00159616	0.00155531	0.000944843	0.000539623	0.00245631	0.00575241	0.00487651	0.00226122	0.000343369	0.000385858	0.000291335	0.000192926	0.00245254	0.00136616	0.000625568	0.000518095	0.000180157	0.000178527	0.000252055	0.000233511	0.00143431	0.000493966	0.000385699	0.00123244	0.000298691	0.00110871	0.00038161	0.000666251	0.999867	0.999966	1.00003	1.00013	0.1717001	2.403735e-05	0.00205123	0.178505	0.821495	0.997949	0.07875996
1450	-18744.37	-18682.23	-62.1389	9.488089e+07	0.00335736	0.0028625	0.00220763	0.00395439	0.0015998	0.00107844	0.00131967	0.00152569	0.00100345	0.000322816	0.00222515	0.00130177	0.00420218	0.00511876	0.00220255	0.00601106	0.00246376	0.00147431	0.0017852	0.000913863	0.000613156	0.00288325	0.00570096	0.00433719	0.00282433	0.000329263	0.000336673	0.000291335	0.00042959	0.00245254	0.00110059	0.000392123	0.00057734	1.49692e-06	0.000397218	0.000385827	6.1048e-05	0.00151618	0.000456509	0.000524488	0.00136883	0.000125028	0.000998277	0.000691868	0.000934611	0.999869	0.999967	1.00003	1.00013	0.1732658	1.758945e-05	0.00214005	0.179668	0.820332	0.99786	0.07666008
1460	-18743.25	-18680.73	-62.51903	8.750618e+07	0.00303401	0.00304614	0.00216277	0.00419538	0.00182546	0.00100955	0.00150784	0.00209243	0.000804973	0.000321474	0.00280268	0.00163303	0.00411634	0.00524621	0.00184653	0.00542435	0.00280732	0.00150329	0.00146134	0.000774918	0.000805581	0.00279331	0.00536128	0.00480877	0.00303602	0.000433607	0.000129398	0.000216643	0.000416123	0.00224724	0.00121644	0.000421445	0.000603646	0.000380972	0.000268636	0.000203168	0.000155238	0.00142875	0.000334971	0.000357013	0.00103816	0.000247011	0.000929906	0.000628728	0.000673402	0.999864	0.999965	1.00004	1.00014	0.1740213	1.686511e-05	0.0021837	0.180226	0.819774	0.997816	0.07675149
1470	-18736.32	-18675.02	-61.29943	8.782982e+07	0.0038002	0.00327627	0.00202572	0.00396204	0.00147914	0.00108171	0.00173354	0.00166015	0.000987898	0.000306895	0.00244981	0.00159777	0.0043393	0.00531195	0.00198418	0.00527666	0.00221263	0.00150329	0.00147352	0.000854541	0.000418497	0.00248995	0.0053103	0.00456963	0.00260526	0.000358317	0.000286881	0.000205151	0.000383691	0.00238541	0.00108603	0.000540469	0.000299728	7.83291e-05	0.000291	0.000337063	0.000116602	0.00163235	0.00061503	0.000456901	0.000875878	0.00027703	0.000776926	0.00044244	0.000673583	0.999864	0.999965	1.00004	1.00014	0.1726656	1.926856e-05	0.00210574	0.179223	0.820777	0.997894	0.07482966
1480	-18737.92	-18676.27	-61.64636	9.847715e+07	0.0035261	0.00302268	0.00218179	0.00432701	0.00161587	0.00103682	0.00127646	0.00166976	0.000955373	0.000306895	0.00255556	0.00149758	0.00432281	0.00617103	0.00183418	0.00526122	0.00290146	0.00153254	0.00165913	0.00117596	0.000511768	0.00253547	0.00503491	0.00508339	0.00265809	0.000243127	0.000335528	0.00027135	0.000248419	0.00281517	0.00105536	0.00041566	0.000532955	5.09542e-05	0.000208047	0.000309864	0.00019394	0.00190435	0.000467811	0.000223302	0.00108518	0.000220517	0.000709768	0.000575249	0.000606512	0.999872	0.999967	1.00003	1.00013	0.1715583	1.858502e-05	0.0020433	0.1784	0.8216	0.997957	0.07712691
1490	-18740.52	-18675.48	-65.04318	7.203383e+07	0.00378603	0.00350707	0.00229881	0.00458068	0.00142515	0.00109526	0.00148246	0.00199265	0.00128017	0.000444869	0.0026882	0.00149758	0.00480109	0.00591403	0.002016	0.0055739	0.00309265	0.00143152	0.00149598	0.0007402	0.000596147	0.0027198	0.00561748	0.00513071	0.0030817	0.000593791	4.56002e-05	0.000319382	0.000613968	0.00226355	0.00125375	0.000473377	0.000414883	1.27096e-05	0.000323851	0.000257754	0.000265842	0.0019594	0.00023778	0.00049995	0.00125029	0.000192518	0.000972102	0.000893511	0.000976796	0.999851	0.999961	1.00004	1.00015	0.1754327	1.281856e-05	0.00226663	0.181264	0.818736	0.997733	0.08211094
1500	-18741.77	-18683.67	-58.09673	6.605663e+07	0.00366167	0.00341968	0.0024745	0.00427182	0.00174872	0.00118607	0.00134659	0.00184566	0.00114374	0.000536159	0.00275767	0.00145319	0.00465625	0.00582676	0.00223924	0.00552258	0.00302783	0.00146723	0.00169032	0.000966011	0.000625466	0.00259469	0.00607712	0.00616377	0.00300637	0.000362352	0.000119176	0.000201641	0.000147317	0.00235872	0.00136171	0.000656607	0.000486952	6.38768e-05	0.000221776	0.00040013	0.000143413	0.00182988	0.000605642	0.000356015	0.00111919	0.000221785	0.000664373	0.000993137	0.000959537	0.999844	0.99996	1.00004	1.00016	0.1754327	2.776301e-05	0.00226663	0.181264	0.818736	0.997733	0.08298234
1510	-18741.28	-18675.43	-65.85675	6.181107e+07	0.00418651	0.00310938	0.00232604	0.00407854	0.00140982	0.00093028	0.00166811	0.0017634	0.00107705	0.000338405	0.00243831	0.00169583	0.0046426	0.00547763	0.00226144	0.005678	0.00287062	0.00168978	0.00176922	0.000658105	0.000570507	0.00258836	0.00485864	0.0045481	0.00274086	0.000296928	0.000103353	0.000392648	0.000428348	0.00239939	0.00115022	0.000426323	0.000446864	0.000104391	0.000383898	0.000165891	6.24009e-05	0.00156545	0.00046856	0.000545373	0.00121936	0.000263201	0.000748217	0.000521793	0.000884284	0.999838	0.999958	1.00004	1.00016	0.1709679	1.165085e-05	0.00201046	0.177959	0.822041	0.99799	0.07795245
1520	-18735.62	-18670.53	-65.09815	5.801408e+07	0.00358924	0.00299615	0.00209999	0.00441642	0.00168085	0.00108606	0.00159474	0.00185086	0.00102264	0.00044051	0.00257013	0.00187188	0.00536005	0.00597748	0.00189362	0.00550544	0.00311947	0.00159407	0.00181578	0.000793782	0.00061148	0.00271267	0.00536901	0.00514313	0.0031527	0.000359136	0.000103803	0.000303627	0.00021907	0.0026858	0.00107557	0.000453888	0.000211231	1.42379e-05	0.000166318	0.000315171	9.3897e-05	0.00156545	0.0001961	0.000484339	0.00120204	0.000118651	0.00102285	0.00063767	0.000919166	0.999833	0.999957	1.00004	1.00017	0.1713441	1.271076e-05	0.00203135	0.17824	0.82176	0.997969	0.08041616
1530	-18739.04	-18670.85	-68.19418	6.529429e+07	0.00326081	0.00333186	0.00221812	0.00453807	0.00171634	0.00117467	0.00124998	0.0018889	0.00101995	0.000508348	0.00266927	0.00143737	0.00432406	0.00570106	0.00176297	0.00491507	0.00262092	0.0016546	0.00170532	0.000828062	0.00054792	0.00275173	0.00537187	0.00486372	0.00264456	0.000318445	0.00018689	0.000306538	0.000446798	0.00208541	0.00148731	0.000403864	0.000195306	4.06002e-05	0.000155301	0.000399864	0.000116463	0.00152251	0.000408362	0.000357984	0.000954044	0.000346195	0.000957414	0.000526887	0.000980801	0.999843	0.999961	1.00004	1.00016	0.1731314	8.977634e-06	0.00213234	0.179569	0.820432	0.997868	0.07690253
1540	-18743.3	-18685.84	-57.45673	7.803365e+07	0.00371625	0.00291179	0.00227211	0.00424609	0.00189888	0.00140093	0.00130606	0.00163549	0.00085693	0.000434252	0.00249309	0.00180118	0.00434097	0.00545765	0.00179357	0.00480674	0.00276013	0.00145346	0.0015337	0.00102319	0.000500651	0.00242893	0.0050036	0.00524389	0.00209397	0.000318445	0.000257695	0.000186337	0.00025923	0.00218257	0.001045	0.000583994	0.000306884	1.54663e-05	0.000389801	0.000324395	0.000120405	0.0013892	0.000439147	0.000565272	0.001118	0.000226807	0.00079764	0.000430855	0.00119792	0.999856	0.999964	1.00004	1.00014	0.1749674	2.956314e-05	0.00223908	0.180923	0.819077	0.997761	0.07556855
1550	-18739.84	-18678	-61.83284	8.468036e+07	0.00370623	0.00285922	0.00196218	0.00408531	0.00169438	0.000929092	0.00164412	0.00172943	0.000937896	0.000343209	0.00241563	0.001743	0.00428059	0.00568207	0.00180805	0.00483116	0.00284247	0.00132836	0.00158025	0.000699226	0.000729267	0.00242894	0.00526222	0.00486745	0.00255793	0.000279678	7.69266e-05	0.000320106	0.000130572	0.00240308	0.00123173	0.000488361	0.000205558	2.86158e-06	0.0002983	0.000365883	0.000274681	0.00135594	0.000390485	0.000458175	0.000819474	0.000144412	0.000785467	0.000391983	0.000721768	0.999862	0.999964	1.00004	1.00014	0.1684844	1.813645e-05	0.00187576	0.176094	0.823906	0.998124	0.07409314
1560	-18739.78	-18681.56	-58.22306	9.077126e+07	0.00348027	0.0032146	0.00201276	0.00383936	0.00161356	0.00090078	0.00112407	0.00174831	0.0011815	0.000296382	0.00236492	0.001551	0.00432304	0.00538166	0.00214401	0.00513665	0.00209584	0.00142524	0.00143208	0.000791697	0.000570049	0.00274768	0.00509107	0.00464689	0.00268141	0.000353325	0.000356012	0.000213113	0.000301635	0.00253488	0.00114747	0.000589473	0.000429519	4.57145e-06	0.000216672	0.000365883	0.000236552	0.00153689	0.000241817	0.000429854	0.0014366	0.000281828	0.00105082	0.000635717	0.000804155	0.999867	0.999967	1.00003	1.00013	0.1725842	2.712455e-05	0.00210111	0.179163	0.820837	0.997899	0.07496162
