Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	pi_alpha	pis[1]	pis[2]	pis[3]	pis[4]	TL
320	-18753.45	-18794.09	40.6368	0.00491961	0.00468001	0.00408424	0.00674608	0.00236261	0.00166421	0.00305994	0.00271955	0.00127966	0.000571254	0.00411485	0.00309994	0.00677517	0.00831084	0.00294083	0.00913778	0.00409815	0.00234265	0.00231206	0.00130417	0.00109802	0.00393397	0.00722457	0.00698645	6.22327e-05	0.00052558	0.00205411	0.00216351	0.000300457	0.000190834	0.0047449	3.0263e-05	0.0012287	0.000938861	0.00021522	0.000324764	0.00343352	0.000875894	0.00182171	0.000230234	0.000152856	0.000496304	0.00105996	0.000872421	0.00196756	0.1881106	0.00309243	0.19032	0.80968	0.996908	0.1194565
330	-18759.81	-18800.45	40.64404	0.00572631	0.00428977	0.00326364	0.00692248	0.00263647	0.00166421	0.00314291	0.00291719	0.00144642	0.000728065	0.00341596	0.00272958	0.00707657	0.0103748	0.00334126	0.00730422	0.00381506	0.00210805	0.0017295	0.00163978	0.000709872	0.00387106	0.00730228	0.00708673	8.91542e-05	0.000438714	0.00215066	0.00266784	0.000465969	0.000174088	0.00431622	0.000204738	0.00178567	0.000594439	0.000478662	0.000873567	0.00342425	0.00080392	0.00162038	0.000308487	0.000132028	0.00039051	0.000811189	0.000768917	0.000917502	0.1888499	0.00314507	0.190833	0.809167	0.996855	0.1186591
340	-18749.93	-18790.68	40.74321	0.00525988	0.0045379	0.0034387	0.00579711	0.00213462	0.00184077	0.00301718	0.00218335	0.00119617	0.00060403	0.00438715	0.00258793	0.0058307	0.00898908	0.00221025	0.00603881	0.00441383	0.00193826	0.00227583	0.00115725	0.000678069	0.00342065	0.0069831	0.00724433	0.000178388	0.000558963	0.0015704	0.00187754	0.00015667	0.000313831	0.00411254	3.78354e-05	0.00115761	0.000312723	0.000194011	0.000553695	0.00375386	0.000761084	0.00171225	0.000397444	0.000258033	0.000203346	0.000985269	0.000712626	0.00114729	0.1850627	0.00288062	0.188187	0.811813	0.997119	0.1091204
350	-18738.42	-18779.22	40.79302	0.00462602	0.00405779	0.00287855	0.00634626	0.00165059	0.00164244	0.0026911	0.00215209	0.00137344	0.000348861	0.00364821	0.00283123	0.0060741	0.00751884	0.00330589	0.0063455	0.00377845	0.0021619	0.00244564	0.00115725	0.00085496	0.00322468	0.00696964	0.00620097	0.000110221	0.000482982	0.00134229	0.00208165	0.000184754	0.000146952	0.00411291	9.35068e-05	0.00146324	0.000495913	0.000208311	0.000526403	0.00329107	0.000742635	0.00146867	0.000432321	0.00038302	0.000146192	0.000552878	0.000719856	0.00119715	0.1817829	0.00266207	0.18586	0.81414	0.997338	0.1044673
360	-18700.76	-18741.55	40.78707	0.00461547	0.0042932	0.00304506	0.00634626	0.00249812	0.00118156	0.00227893	0.00210682	0.00128471	0.00063085	0.00306688	0.00198242	0.0060741	0.00792884	0.00261858	0.00734656	0.00330949	0.00171725	0.0018964	0.00140547	0.000687255	0.00438644	0.00790075	0.00624961	1.32352e-05	0.000353608	0.0016	0.00179424	0.000466791	0.000135077	0.00413166	0.000221457	0.00103907	0.000395966	0.000472604	0.00033383	0.00327515	0.000889352	0.00156593	0.000288428	0.000241027	5.90233e-05	0.000419502	0.00124765	0.00121018	0.1823601	0.00269983	0.186272	0.813728	0.9973	0.1050048
370	-18698.54	-18739.45	40.90568	0.00451345	0.00332617	0.00253165	0.00554174	0.00208236	0.00136187	0.00214978	0.00192771	0.00120699	0.000376529	0.00306912	0.00172198	0.00569096	0.00674582	0.0019305	0.00639387	0.00318007	0.00205638	0.00172949	0.00119851	0.000581984	0.0033093	0.00601444	0.0058385	1.57675e-05	0.000388955	0.0011685	0.00160889	0.000384897	0.000197678	0.00363402	0.000546023	0.000525313	0.00066561	0.000464665	0.000140798	0.00350908	0.000805348	0.00156593	0.000522077	0.000131782	0.000149963	0.000531227	0.000942934	0.000878586	0.1812275	0.00262602	0.185463	0.814537	0.997374	0.09325724
380	-18691	-18731.86	40.8539	0.00451345	0.00405502	0.00311682	0.00555543	0.00208236	0.00110784	0.00243749	0.00224394	0.00128836	0.000438715	0.00293788	0.00177311	0.00538737	0.00725178	0.00244271	0.00561682	0.00345687	0.0020922	0.00204673	0.000940796	0.000726324	0.00368114	0.0065267	0.00589686	8.90492e-05	0.000405343	0.0016143	0.00204092	0.00039928	0.000199086	0.00422667	0.000502395	0.000862247	0.000751433	0.000415731	0.000150953	0.00338568	0.000816613	0.00134956	0.000282222	0.000370974	0.000293554	0.000476901	0.000954489	0.00117623	0.1817703	0.00266125	0.185851	0.814149	0.997339	0.09838038
390	-18700.41	-18741.26	40.85053	0.00423373	0.00401757	0.00303759	0.00632688	0.00181536	0.0011794	0.00212709	0.00256675	0.00125759	0.000440028	0.00354236	0.00174694	0.00525157	0.00727371	0.00285592	0.00623894	0.00370508	0.00219129	0.00177893	0.00107835	0.000653572	0.00308356	0.00636858	0.00711209	7.27828e-05	0.000572114	0.00112382	0.00171148	0.00042547	0.000238753	0.00350522	0.000627191	0.000974035	0.000476551	0.000426334	8.87965e-05	0.0030089	0.000679974	0.00160177	0.000363813	0.000171006	0.000343295	0.000502689	0.000679968	0.00124127	0.1817703	0.00266125	0.185851	0.814149	0.997339	0.09871811
400	-18696.01	-18736.86	40.84212	0.00437166	0.00391162	0.00284819	0.00616787	0.00203977	0.00119371	0.00247929	0.00230044	0.00101658	0.000421182	0.00379671	0.00178062	0.00593026	0.00712774	0.0017109	0.00739372	0.00353659	0.00196061	0.00212852	0.00111647	0.000629072	0.00329472	0.00726941	0.00640442	0.000199667	0.000318065	0.00148247	0.00180579	0.00042547	0.000160018	0.00401436	0.000372395	0.00102542	0.000469259	0.000489706	0.000174678	0.00274182	0.00071388	0.00134062	0.000428426	0.000202845	6.2072e-05	0.000290369	0.000776656	0.00138429	0.1802704	0.00256457	0.184777	0.815223	0.997435	0.09970833
410	-18698.57	-18739.46	40.89016	0.00417732	0.00372107	0.00259123	0.00561019	0.00194872	0.00127554	0.00271773	0.00209041	0.00130713	0.000514571	0.00302371	0.00223306	0.00506388	0.00682837	0.00243463	0.00660044	0.0028564	0.00181259	0.00206206	0.00102275	0.000628359	0.0035643	0.00552372	0.00681551	9.74451e-05	0.000477338	0.00155325	0.00145944	0.000283164	0.000200073	0.00327548	0.000680373	0.00140536	0.000385767	0.000301937	0.000126925	0.00302923	0.000679041	0.00153915	0.000700935	6.55262e-05	6.40274e-05	0.000364412	0.000737417	0.00111464	0.1796662	0.00252619	0.184342	0.815658	0.997474	0.09496463
420	-18661.28	-18702.15	40.87746	0.00445989	0.00410036	0.00268166	0.00579774	0.00192744	0.00126721	0.0021307	0.00254195	0.00110965	0.000375682	0.00312498	0.00199249	0.00518509	0.00662461	0.00227168	0.00693777	0.00381019	0.00183181	0.00189946	0.0011884	0.000571395	0.00319325	0.00590161	0.00653458	0.000394213	0.00034909	0.00133538	0.00180928	0.000330641	0.000171144	0.00361719	0.000557346	0.000731414	0.000619958	0.000437421	0.000131816	0.00304005	0.000711201	0.00151082	0.000283213	0.000267911	7.96772e-07	0.0002776	0.000771668	0.00142785	0.1796637	0.00252604	0.18434	0.81566	0.997474	0.09623558
430	-18637.35	-18678.28	40.93555	0.00396014	0.00395933	0.00245495	0.00489548	0.00194326	0.00128091	0.00226818	0.00197781	0.00119421	0.000492828	0.00312498	0.00181672	0.00512909	0.00733917	0.00209946	0.00565189	0.00321312	0.00171447	0.00169111	0.00110577	0.000541179	0.00286959	0.00611699	0.0059882	0.000185969	0.000452238	0.00136151	0.00155862	0.000295779	0.000159461	0.00362021	0.000597092	0.000794886	0.000304668	0.00036111	0.000289153	0.00301561	0.00056666	0.00121723	0.000274447	0.000209031	3.55975e-07	0.000403869	0.000639327	0.00109271	0.181635	0.00265244	0.185755	0.814245	0.997348	0.09022879
440	-18643.95	-18684.84	40.88996	0.00453662	0.00361631	0.00236501	0.00531516	0.00204373	0.00165115	0.00185934	0.00212393	0.00111134	0.000412976	0.00331975	0.00190861	0.00617295	0.00634349	0.00200833	0.00671159	0.00293287	0.00164841	0.00191074	0.000930207	0.00060245	0.00358655	0.0062129	0.00625524	0.00021788	0.000774102	0.00145989	0.00193869	0.000208629	0.000257568	0.00365664	0.000755111	0.000587474	0.000572128	0.000451175	0.000276677	0.00294663	0.000856068	0.00144198	0.00031994	0.000193172	5.09997e-07	0.000403869	0.000829078	0.00101309	0.1821189	0.00268401	0.1861	0.8139	0.997316	0.09473994
450	-18637.08	-18677.94	40.85758	0.00492752	0.00393303	0.00264923	0.00540219	0.0021885	0.00153262	0.0022984	0.00240699	0.00144775	0.000482603	0.00276415	0.00200115	0.00569992	0.0070833	0.00254017	0.00628954	0.00355418	0.00228876	0.00199924	0.00109519	0.000805482	0.00298241	0.00618137	0.00536592	6.7995e-05	0.00039143	0.00140625	0.00210764	0.000346057	0.000202007	0.00398947	0.000641372	0.000657551	0.000500614	0.000471614	0.000251239	0.00347277	0.00083152	0.0014319	0.000443131	0.000323588	2.17702e-06	0.000501665	0.000803494	0.00107787	0.1834849	0.00277427	0.187072	0.812928	0.997226	0.097841
460	-18643.08	-18683.93	40.84418	0.00516329	0.00435193	0.00316101	0.0058204	0.00209897	0.00140465	0.00211115	0.00250577	0.00162519	0.000363487	0.00317103	0.00194151	0.00675866	0.00707368	0.00219425	0.00611693	0.00351096	0.00161687	0.00186089	0.00109519	0.000731539	0.00308557	0.00724203	0.00642103	1.78905e-05	0.000633528	0.00144675	0.00177669	0.00028188	0.000222669	0.0034258	0.000641372	0.000499049	0.000500614	0.000570159	0.000295708	0.00288584	0.000815814	0.00157987	0.000300801	0.000267428	3.24993e-05	0.000216534	0.000766005	0.000730211	0.1819656	0.00267399	0.185991	0.814009	0.997326	0.09933309
470	-18641.72	-18682.57	40.85105	0.00439754	0.00367307	0.00295103	0.00585962	0.00200315	0.00140698	0.00222207	0.0023762	0.00127365	0.000420239	0.00333776	0.00190007	0.0054883	0.00758274	0.00251345	0.00679866	0.00370794	0.00169457	0.00191057	0.00125325	0.000651808	0.00335292	0.00638547	0.0064072	2.89078e-05	0.00049864	0.00141079	0.00156303	0.000169742	0.000402418	0.00348001	0.000873967	0.000506492	0.000776149	0.000411788	0.000265577	0.00308423	0.000631847	0.00181766	0.000180817	0.000343908	0.000283771	0.000414869	0.000899218	0.00084655	0.1838448	0.00279833	0.187327	0.812673	0.997202	0.09845863
480	-18644.24	-18685.13	40.89431	0.00387574	0.00401799	0.00271671	0.00481697	0.00187761	0.00122929	0.00213135	0.00217314	0.00131955	0.000553301	0.00323391	0.0022089	0.00565398	0.006634	0.003017	0.00584406	0.00344219	0.0016919	0.00201135	0.00100327	0.000564618	0.00307302	0.00746981	0.00621383	6.35099e-05	0.000378534	0.00142683	0.00184699	0.000256955	0.000325904	0.00325151	0.000621007	0.000589222	0.000429782	0.00070204	0.000312102	0.00282279	0.000704018	0.0012419	0.000340054	0.000184728	0.000303174	0.000198392	0.000676571	0.00108916	0.1797854	0.00253374	0.184428	0.815572	0.997466	0.09453865
490	-18646.15	-18687.02	40.87383	0.00456462	0.00367447	0.00282455	0.00568476	0.00188298	0.00166225	0.00206145	0.00222083	0.00119547	0.000425136	0.00279257	0.00208608	0.00603331	0.00825622	0.00260263	0.00599568	0.00318687	0.00180443	0.00200592	0.000984456	0.000523206	0.00305732	0.00737814	0.00558404	3.53998e-05	0.000271205	0.0014489	0.00213473	0.000368692	0.000216478	0.00324164	0.000592685	0.000534106	0.000429782	0.000289902	0.00036128	0.00275219	0.000768385	0.00158712	0.000138381	0.000337186	4.58123e-05	0.000722166	0.000534167	0.00120221	0.1806486	0.00258876	0.185048	0.814951	0.997411	0.09649983
500	-18643.82	-18684.7	40.88007	0.00412355	0.00402078	0.00273845	0.00612575	0.00247025	0.00150965	0.00250022	0.00243072	0.000858739	0.000578534	0.00309616	0.00204116	0.00508494	0.00660106	0.00228392	0.00679122	0.00332386	0.00195219	0.00168588	0.0010619	0.000662537	0.00290216	0.00568362	0.00642353	0.000134507	0.000338988	0.00111135	0.00188776	8.39627e-05	0.000261123	0.00321739	0.000677976	0.000639972	0.000329826	0.000551282	0.000351557	0.00316323	0.00100608	0.00149936	0.000532541	0.00027008	0.000234341	0.000496966	0.000955418	0.0011613	0.1808546	0.00260198	0.185196	0.814804	0.997398	0.09585576
510	-18644.4	-18685.25	40.85352	0.00403358	0.00371599	0.002668	0.00590979	0.00206096	0.0015048	0.00269645	0.00236852	0.00121576	0.000424297	0.00266814	0.00202758	0.00545261	0.00773305	0.00211096	0.00662722	0.00395044	0.00224131	0.00213673	0.00113762	0.000638911	0.0032361	0.00626464	0.00631744	7.14771e-05	0.000507971	0.0018342	0.00207382	0.000144229	0.000189434	0.00336264	0.00082056	0.00071923	0.00043188	0.000331247	0.000159027	0.00314222	0.000702828	0.001867	0.000546284	9.14812e-05	0.000109677	0.000377629	0.000445384	0.00134536	0.1818085	0.00266374	0.185879	0.814121	0.997336	0.0984145
520	-18650.31	-18691.2	40.89353	0.00424607	0.00333839	0.00264616	0.00506572	0.00197459	0.0012189	0.00268468	0.00213788	0.00121585	0.00046196	0.00377228	0.00182219	0.00554679	0.00698232	0.00192343	0.00628199	0.00299308	0.00178796	0.0015766	0.00103205	0.000731694	0.00372712	0.00651216	0.00631744	0.000154554	0.000474638	0.00110242	0.0019013	0.000242945	0.000407391	0.00301632	0.00057502	0.00050066	0.000305686	0.000496343	0.000355942	0.00309181	0.000956485	0.00150396	0.000223555	0.000298079	4.29094e-05	0.000404305	0.00090662	0.00170883	0.1792778	0.0025017	0.184062	0.815938	0.997498	0.09466707
530	-18643.63	-18684.42	40.79447	0.00467449	0.00404423	0.00295691	0.00612862	0.00216965	0.00150899	0.00227951	0.00205792	0.00130723	0.000515641	0.00402375	0.00222544	0.00645126	0.0079188	0.00300916	0.0069191	0.00351373	0.00238845	0.00202731	0.00104033	0.000661899	0.00339917	0.00690105	0.00624689	2.27516e-05	0.000332709	0.0014021	0.00172193	0.000368161	0.000315631	0.00350902	0.000914068	0.000596869	0.000792983	0.000529863	0.000530238	0.00318191	0.000683425	0.0015354	0.000533338	0.000298079	0.000416487	0.000462251	0.000525975	0.00103248	0.1842559	0.00282596	0.187617	0.812383	0.997174	0.1040752
540	-18653.37	-18694.17	40.7939	0.00410259	0.00432547	0.00307257	0.00610154	0.00248116	0.0010629	0.0024296	0.00197287	0.00150807	0.000581684	0.00345059	0.00206182	0.00584543	0.00843357	0.00246112	0.00756735	0.00410096	0.00221393	0.00211621	0.00113886	0.000597762	0.00345217	0.00731258	0.00655795	2.37043e-05	0.000358227	0.00141239	0.00188641	0.000153859	0.00025348	0.00341708	0.00111191	0.000534725	0.00036665	0.000761667	0.000370026	0.00319178	0.000913012	0.00166983	0.000139989	0.000255663	0.00060029	0.000226522	0.000506564	0.000887566	0.1856808	0.0029229	0.188621	0.811379	0.997077	0.1039901
550	-18642.57	-18683.33	40.75778	0.00440236	0.00417692	0.00327709	0.00649348	0.00227399	0.00166981	0.00227552	0.00234852	0.00128352	0.00057242	0.00331221	0.00229045	0.0062387	0.00854751	0.00262463	0.00715499	0.00350287	0.00198977	0.00239229	0.000985971	0.000771213	0.00314313	0.00790251	0.00726688	5.03025e-05	0.00070421	0.00173114	0.00205201	0.000174554	0.000167226	0.00348914	0.00111191	0.000273871	0.000575797	0.000601783	0.000468955	0.00334174	0.000697708	0.00194722	0.000328652	0.000197887	0.000171463	0.000383481	0.00070268	0.00152213	0.1857941	0.00293068	0.188701	0.811299	0.997069	0.1075906
560	-18634.61	-18675.45	40.83375	0.0050147	0.00411599	0.00307238	0.0058171	0.00205565	0.00138452	0.0019942	0.00226347	0.00109358	0.000436851	0.00331221	0.00216616	0.00599445	0.00806781	0.00237613	0.00693176	0.0034505	0.00200061	0.00223685	0.000962946	0.000954573	0.00357713	0.00621772	0.00661909	2.8232e-05	0.000479305	0.00153638	0.00210595	0.000161519	0.000287728	0.00295465	0.00119511	0.000417404	0.000517321	0.000387854	0.000192425	0.00303084	0.000760486	0.00164912	0.000221089	0.000197887	0.000343195	0.000353163	0.000539075	0.00101567	0.1808239	0.00260001	0.185174	0.814826	0.9974	0.1004908
570	-18632.81	-18673.73	40.91819	0.0040551	0.00356521	0.00227579	0.00539946	0.00205897	0.0014277	0.00175295	0.00215722	0.000996813	0.00047116	0.00327983	0.00166072	0.0051993	0.00702778	0.00240128	0.00586366	0.00309246	0.00220848	0.00201555	0.0011084	0.000637669	0.00342004	0.00658382	0.00626362	1.961e-05	0.00041783	0.00138331	0.0016525	0.000219155	0.00019933	0.00301324	0.00093658	0.000514056	0.000393984	0.000333121	0.000388763	0.00278534	0.000483133	0.00132617	0.00058606	0.000362164	0.00010809	0.000198616	0.000737193	0.00138298	0.1776459	0.0024003	0.18288	0.81712	0.9976	0.09236421
580	-18639.01	-18679.96	40.94677	0.00378931	0.00369396	0.00225552	0.0050491	0.00197894	0.00141828	0.0018226	0.00178481	0.000992155	0.000454444	0.00293227	0.00196742	0.00524653	0.00762557	0.00220076	0.00586366	0.0034491	0.00174611	0.00159687	0.000997165	0.000738629	0.00268367	0.00626427	0.00608547	0.00012907	0.000392368	0.00128054	0.00191332	0.0001186	0.000331923	0.00290482	0.00112486	0.000320717	0.00034526	0.000399193	0.000498889	0.00221347	0.000722889	0.00137612	0.000236286	0.000388108	0.000112997	0.000515634	0.000546916	0.000961676	0.1780027	0.00242226	0.183139	0.816861	0.997578	0.08947027
590	-18627.72	-18668.69	40.97349	0.00427354	0.00408233	0.00253138	0.00467809	0.00210478	0.00114116	0.00174287	0.00218618	0.000992149	0.00053316	0.00319169	0.00199471	0.00524653	0.00647948	0.00179071	0.00538351	0.00332026	0.00166997	0.00162151	0.000998865	0.00065013	0.00254608	0.00571742	0.00561415	4.16343e-05	0.000336487	0.00120125	0.00143491	0.000122948	0.000331923	0.00336583	0.000931306	0.000398645	0.00039556	0.000345165	0.000192999	0.00254114	0.000649627	0.00160607	0.00036167	0.000222657	0.000117723	0.000276843	0.000783595	0.000832804	0.1761714	0.00231075	0.181805	0.818195	0.997689	0.08698144
600	-18628.16	-18669.12	40.95996	0.00441196	0.00365216	0.00246959	0.00494738	0.00170697	0.00123857	0.00167585	0.0020359	0.00128107	0.000501497	0.00260025	0.0015604	0.00514961	0.00564886	0.00226186	0.00636118	0.00312605	0.00178453	0.00217812	0.000933501	0.000543254	0.00268473	0.00581499	0.00561415	0.000226167	0.000501887	0.00122178	0.00182084	0.000127507	0.000394773	0.00316356	0.000989829	0.000308233	0.000513941	0.000534376	0.000325435	0.00270417	0.000641551	0.00155463	0.000480258	0.000152292	2.69523e-05	0.000474876	0.000669351	0.00132016	0.1761714	0.00231075	0.181805	0.818195	0.997689	0.08833501
610	-18628.12	-18669.11	40.98646	0.00411999	0.00343051	0.00251781	0.00537301	0.00172756	0.000886923	0.00175486	0.00184937	0.00105103	0.000407968	0.00246436	0.00156253	0.00505711	0.00667896	0.00185634	0.00545289	0.00306018	0.001542	0.00162237	0.000932364	0.000658477	0.00284051	0.00641257	0.00553419	0.000238998	0.000411127	0.00123657	0.00141275	0.000196844	0.000210742	0.00294827	0.00096047	0.000242868	0.000648216	0.000503691	0.000375911	0.0028622	0.000936226	0.00128294	0.000226953	0.000216795	0.000104237	0.000381633	0.00049915	0.00102415	0.1758669	0.0022925	0.181583	0.818417	0.997708	0.08571461
620	-18633.12	-18674.15	41.02844	0.00380102	0.00377972	0.0018617	0.00477986	0.00154626	0.00112753	0.00161498	0.00199201	0.00113137	0.000343898	0.00290791	0.00185091	0.00443801	0.00607473	0.00239076	0.00499538	0.00306074	0.00145003	0.0018827	0.000705688	0.000601512	0.00289706	0.00502615	0.00595522	0.000332186	0.000428279	0.00106674	0.00185675	4.23996e-05	0.000278992	0.00250035	0.000916208	0.000371113	0.000438285	0.000314149	0.000407706	0.00212262	0.000585299	0.00141899	0.000288874	0.000222889	5.00216e-05	0.00050116	0.000344887	0.000868543	0.1753254	0.00226025	0.181186	0.818814	0.99774	0.08157159
630	-18626.78	-18667.85	41.06398	0.00371018	0.0031606	0.00221883	0.00444838	0.00169308	0.00106091	0.00179457	0.00177333	0.000985304	0.000437737	0.00253094	0.00132148	0.00435506	0.00522738	0.00190801	0.00562165	0.00335197	0.00154055	0.00129456	0.000834733	0.00039213	0.00224383	0.00569717	0.00507394	0.000366071	0.000254019	0.00122786	0.00155155	0.000234918	0.000243018	0.0028187	0.000880722	0.000335428	0.000516252	0.00032692	0.000215242	0.00275028	0.000587663	0.00115503	0.000248851	0.000153443	8.44125e-05	0.000403714	0.000597454	0.000710284	0.1721168	0.00207465	0.178816	0.821184	0.997925	0.07833815
640	-18627.41	-18668.5	41.09153	0.0035446	0.00312016	0.00203369	0.0045734	0.0015322	0.000883387	0.00140688	0.00162508	0.000770042	0.000419427	0.00223881	0.00141725	0.00526793	0.00520892	0.00159999	0.0053837	0.0026856	0.00154123	0.00150014	0.000802322	0.00054628	0.002382	0.00473454	0.00460593	0.000195053	0.000403647	0.00089635	0.0016671	7.16029e-05	0.000370396	0.00276281	0.000925542	0.000276865	0.000496024	0.000408882	0.000293774	0.00222023	0.000648981	0.0013913	0.00034279	0.000310764	0.000201269	0.000627731	0.00061687	0.000752804	0.170907	0.00200709	0.177914	0.822086	0.997993	0.0757043
650	-18622.15	-18663.27	41.12487	0.00319183	0.00264055	0.00182318	0.00419216	0.00136055	0.00111186	0.00120479	0.00192352	0.000969119	0.000384731	0.00238337	0.00150565	0.00351216	0.0056213	0.00159077	0.00520896	0.0022465	0.00137233	0.0014594	0.000886406	0.000584086	0.00261423	0.00566506	0.00457818	0.000151994	0.000206731	0.000980186	0.00162522	0.000140103	0.000293087	0.00249314	0.000906954	0.000334169	0.000319497	0.000247978	0.000303465	0.00228398	0.000405791	0.00113488	0.000267881	0.0002185	0.000175872	0.000303024	0.000500952	0.00110432	0.1703205	0.00197481	0.177475	0.822525	0.998025	0.0724284
660	-18628.78	-18669.92	41.13843	0.00298965	0.00295354	0.00199238	0.00425657	0.00137319	0.000968467	0.00136757	0.00167785	0.00111964	0.000310726	0.00211161	0.00146907	0.00448265	0.0049596	0.0015676	0.00513546	0.00279845	0.00154489	0.00135038	0.000830269	0.000449625	0.00260854	0.00533334	0.00401747	1.43257e-05	0.000441895	0.000822346	0.00132453	3.20907e-05	0.00031977	0.00200498	0.00085015	0.000315272	0.000402354	0.000426626	0.000263926	0.00255888	0.000493946	0.000812224	0.000323611	0.000256735	0.000314943	0.000234903	0.000672841	0.000722695	0.1682725	0.00186452	0.175934	0.824066	0.998135	0.07127759
670	-18623.68	-18664.78	41.09928	0.00359479	0.00318267	0.00209835	0.00395138	0.00157986	0.00110303	0.00144248	0.00184953	0.000767591	0.000310726	0.00258431	0.00134796	0.00414867	0.00589575	0.00182787	0.0050705	0.00241222	0.00130207	0.00155505	0.000915166	0.000544527	0.0021862	0.0053529	0.00513766	7.32643e-05	0.000238891	0.00117182	0.00133842	9.76944e-05	0.000302972	0.00267289	0.00085015	0.000181036	0.000334435	0.00047187	0.000117775	0.0024569	0.000569145	0.00140299	0.000371971	0.000321325	0.000103303	9.06209e-05	0.000629362	0.000999623	0.1706235	0.00199145	0.177702	0.822298	0.998009	0.07495772
680	-18628.48	-18669.59	41.11023	0.00342787	0.00299537	0.00200776	0.00428224	0.00135787	0.000948085	0.00145849	0.00164333	0.000617512	0.000300216	0.00213846	0.00136229	0.00438451	0.00583894	0.00141074	0.00552987	0.00243407	0.00144785	0.00154223	0.00106839	0.00059699	0.00226826	0.00588358	0.00471125	8.63771e-06	0.000303676	0.00119647	0.00133682	0.000103944	0.000313909	0.00259101	0.000738191	0.000338046	0.000473409	0.000236532	0.00022828	0.00225606	0.000541669	0.000984571	0.000196468	0.00033882	0.000388027	0.000203406	0.000734619	0.000775374	0.1698079	0.00194685	0.17709	0.82291	0.998053	0.07394414
690	-18624.29	-18665.42	41.1375	0.00269701	0.00275235	0.00201261	0.00422116	0.00153304	0.000673654	0.00150957	0.00178488	0.000931356	0.000267195	0.00220581	0.00163748	0.00398652	0.00527461	0.00193125	0.00495079	0.00229321	0.00139673	0.00140028	0.000780553	0.000710897	0.00230422	0.00500804	0.00484536	1.06695e-05	0.000282406	0.000964593	0.00143144	0.000216495	0.000155292	0.00259294	0.000818543	0.000330795	0.000265711	0.000270532	0.000130603	0.00200106	0.000646737	0.00128764	0.000184749	0.000146725	0.000436102	0.000385395	0.000627226	0.000981823	0.1692191	0.00191503	0.176648	0.823352	0.998085	0.07127606
700	-18624.82	-18665.94	41.1214	0.00344766	0.00296306	0.00199687	0.00391739	0.0014101	0.00112261	0.0013245	0.00181485	0.000716226	0.000458813	0.00238096	0.00150703	0.00405085	0.00507103	0.00178705	0.00534267	0.00252436	0.0014286	0.0017742	0.000753687	0.000566612	0.00238037	0.00500804	0.00512173	2.94924e-05	0.000376085	0.00106784	0.00116339	0.000177387	0.000302987	0.00294396	0.000787263	0.000334167	0.000315832	0.000217736	0.000136311	0.00190702	0.000533348	0.00146227	0.00025196	0.000295347	0.000138964	0.000106795	0.00044451	0.000838943	0.1710725	0.00201625	0.178037	0.821963	0.997984	0.07270086
710	-18624.73	-18665.86	41.13144	0.00301847	0.00306877	0.0016792	0.00411274	0.00116744	0.00110116	0.00129083	0.00185332	0.000774809	0.000378351	0.00246391	0.00131434	0.00431259	0.00571343	0.00190097	0.0044857	0.00242977	0.0013245	0.00117061	0.000919426	0.000443593	0.00227033	0.00488628	0.00427933	2.05598e-05	0.000385302	0.00135044	0.00142941	0.000150613	0.000252101	0.00310003	0.000975414	0.000314484	0.000375716	0.000306974	0.000243379	0.00237471	0.000452013	0.00104495	0.000368466	0.00016426	6.96151e-05	0.000424532	0.000689647	0.000943933	0.1700761	0.00196145	0.177292	0.822708	0.998039	0.07179643
720	-18619.72	-18660.85	41.12623	0.0030231	0.00272143	0.00201275	0.00396277	0.00164758	0.000904545	0.00123282	0.00188319	0.00140101	0.000355872	0.00240339	0.00134045	0.00397419	0.00534055	0.00190097	0.0050532	0.00239383	0.00142063	0.00147516	0.000930087	0.000543143	0.00228773	0.00489575	0.0049996	0.000187452	0.000198763	0.00120026	0.0015603	0.000169588	0.000293088	0.0023045	0.000764928	0.000379301	0.000458451	0.000385194	0.000178335	0.00218998	0.000478517	0.00110289	0.000323098	0.000100568	4.07151e-05	0.00034141	0.000651058	0.000890923	0.1702178	0.00196919	0.177398	0.822602	0.998031	0.07230307
730	-18625.19	-18666.3	41.11407	0.00344711	0.00266006	0.0021089	0.00464965	0.00176914	0.000888261	0.00130766	0.00158839	0.000820452	0.000421241	0.00214673	0.00176784	0.00442919	0.0055585	0.00224939	0.00458991	0.00235552	0.00162345	0.00158801	0.00101251	0.000559858	0.00253812	0.00437024	0.0045287	0.000140538	0.000329664	0.00120905	0.0012489	0.000102077	0.000163685	0.00230845	0.000915666	0.000312159	0.00026051	0.000478763	0.000141838	0.00250529	0.000571585	0.00121081	0.000299044	0.000209618	1.73846e-05	0.000557872	0.000530665	0.000992357	0.1705571	0.00198779	0.177652	0.822348	0.998012	0.07348475
