Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	part_rate[1]	part_rate[2]	part_rate[3]	part_rate_mult[1]	part_rate_mult[2]	part_rate_mult[3]	pi_alpha[1]	pi_alpha[2]	pi_alpha[3]	pinvar[1]	pinvar[2]	pinvar[3]	TL
1020	-19011.92	-18845.76	-166.1622	9.89155e+07	9.76985e+07	7.34655e+07	0.155256	0.157922	0.115263	0.209199	0.0920261	0.0337867	0.0762969	0.084128	0.0474827	0.0195242	0.114929	0.0682755	0.191005	0.265635	0.0863021	0.268189	0.117407	0.069434	0.0699125	0.0410788	0.0247641	0.10907	0.25486	0.190234	0.115907	0.00879668	0.00501546	0.0158346	0.0636791	0.0119736	0.00354784	0.00633356	0.0088306	0.00946513	0.10284	0.0131786	0.0601225	0.00866264	0.0143426	0.0131868	0.0541798	0.00569555	0.0429516	0.0322268	0.0225729	0.00897703	86.4376	67.6324	0.00886066	0.525943	0.465197	0.142615	0.103713	0.748016	6.13965e-06	0.357078	0.73466	3.481324
1030	-18995.99	-18831.5	-164.4857	9.37224e+07	8.07175e+07	6.95637e+07	0.170622	0.140007	0.0954486	0.189666	0.0832842	0.0497193	0.0771488	0.0853036	0.0326565	0.0175046	0.114973	0.0762319	0.214907	0.251908	0.0868569	0.252897	0.13417	0.0759925	0.0718347	0.0373564	0.0289734	0.114325	0.234637	0.249869	0.109356	0.0200618	0.00250967	0.019822	0.0560799	0.00931282	0.0073022	0.0166439	0.0144827	0.0162784	0.0999367	0.0146773	0.0692116	0.0198486	0.00550767	0.0114395	0.0541024	0.00108354	0.0390467	0.0311108	0.029117	0.0089019	91.0968	63.5215	0.00878651	0.554293	0.436921	0.14362	0.126346	0.788122	6.15666e-06	0.374349	0.521957	3.533224
1040	-19008.44	-18842.27	-166.1744	9.16933e+07	8.73867e+07	8.00085e+07	0.201519	0.173106	0.0926274	0.213164	0.0802522	0.0616167	0.0757575	0.0846996	0.0433798	0.0191811	0.114821	0.0773355	0.21399	0.309222	0.0930735	0.230505	0.120825	0.0799628	0.0654239	0.0422316	0.0235053	0.120869	0.281514	0.249774	0.118468	0.0233172	0.00451627	0.0201188	0.0535897	0.0119253	0.00634828	0.00918736	0.0217934	0.00868784	0.108383	0.0146773	0.0740078	0.0107093	0.01169	0.0150976	0.0526535	0.00157032	0.0346869	0.0195991	0.0265938	0.00750572	85.0988	69.0278	0.00740842	0.517797	0.474794	0.141959	0.108914	0.767058	6.91686e-06	0.56432	0.509553	3.715976
1050	-19001.59	-18834.46	-167.1259	9.82068e+07	8.76043e+07	6.4497e+07	0.172534	0.175036	0.11831	0.204165	0.0663625	0.0389035	0.0718795	0.0864453	0.0486323	0.0150152	0.112123	0.074788	0.200357	0.303637	0.105326	0.254537	0.129802	0.0616887	0.0754113	0.0368906	0.017323	0.136001	0.258246	0.274764	0.124532	0.01437	0.000870496	0.0192412	0.0571525	0.0179714	0.00586223	0.00836238	0.0141508	0.0175434	0.117396	0.0136001	0.072705	0.017856	0.00630169	0.00627961	0.0550099	0.0151972	0.0354862	0.0321447	0.0391642	0.00822872	81.3714	72.2214	0.00812205	0.495117	0.496761	0.143308	0.101671	0.88868	6.91686e-06	0.665784	0.369133	3.729378
1060	-19005.72	-18840.84	-164.8751	8.04576e+07	7.33744e+07	5.54763e+07	0.179863	0.14188	0.111645	0.212444	0.072841	0.0371177	0.0824558	0.0699238	0.0502103	0.0208066	0.0998455	0.0845904	0.211092	0.29927	0.112903	0.255225	0.131006	0.0623976	0.0931916	0.0426919	0.0246239	0.137109	0.25885	0.225468	0.107548	0.0161653	0.00197385	0.0163999	0.053008	0.00801073	0.0118574	0.0076417	0.00844676	0.0176102	0.10426	0.0129359	0.0587296	0.00797899	0.0114963	0.0160626	0.0556628	0.00222513	0.0373035	0.0299392	0.0309122	0.00860102	88.6345	65.7429	0.00848953	0.539311	0.4522	0.143507	0.107289	0.929073	9.82119e-06	0.213854	0.583313	3.633618
1070	-18997.62	-18837.91	-159.7145	8.91304e+07	9.84837e+07	6.32628e+07	0.153028	0.157723	0.109143	0.212444	0.079194	0.0347375	0.0665077	0.0774586	0.0494309	0.0188522	0.129687	0.0724503	0.243817	0.266591	0.104018	0.255225	0.13674	0.0713737	0.0830335	0.03874	0.0252572	0.11154	0.273157	0.247159	0.121636	0.0173024	0.00423976	0.0238655	0.0488595	0.0103718	0.0101512	0.0182701	0.0218457	0.0158082	0.12073	0.00705308	0.0724775	0.0145535	0.00659108	0.0160626	0.0605908	0.00738089	0.0293752	0.0379953	0.0368695	0.009142	86.9421	67.1624	0.00902349	0.529013	0.461964	0.145	0.100766	0.936284	1.18951e-05	0.449601	0.488626	3.719334
1080	-19007.57	-18845.18	-162.3912	9.93819e+07	8.60362e+07	6.66265e+07	0.172276	0.156317	0.103367	0.207408	0.095223	0.0331245	0.068636	0.084439	0.057719	0.025463	0.141207	0.0707771	0.257896	0.275306	0.0963582	0.262527	0.135406	0.0852816	0.0836283	0.0471164	0.0341545	0.12835	0.276588	0.24229	0.118918	0.0191505	0.00900039	0.0352613	0.0465429	0.0168631	0.0172881	0.0144281	0.0206194	0.0208563	0.106263	0.00986096	0.0721611	0.0112945	0.00808346	0.01466	0.0614429	0.00595081	0.0433013	0.0272306	0.0293392	0.00950925	91.4513	63.1208	0.00938598	0.55645	0.434164	0.146219	0.110876	0.69612	1.18951e-05	0.465851	0.281333	3.849375
1090	-19006.04	-18845.09	-160.9558	8.62615e+07	9.13254e+07	7.26025e+07	0.177466	0.172714	0.123793	0.245115	0.093859	0.0516829	0.0655974	0.102066	0.059204	0.0158766	0.137654	0.0796183	0.23411	0.296213	0.112849	0.322248	0.131644	0.0848187	0.0900112	0.0527059	0.0283063	0.152293	0.320279	0.311023	0.13299	0.0167101	0.00328068	0.0286177	0.0542704	0.00930847	0.00541279	0.0178849	0.0199215	0.0157327	0.121906	0.00530238	0.0771854	0.0130922	0.019316	0.0118838	0.0814323	0.0065557	0.0456213	0.0289441	0.0490184	0.00838343	89.4632	65.0411	0.00827475	0.544353	0.447373	0.146479	0.0932425	0.717214	1.99843e-05	0.44521	0.417192	4.225535
1100	-19008.04	-18834.22	-173.8179	7.77457e+07	9.64211e+07	7.63857e+07	0.191269	0.168292	0.128623	0.26191	0.0991798	0.0583007	0.0837225	0.0945272	0.0533289	0.0306646	0.135112	0.0734081	0.279336	0.316958	0.111725	0.314576	0.142305	0.0892642	0.087774	0.0429897	0.0299129	0.133359	0.332593	0.275568	0.14945	0.0127197	0.011161	0.0285271	0.0797653	0.0152588	0.00972746	0.0188123	0.0236396	0.0230318	0.137949	0.00751976	0.0991435	0.0243943	0.0141121	0.0140281	0.0753861	0.00121318	0.0477393	0.0472904	0.0393275	0.00899869	89.9431	64.5283	0.00888204	0.547273	0.443845	0.150799	0.148672	0.701378	5.68521e-06	0.431595	0.606048	4.414895
1110	-19008.88	-18834.44	-174.4368	8.52615e+07	9.66115e+07	9.057e+07	0.188459	0.181505	0.129746	0.256108	0.0996485	0.0557414	0.0757951	0.0945272	0.0583686	0.0227214	0.123249	0.090596	0.235445	0.316432	0.11854	0.32097	0.149164	0.0870734	0.107424	0.0585907	0.0269794	0.155155	0.335686	0.337051	0.120166	0.0196541	0.011161	0.0227199	0.059254	0.00975731	0.011041	0.00139249	0.0163666	0.0179398	0.140103	0.0134612	0.101492	0.0166793	0.0204705	0.0144544	0.0665155	0.00233955	0.0463749	0.0309475	0.0621861	0.00838146	97.9494	57.5343	0.00827281	0.595988	0.395739	0.149139	0.119508	0.877119	5.68521e-06	0.501767	0.515004	4.429452
1120	-19004.81	-18825.76	-179.0543	6.40606e+07	9.7274e+07	8.93634e+07	0.214506	0.195784	0.134749	0.256108	0.0931862	0.0562707	0.0821852	0.108929	0.0571216	0.0233437	0.158334	0.0841334	0.277853	0.346014	0.111376	0.323659	0.157111	0.0950214	0.0974284	0.0414247	0.025525	0.13725	0.31948	0.298302	0.150218	0.0246421	0.00373634	0.0257489	0.0787059	0.0175518	0.00284977	0.00757086	0.0315606	0.0179534	0.114058	0.00621709	0.0814574	0.0232703	0.0326437	0.016918	0.0682403	0.0122776	0.0485346	0.0350224	0.0397321	0.00871697	79.8334	73.5118	0.00860398	0.485759	0.505637	0.149707	0.119508	0.674817	5.68521e-06	0.226192	0.682815	4.534005
1130	-19020.4	-18846.27	-174.1232	9.19909e+07	9.67263e+07	8.61426e+07	0.176348	0.201423	0.120002	0.263942	0.0921015	0.0673435	0.10262	0.118019	0.0674138	0.0294474	0.13869	0.0900447	0.261824	0.350195	0.134967	0.308582	0.155092	0.0879328	0.083299	0.0464965	0.0324176	0.134206	0.339312	0.340295	0.138089	0.0161876	0.0157814	0.0469464	0.0791245	0.0127816	0.0144412	0.0121752	0.0315606	0.0155215	0.143526	0.0162907	0.0928998	0.0255493	0.0336313	0.0230848	0.0815317	0.00633931	0.055809	0.03885	0.0430757	0.00910647	71.1246	81.1599	0.00898842	0.432769	0.558243	0.153106	0.111285	1.00917	8.42482e-06	0.317223	0.422149	4.685211
1140	-19001.51	-18831.96	-169.5521	9.18841e+07	9.26864e+07	9.55113e+07	0.194107	0.20401	0.142026	0.269331	0.0866747	0.0553455	0.0790497	0.0939972	0.0602349	0.0176797	0.13947	0.0848813	0.248348	0.356037	0.118695	0.323469	0.1675	0.0801869	0.0894697	0.0519195	0.0246509	0.15425	0.306671	0.33334	0.148404	0.02787	0.00933136	0.0374492	0.0774103	0.0152491	0.00949851	0.0108801	0.0197422	0.0156323	0.127322	0.0088417	0.0918669	0.0157766	0.0189212	0.0103398	0.0603614	0.00218436	0.0488551	0.0446304	0.0565706	0.0105007	58.2087	92.3855	0.0103646	0.35418	0.635456	0.155776	0.111416	0.956056	9.64417e-06	0.541314	0.584008	4.53848
1150	-19000.01	-18829.48	-170.5326	9.2171e+07	9.63834e+07	8.68055e+07	0.194863	0.187353	0.129751	0.268421	0.097294	0.0621222	0.0985595	0.106833	0.0698228	0.0227928	0.150343	0.106639	0.2671	0.361851	0.127125	0.321423	0.150777	0.0942055	0.105375	0.046131	0.0316341	0.142869	0.311118	0.287198	0.146008	0.0156247	0.00212476	0.0235456	0.059941	0.0181123	0.0112271	0.0117872	0.0216968	0.0169715	0.132419	0.00955639	0.0974344	0.0144335	0.0209201	0.0168272	0.0836942	0.00936098	0.0432183	0.041034	0.0441054	0.0103098	86.1054	67.735	0.0101762	0.523922	0.465902	0.15563	0.0955404	0.637206	8.94633e-06	0.458506	0.664451	4.581642
1160	-19009.32	-18842.69	-166.6291	9.82063e+07	9.55491e+07	8.24345e+07	0.24462	0.207291	0.144082	0.257895	0.097294	0.058462	0.0781493	0.104978	0.0644874	0.0226176	0.163305	0.1033	0.273579	0.371922	0.125429	0.33511	0.17041	0.0819027	0.0929788	0.0341722	0.0358732	0.172365	0.330337	0.319939	0.15721	0.0294696	0.0025714	0.0361281	0.0670625	0.0173909	0.00723874	0.0256848	0.0216267	0.0201099	0.1407	0.0138306	0.0638341	0.0164567	0.0115652	0.0125174	0.0657219	0.0173996	0.0467834	0.0327897	0.0265918	0.00989628	85.8819	67.9921	0.009768	0.522562	0.46767	0.154045	0.102788	0.771575	1.80791e-05	0.407197	0.682846	4.72318
1170	-19011.51	-18842.87	-168.6452	8.8906e+07	9.04173e+07	8.93339e+07	0.199945	0.180879	0.138975	0.263915	0.107923	0.0438256	0.0953417	0.108415	0.0652293	0.022674	0.147545	0.09425	0.318167	0.359568	0.10405	0.31274	0.166908	0.0868714	0.0812145	0.0542687	0.0267682	0.165394	0.319809	0.276405	0.175857	0.00879951	0.00176297	0.0341599	0.0746251	0.0173909	0.0113169	0.0162655	0.0196972	0.0216543	0.148555	0.0195152	0.0884782	0.0115898	0.0146222	0.0155762	0.0843389	0.00184405	0.0646897	0.0350199	0.0403269	0.0104992	97.6531	57.4925	0.0103631	0.594186	0.395451	0.15622	0.0836358	0.711755	1.48426e-05	0.672316	0.291128	4.647165
1180	-19001.82	-18831.13	-170.6957	8.23821e+07	6.50479e+07	9.78606e+07	0.205866	0.174355	0.121174	0.233574	0.107923	0.0622316	0.092788	0.0960521	0.0520928	0.0303132	0.134581	0.0933992	0.260912	0.360559	0.102768	0.313548	0.182449	0.104829	0.0853926	0.0500087	0.03634	0.144777	0.340516	0.32031	0.146652	0.0191725	0.005691	0.0328934	0.0589051	0.0192047	0.00839167	0.0108976	0.0278095	0.0188669	0.128016	0.018699	0.0857856	0.0194655	0.0107512	0.0139625	0.0667716	0.000706933	0.0525695	0.029109	0.0476724	0.0101857	86.0433	67.8078	0.0100537	0.523544	0.466403	0.154607	0.122971	0.726715	8.73466e-06	0.595652	0.663042	4.528751
1190	-19002.55	-18840.02	-162.5267	6.46975e+07	7.39451e+07	9.60445e+07	0.209858	0.170951	0.120422	0.265208	0.105893	0.0603448	0.0748763	0.11155	0.0612166	0.0187068	0.126282	0.0985835	0.250873	0.311615	0.0948401	0.292918	0.146074	0.0863389	0.0963338	0.0464732	0.0308228	0.134762	0.272437	0.305472	0.15312	0.0165821	0.01238	0.0235293	0.0750263	0.0114335	0.0067178	0.0182685	0.0269411	0.0287292	0.128016	0.0224292	0.0689853	0.012497	0.0126694	0.0120833	0.0705556	0.000145411	0.0455566	0.0282077	0.052222	0.010118	73.6951	78.7409	0.00998685	0.448409	0.541604	0.154354	0.123671	0.643802	1.50395e-05	0.561697	0.507904	4.318946
1200	-19001.37	-18833.1	-168.2721	7.36564e+07	9.69128e+07	9.19716e+07	0.219381	0.197514	0.101691	0.256631	0.106241	0.0530913	0.0855361	0.109931	0.0559569	0.0280605	0.140698	0.0985835	0.229986	0.340898	0.115206	0.315974	0.160906	0.0881926	0.0898781	0.0433971	0.0381562	0.144331	0.337357	0.300943	0.151477	0.0244609	0.00962894	0.0276076	0.0633424	0.020032	0.00736177	0.0227036	0.0214366	0.0197577	0.124357	0.00562525	0.0907412	0.0100073	0.00792009	0.0184183	0.0752095	0.000747069	0.0503019	0.049458	0.0367505	0.0102297	76.8628	75.9226	0.0100971	0.467684	0.522219	0.15468	0.104339	0.856992	9.59299e-06	0.525832	0.505229	4.495886
1210	-19001.33	-18836.65	-164.688	7.72468e+07	9.04744e+07	9.15046e+07	0.21775	0.168044	0.112201	0.275509	0.0888687	0.0562185	0.0823916	0.116675	0.0694321	0.0235802	0.17979	0.100066	0.265685	0.342286	0.0995519	0.301594	0.165464	0.0888055	0.0854115	0.0467653	0.0264144	0.171676	0.317599	0.277258	0.135941	0.0220682	0.0147913	0.0256278	0.0693245	0.0179324	0.0144543	0.0200201	0.0241262	0.0191939	0.131281	0.0140799	0.0769659	0.015169	0.00965834	0.016863	0.0701911	0.00107221	0.0510344	0.0319067	0.0281564	0.010342	97.5492	57.607	0.010208	0.593553	0.396239	0.155384	0.102643	0.742895	1.47575e-05	0.571083	0.546225	4.488893
1220	-19013.54	-18838.42	-175.1207	7.42495e+07	8.72152e+07	9.69359e+07	0.252324	0.186236	0.128842	0.252074	0.0980037	0.0519896	0.102347	0.0965699	0.0502368	0.0229037	0.127296	0.0968332	0.246505	0.38248	0.130436	0.31635	0.176768	0.103039	0.0983486	0.0544128	0.0276341	0.173042	0.306697	0.310747	0.16002	0.0246441	0.0206676	0.0435856	0.0636084	0.0169935	0.00560116	0.0240342	0.0248256	0.0248696	0.143619	0.0105802	0.0929919	0.022054	0.00271675	0.0200404	0.0815443	0.00693098	0.0417478	0.0346973	0.0510415	0.00965865	89.7714	64.5855	0.00953345	0.546228	0.444239	0.153832	0.103515	0.910542	6.38155e-06	0.60535	0.532747	4.708927
1230	-19014.98	-18846.58	-168.4055	7.38737e+07	7.68017e+07	9.67179e+07	0.21674	0.189246	0.141482	0.273634	0.102361	0.0598051	0.0959354	0.130641	0.064891	0.0169058	0.18169	0.0987652	0.28072	0.36813	0.124084	0.316622	0.178212	0.10384	0.106846	0.0507349	0.0335945	0.176463	0.311837	0.310747	0.16002	0.0299623	0.00291595	0.0189065	0.0835686	0.0231478	0.000880812	0.0280142	0.0207886	0.0286821	0.135162	0.0198856	0.0717081	0.0143477	0.00458087	0.0157283	0.0712666	0.00693098	0.060663	0.0526543	0.0513142	0.0104555	95.4725	59.4278	0.01032	0.580918	0.408762	0.15689	0.108214	0.923634	1.67313e-05	0.403398	0.316562	4.835055
1240	-19015.71	-18847.68	-168.0254	6.03804e+07	8.23474e+07	8.68971e+07	0.21283	0.181989	0.136429	0.234396	0.0960431	0.0661251	0.0934148	0.111092	0.0679498	0.0243964	0.148491	0.0946668	0.261632	0.389071	0.12345	0.318395	0.152767	0.0789039	0.117654	0.0544559	0.035068	0.14745	0.299922	0.277079	0.142742	0.031031	0.00816447	0.0312578	0.0805484	0.0115195	0.0158448	0.00901185	0.0222856	0.0249627	0.168288	0.00741203	0.0885507	0.0190464	0.0148296	0.0123007	0.078458	0.00957057	0.0709539	0.0420194	0.0537035	0.0113846	97.9035	57.144	0.011237	0.595709	0.393054	0.159709	0.120413	0.69137	1.21162e-05	0.349759	0.538274	4.666174
1250	-19003.26	-18835.89	-167.3697	5.79308e+07	8.5719e+07	7.67246e+07	0.226304	0.18648	0.136429	0.288105	0.0935793	0.0707349	0.0983822	0.10066	0.0747454	0.0195837	0.150734	0.0770082	0.258504	0.360612	0.109508	0.310538	0.170738	0.0907501	0.105968	0.0692487	0.0327606	0.166406	0.347886	0.293906	0.15553	0.025637	0.00745628	0.0267652	0.0669415	0.0139431	0.0145167	0.0194306	0.0190143	0.0249627	0.144072	0.0149614	0.083179	0.0155899	0.00974145	0.0159954	0.0601476	0.00209029	0.046619	0.0420443	0.0407189	0.0118091	106.259	49.6914	0.011656	0.646551	0.341793	0.160328	0.0891422	0.878463	1.29311e-05	0.418036	0.479954	4.688928
1260	-19007.7	-18846.1	-161.5935	4.92077e+07	7.77419e+07	6.3548e+07	0.172294	0.19033	0.128179	0.230689	0.0962038	0.0612037	0.0844125	0.0888587	0.0619832	0.0245421	0.130252	0.0859391	0.2575	0.355676	0.129385	0.298386	0.170384	0.0902867	0.0769136	0.05921	0.0379576	0.150167	0.333808	0.299065	0.143664	0.0243161	0.00679498	0.0371172	0.0742838	0.0224783	0.00884928	0.00930182	0.0214475	0.0143103	0.122754	0.0179548	0.0673695	0.0167325	0.00284302	0.0152478	0.0685583	0.0154589	0.041957	0.050546	0.0495083	0.0137103	90.1959	63.6285	0.0135326	0.548811	0.437656	0.163026	0.101262	0.907147	1.51465e-05	0.430761	0.577775	4.445119
1270	-19016.06	-18847.01	-169.0482	5.90533e+07	8.82692e+07	5.65592e+07	0.206552	0.184719	0.128179	0.261037	0.0902284	0.0648532	0.0844125	0.0983106	0.0591901	0.0217405	0.146593	0.0885708	0.2575	0.340724	0.108023	0.283376	0.209383	0.110098	0.086805	0.0572588	0.0345718	0.154205	0.309975	0.29382	0.165273	0.0153878	0.0201127	0.0277276	0.077555	0.0243827	0.0107867	0.0149029	0.0166947	0.0134957	0.154262	0.0258609	0.079563	0.0221356	0.000871837	0.0140432	0.0717619	0.000982931	0.0445192	0.0523735	0.037922	0.01263	72.0897	79.8005	0.0124663	0.438641	0.548892	0.161678	0.0950576	0.6763	1.63692e-05	0.16118	0.317891	4.570738
1280	-19006.35	-18836.24	-170.1117	5.30717e+07	7.79649e+07	6.85783e+07	0.216876	0.16274	0.128179	0.282083	0.0941411	0.064131	0.0889233	0.110619	0.0494765	0.0161298	0.149441	0.0957047	0.269595	0.37544	0.104718	0.332198	0.17675	0.0935855	0.113022	0.0502536	0.0227011	0.157286	0.32879	0.302063	0.162848	0.0232532	0.00674083	0.0392384	0.0708406	0.0137904	0.0114784	0.0101297	0.0149039	0.0162831	0.139117	0.0214039	0.0807868	0.0123237	0.0114078	0.0203813	0.0913252	0.000623666	0.0479926	0.0358043	0.0305797	0.0130067	79.4148	73.2666	0.0128381	0.483212	0.50395	0.163135	0.116293	0.814301	1.13092e-05	0.200469	0.502115	4.6461
1290	-19019.19	-18858.17	-161.0212	5.75768e+07	8.01945e+07	7.4619e+07	0.20174	0.157517	0.114535	0.257431	0.0981272	0.0568727	0.0898373	0.112597	0.0604562	0.02537	0.118946	0.0903069	0.293734	0.331304	0.105339	0.313458	0.164638	0.093563	0.117492	0.0403533	0.0407042	0.14938	0.320419	0.312801	0.145244	0.0338098	0.0280663	0.0240489	0.072337	0.0119345	0.01031	0.0119707	0.0193123	0.0198458	0.143226	0.0061209	0.109522	0.012822	0.0138348	0.0134469	0.0717991	0.000877028	0.0361793	0.0399081	0.0239249	0.0159934	100.28	54.3801	0.0157861	0.610171	0.374043	0.168797	0.079848	0.616739	1.46197e-05	0.530182	0.501326	4.515463
1300	-19010.63	-18850.56	-160.0728	6.06031e+07	5.99424e+07	9.745e+07	0.224954	0.175093	0.127461	0.248027	0.110478	0.0682593	0.0860657	0.116269	0.053959	0.0249847	0.124331	0.0814395	0.275318	0.377544	0.11365	0.309679	0.184456	0.0834278	0.101001	0.059689	0.0359013	0.155255	0.322731	0.264364	0.138832	0.0217056	0.0114551	0.0374343	0.0631434	0.0176884	0.00927937	0.0130301	0.0220569	0.023556	0.142825	0.00365284	0.100912	0.0205142	0.0194659	0.0117386	0.0684641	9.8676e-05	0.0424216	0.0444471	0.0398595	0.0157779	100.494	54.2222	0.0155733	0.61147	0.372957	0.170274	0.0967859	0.719492	1.84667e-05	0.555168	0.423756	4.576919
1310	-19007.83	-18846.69	-161.1382	6.08885e+07	6.37416e+07	7.74579e+07	0.218266	0.180496	0.134563	0.252611	0.0934573	0.0568357	0.085346	0.0956296	0.0529284	0.0211905	0.151723	0.0909244	0.247602	0.354319	0.0883003	0.321421	0.163452	0.0963067	0.0938827	0.0396034	0.0312657	0.135148	0.297353	0.290404	0.144696	0.02079	0.00449477	0.0350074	0.077829	0.0118025	0.00977968	0.0126103	0.0148217	0.0148976	0.144842	0.00707914	0.0926745	0.00703001	0.0194659	0.00898417	0.0614295	0.00242278	0.0647629	0.0320339	0.0383969	0.0154157	91.8815	61.8927	0.0152158	0.559067	0.425717	0.167483	0.139038	0.841815	1.36836e-05	0.47923	0.414344	4.418878
1320	-19005.41	-18847.68	-157.7256	7.34635e+07	8.89005e+07	8.06263e+07	0.187165	0.14763	0.109406	0.225824	0.0888034	0.0560252	0.0728726	0.103206	0.054293	0.0175341	0.137565	0.0980948	0.228322	0.319272	0.0950102	0.319863	0.149682	0.0669794	0.0959083	0.0443205	0.0324717	0.145466	0.296774	0.272069	0.111579	0.0181355	0.0189275	0.0199299	0.0538999	0.012869	0.00703697	0.00652701	0.0161637	0.0162367	0.129352	0.0163011	0.0816233	0.00323681	0.0113248	0.0182034	0.0604083	0.00108482	0.0562314	0.0198303	0.0430299	0.0136613	96.3146	58.2229	0.0134842	0.586041	0.400475	0.161849	0.128578	0.673208	1.78074e-05	0.489078	0.302152	4.08649
1330	-19000.69	-18841.05	-159.6413	8.53854e+07	7.63742e+07	6.18501e+07	0.200217	0.159054	0.109672	0.221028	0.0770404	0.0518999	0.0714963	0.0837016	0.0504648	0.0155929	0.139058	0.0855569	0.209568	0.279854	0.0970899	0.278067	0.128469	0.0886616	0.0887459	0.0397316	0.0288995	0.126827	0.318267	0.257294	0.147294	0.0236608	0.017658	0.0233255	0.0640895	0.0234094	0.0107433	0.0214359	0.0223664	0.0206494	0.111064	0.0209967	0.0811509	0.0113748	0.00625224	0.0116855	0.0596627	0.000299747	0.0394293	0.025964	0.033328	0.0136152	101.43	53.7042	0.0134387	0.617167	0.369394	0.159697	0.111686	0.899284	1.36614e-05	0.695958	0.4445	3.982094
1340	-19003.37	-18841.08	-162.2891	6.95151e+07	8.43697e+07	5.05014e+07	0.199377	0.152973	0.107165	0.250176	0.0903346	0.0417204	0.0653925	0.0803345	0.0396911	0.0168847	0.126568	0.068959	0.216831	0.309739	0.0932921	0.27337	0.156146	0.089916	0.0911764	0.0398743	0.0226309	0.129483	0.250314	0.258786	0.13641	0.015879	0.00860785	0.0221347	0.0593614	0.0174119	0.00534977	0.0188867	0.0188118	0.0212632	0.127783	0.0120214	0.0576337	0.0203105	0.00743187	0.0168587	0.0596627	0.00256733	0.039323	0.0236049	0.0401794	0.0144703	84.5993	68.4703	0.0142827	0.514757	0.47096	0.159598	0.161298	0.850946	8.05963e-06	0.674435	0.580741	3.902627
1350	-19003.14	-18839.71	-163.4213	5.85144e+07	9.12883e+07	6.42399e+07	0.187893	0.155023	0.0994379	0.234578	0.0902197	0.0382374	0.0793097	0.111356	0.0396911	0.0192513	0.135744	0.0847642	0.249636	0.2603	0.0826935	0.270901	0.126618	0.0687871	0.0848341	0.0489259	0.0289734	0.129483	0.245633	0.257769	0.108344	0.0138046	0.0114858	0.0224239	0.0593614	0.0118843	0.0121806	0.00979529	0.0188118	0.018803	0.118201	0.0121749	0.0702084	0.0179905	0.010074	0.0235062	0.0640991	0.00333767	0.0488897	0.0236574	0.0252121	0.0123368	64.7788	86.31	0.0121769	0.394156	0.593667	0.154856	0.131407	0.695054	6.95838e-06	0.463573	0.411363	3.834306
1360	-19004.86	-18840.88	-163.9742	6.65863e+07	8.65207e+07	6.09258e+07	0.142981	0.153633	0.0994379	0.247313	0.0773354	0.0374961	0.0714789	0.0913335	0.0528192	0.0248969	0.132101	0.0866934	0.183372	0.284565	0.0864154	0.243829	0.15062	0.0732233	0.085739	0.0464633	0.0256265	0.130753	0.273854	0.23254	0.11131	0.0155512	0.0114858	0.023159	0.0617991	0.0163388	0.00640516	0.0108028	0.015988	0.0181243	0.106282	0.00848999	0.0578204	0.00631992	0.0181944	0.00740198	0.0567329	0.0125133	0.0450377	0.0373202	0.033998	0.0133229	63.0377	87.7086	0.0131502	0.383563	0.603287	0.156669	0.109792	0.93348	6.95838e-06	0.268308	0.413628	3.715594
1370	-19001.33	-18836.16	-165.1694	6.39103e+07	9.42755e+07	5.90917e+07	0.181281	0.130836	0.107998	0.222168	0.076433	0.0464054	0.0606707	0.0889675	0.0393667	0.0183604	0.114996	0.0832793	0.217075	0.284565	0.0849961	0.254437	0.140318	0.0706414	0.0676834	0.0464633	0.0236259	0.124285	0.275101	0.25081	0.109929	0.0168376	0.0132706	0.022155	0.0528524	0.0071442	0.00161433	0.0242187	0.0221635	0.0173973	0.117291	0.00425315	0.0875968	0.00991136	0.00993155	0.0133059	0.0549721	0.00697745	0.0437701	0.0303781	0.035648	0.0142434	86.9515	66.422	0.0140588	0.52907	0.456871	0.157848	0.107388	0.868764	4.48559e-06	0.487192	0.356137	3.712381
1380	-18995.74	-18839.21	-156.5264	7.72916e+07	7.48664e+07	6.13462e+07	0.167233	0.12049	0.0840605	0.171486	0.0823011	0.0465139	0.0549424	0.0799394	0.0348604	0.0211262	0.124709	0.0748347	0.187218	0.252416	0.08592	0.227267	0.129405	0.0706148	0.0696136	0.0423496	0.0235313	0.123633	0.245889	0.213969	0.125446	0.0131915	0.0109093	0.0279568	0.0540986	0.011642	0.00322543	0.00982958	0.0159255	0.0153151	0.103323	0.00613349	0.061019	0.00407316	0.00716943	0.0169531	0.060261	0.00307556	0.04059	0.0351317	0.0375898	0.0137634	97.1953	57.4291	0.013585	0.5914	0.395015	0.154896	0.133702	0.619173	8.68259e-06	0.356339	0.544634	3.397182
