Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	part_rate[1]	part_rate[2]	part_rate[3]	part_rate_mult[1]	part_rate_mult[2]	part_rate_mult[3]	pi_alpha[1]	pi_alpha[2]	pi_alpha[3]	pinvar[1]	pinvar[2]	pinvar[3]	TL
300	-19049.65	-18867.38	-182.2677	7.49471e+07	2.08277e+07	3.6103e+07	0.142192	0.104845	0.0723601	0.146769	0.0549492	0.0295486	0.0539703	0.0778154	0.0403722	0.0178132	0.0706922	0.0493918	0.145767	0.182493	0.0594086	0.183705	0.105296	0.0399519	0.0578809	0.0148144	0.0171029	0.0887357	0.167426	0.169637	0.0708253	0.0100714	0.0021486	0.0202772	0.0411463	0.011383	0.00610953	0.00654262	0.0138027	0.0129379	0.0854186	0.00506497	0.0417856	0.00949168	0.00721697	0.0128347	0.0424391	0.0076017	0.0371821	0.0139812	0.0139507	0.0309771	75.3385	74.2938	0.0305756	0.458409	0.511015	0.176668	0.124646	0.787377	1.1226e-07	0.432533	0.756734	2.565149
310	-19028.39	-18846.6	-181.7965	7.14358e+07	2.49298e+07	3.6071e+07	0.108858	0.101156	0.0844546	0.144213	0.0610106	0.0441585	0.0710011	0.0610451	0.0345697	0.0154298	0.0788369	0.0522869	0.147373	0.192606	0.0618254	0.192577	0.105296	0.0574982	0.0527713	0.0339223	0.0219408	0.0836237	0.181013	0.204134	0.0770013	0.0118724	0.00286742	0.0165111	0.0356978	0.0091221	0.00655731	0.00476279	0.0199328	0.0129379	0.0822422	0.00765721	0.0370758	0.00992661	0.0035607	0.00966748	0.0424391	0.00303674	0.0176091	0.0127506	0.0386101	0.0292366	65.5705	83.1845	0.0288576	0.398974	0.572169	0.174347	0.101328	0.796913	1.1226e-07	0.407595	0.618033	2.653439
320	-19027.67	-18845.48	-182.1875	7.29603e+07	2.97618e+07	3.59848e+07	0.123729	0.117518	0.0833789	0.149553	0.0623017	0.0356121	0.0598118	0.0648944	0.0331766	0.0090293	0.101127	0.0546681	0.145196	0.199629	0.0669636	0.167479	0.0904901	0.0539198	0.0543358	0.0397817	0.0196235	0.0839038	0.197262	0.165796	0.0970301	0.0103377	0.0017946	0.0165111	0.0360315	0.0133247	0.00500862	0.00516073	0.0199328	0.0158265	0.0814797	0.00678469	0.0488792	0.00669331	0.00596741	0.0143461	0.0457522	0.00347717	0.0211101	0.0150117	0.034335	0.0295206	71.0065	78.335	0.029138	0.43205	0.538812	0.174347	0.12464	0.902013	1.1226e-07	0.639579	0.406684	2.683974
330	-19028.91	-18846.32	-182.5881	6.22186e+07	3.37335e+07	3.69319e+07	0.136378	0.120552	0.0790507	0.149553	0.0623128	0.04452	0.0714572	0.0692303	0.0448434	0.0099407	0.108175	0.066197	0.154369	0.21597	0.0658315	0.194375	0.105939	0.0588943	0.0607747	0.0337041	0.0200373	0.0919953	0.196626	0.174879	0.0853719	0.0134454	0.00060015	0.0165317	0.0407646	0.0138629	0.00171799	0.0109858	0.0215017	0.0124917	0.0681562	0.00602161	0.0542969	0.00865874	0.00745048	0.0071395	0.0410363	0.00491558	0.0106822	0.030763	0.0203593	0.0291797	72.718	76.8699	0.0288014	0.442464	0.528734	0.174801	0.117459	0.809301	1.1226e-07	0.427349	0.480754	2.812359
340	-19024.64	-18842.51	-182.1246	7.16589e+07	4.05588e+07	3.80145e+07	0.119642	0.105285	0.0690663	0.166822	0.0590141	0.0393928	0.0656645	0.0658283	0.0326793	0.0127801	0.0993888	0.0610267	0.171244	0.191424	0.0661371	0.181715	0.101398	0.0501348	0.0446905	0.0299533	0.014341	0.0924515	0.163881	0.185506	0.0986035	0.0121958	0.00103242	0.0120883	0.0310073	0.00877527	0.00589443	0.00916389	0.0200783	0.0117023	0.0813851	0.0107925	0.0326931	0.00669345	0.00344641	0.00446321	0.0388058	0.00123613	0.0200643	0.0278399	0.031464	0.0281128	82.8745	68.0384	0.0277484	0.504263	0.467989	0.170574	0.117459	0.796466	1.1226e-07	0.348666	0.431227	2.658891
350	-19017.06	-18836.64	-180.4177	5.78576e+07	3.5992e+07	4.43469e+07	0.112191	0.101976	0.0666794	0.157241	0.0491321	0.0346818	0.0577033	0.0654376	0.0376924	0.0126022	0.0824627	0.0500095	0.143917	0.188526	0.059114	0.168975	0.0930307	0.0533294	0.0561986	0.0233406	0.0214171	0.081286	0.180898	0.171094	0.0959546	0.00778219	0.00274304	0.0131619	0.0405691	0.0126561	0.002245	0.00641374	0.0222153	0.0123536	0.0825727	0.00869425	0.0475674	0.00683823	0.00608388	0.00874358	0.0392349	0.00107077	0.0159759	0.0278078	0.0249772	0.0281772	78.7646	71.6648	0.0278119	0.479256	0.492932	0.170574	0.119415	0.935869	1.1226e-07	0.540497	0.425453	2.554597
360	-19030.83	-18848.55	-182.2812	4.22947e+07	4.01707e+07	3.47098e+07	0.126667	0.104308	0.078271	0.146234	0.0499168	0.0353353	0.0727166	0.0633178	0.0324298	0.0117958	0.0985611	0.0602493	0.141525	0.189373	0.0628573	0.159643	0.0930307	0.0529607	0.0484707	0.0302815	0.0177939	0.0871785	0.195544	0.17729	0.102231	0.0103793	0.00627929	0.0294412	0.041004	0.0139223	0.00197794	0.00322736	0.0178838	0.0125641	0.0698312	0.00661974	0.0620158	0.00683823	0.00508115	0.00725337	0.0479403	0.00201175	0.014221	0.0148136	0.0275709	0.0286347	79.1734	71.2375	0.0282635	0.481743	0.489993	0.170941	0.101649	0.76344	1.1226e-07	0.531905	0.700235	2.638856
370	-19026.8	-18846.33	-180.4658	4.25576e+07	4.24349e+07	4.14687e+07	0.116642	0.108223	0.0620159	0.159236	0.069272	0.0401696	0.0574176	0.0630055	0.0393492	0.0110063	0.0862128	0.0458594	0.148772	0.190385	0.0664334	0.182107	0.0910453	0.0567385	0.0575886	0.0248577	0.022516	0.0846561	0.16366	0.178238	0.0886921	0.0135677	0.000130793	0.0254603	0.0332164	0.00729083	0.00866195	0.00172179	0.0185716	0.00776034	0.075603	0.00803677	0.0416324	0.00872954	0.00427016	0.0140323	0.0325334	0.00536081	0.0168146	0.0178695	0.0192926	0.0292741	73.2764	76.3624	0.0288946	0.445861	0.525244	0.171819	0.0920039	0.701526	1.1226e-07	0.397979	0.583062	2.574655
380	-19022.69	-18840.73	-181.9658	3.10437e+07	4.56733e+07	4.20837e+07	0.138418	0.105777	0.0852999	0.155649	0.0498395	0.0375991	0.0661884	0.0625887	0.0351116	0.0179436	0.0765803	0.0509721	0.138855	0.194333	0.0705508	0.195223	0.0996087	0.057708	0.0566181	0.0342494	0.0161458	0.0920124	0.199667	0.175586	0.0890628	0.0163275	0.000119869	0.0184418	0.0435091	0.0117616	0.00306388	0.00677253	0.0201789	0.0143525	0.080593	0.00554123	0.047691	0.0116987	0.00787542	0.00880468	0.0393162	0.00883752	0.0169888	0.0347452	0.0234289	0.0280064	75.0377	74.9862	0.0276434	0.456579	0.515778	0.173596	0.102319	0.710948	1.1226e-07	0.584409	0.46898	2.721636
390	-19038.81	-18853.2	-185.6158	2.85315e+07	4.45757e+07	3.97982e+07	0.131547	0.126107	0.0927959	0.175861	0.0652832	0.0369423	0.062457	0.0532623	0.0309019	0.0184736	0.0937507	0.0535007	0.179687	0.230619	0.0697851	0.194568	0.0833608	0.0529296	0.0601361	0.0304952	0.0218893	0.097219	0.198123	0.16232	0.0916392	0.0125471	0.000156708	0.0200377	0.0405413	0.0162664	0.00566431	0.00904595	0.0173716	0.00692681	0.0708503	0.0104507	0.0449537	0.0104865	0.00443633	0.00826771	0.0478421	0.0109228	0.021097	0.0257678	0.0247174	0.0289823	86.0147	65.1357	0.0286066	0.52337	0.448024	0.173852	0.12412	1.12177	1.1226e-07	0.28415	0.656003	2.822005
400	-19030.47	-18848.65	-181.8194	2.24108e+07	3.72331e+07	3.50435e+07	0.121294	0.114517	0.0703462	0.13766	0.0663491	0.0432319	0.0740597	0.0623521	0.0339556	0.019598	0.0804874	0.0508604	0.139375	0.180347	0.0737535	0.170576	0.0990019	0.059989	0.0554735	0.0323726	0.0185344	0.0830936	0.203705	0.173174	0.0755475	0.0130732	0.00102802	0.0213536	0.0376427	0.00958984	0.00463062	0.00625677	0.0109446	0.00832652	0.0749637	0.00553281	0.0429178	0.00503662	0.00704275	0.0117906	0.0397401	0.0162831	0.0190921	0.0245152	0.0216026	0.0300521	82.2342	68.3265	0.0296626	0.500367	0.469971	0.172411	0.11054	1.0585	1.1226e-07	0.381989	0.654727	2.621016
410	-19023.97	-18839.98	-183.9903	2.4295e+07	3.21653e+07	3.97864e+07	0.123775	0.111099	0.077842	0.165143	0.0598128	0.0367383	0.0753679	0.0566129	0.0325211	0.0145646	0.0859048	0.0536638	0.1806	0.227198	0.0764913	0.186704	0.0900269	0.0473834	0.0488128	0.0332673	0.0201238	0.0772841	0.181686	0.193986	0.0862156	0.0153695	0.000466195	0.0187774	0.0345728	0.00834985	0.00460228	0.00659864	0.0125798	0.0121071	0.0850703	0.00603799	0.0503636	0.0156478	0.00133546	0.0127323	0.0482952	0.00724752	0.0122913	0.0239649	0.0172759	0.0236475	65.771	83.8092	0.0233409	0.400194	0.576465	0.164843	0.116331	0.997136	1.1226e-07	0.467953	0.560884	2.736512
420	-19025.78	-18843.03	-182.7476	2.35284e+07	4.12928e+07	2.67106e+07	0.109072	0.105701	0.0760229	0.159554	0.055632	0.0385969	0.0600985	0.0651433	0.0404644	0.0099407	0.0961165	0.0511353	0.142378	0.217265	0.0665525	0.177999	0.108987	0.054328	0.0411727	0.0320275	0.0186652	0.0846535	0.178591	0.184218	0.0903652	0.0140446	0.000580521	0.0126665	0.0351055	0.0070506	0.00242669	0.00531977	0.0164083	0.0110715	0.0768016	0.0152023	0.0513048	0.00996375	0.0036469	0.00868577	0.029805	0.00996204	0.0214649	0.0169344	0.0163842	0.0223746	72.8797	77.7033	0.0220845	0.443448	0.534467	0.163093	0.0796875	0.64364	1.1226e-07	0.516135	0.440993	2.629511
430	-19024.39	-18840.38	-184.001	1.76289e+07	5.62679e+07	3.18066e+07	0.117795	0.102809	0.0895411	0.168574	0.0748646	0.0426107	0.0680243	0.0683867	0.0328271	0.0150743	0.0765519	0.0555588	0.158026	0.199675	0.0623449	0.181687	0.0965072	0.0525606	0.0606092	0.0287969	0.0218266	0.098995	0.184819	0.175542	0.0799645	0.0142446	0.00221751	0.0203071	0.0362938	0.0102414	0.00460061	0.00546735	0.0158143	0.0114276	0.0850522	0.00790699	0.0434226	0.00769964	0.00672961	0.00404696	0.0302744	0.00825561	0.0234476	0.0194814	0.0251271	0.0226859	85.1413	66.8119	0.0223918	0.518056	0.459553	0.163511	0.0996759	0.824801	1.1226e-07	0.587591	0.394932	2.69603
440	-19029.89	-18846.22	-183.6706	1.86285e+07	4.98958e+07	4.37e+07	0.118721	0.0976237	0.0759897	0.150845	0.0460552	0.0356466	0.0684131	0.0574587	0.0355157	0.0169469	0.0782985	0.0637131	0.152536	0.191491	0.0670231	0.16315	0.0795528	0.049098	0.0722138	0.0344308	0.0190984	0.0843219	0.204327	0.193279	0.0955363	0.0107969	0.0013561	0.0184019	0.0427139	0.0103927	0.00679997	0.00218726	0.0186193	0.0109883	0.0812715	0.00548753	0.0506195	0.00610771	0.00565764	0.00474646	0.0369506	0.00802125	0.0223461	0.0297194	0.0329043	0.0257337	81.8929	69.2481	0.0254001	0.49829	0.47631	0.167574	0.107969	0.717514	1.1226e-07	0.308918	0.618898	2.657373
450	-19033.02	-18850.29	-182.7382	1.93714e+07	4.48517e+07	3.13945e+07	0.118721	0.105467	0.0853075	0.160333	0.0639579	0.0373442	0.0676816	0.0630064	0.0336933	0.0107478	0.0946498	0.0618466	0.142498	0.213728	0.0753909	0.178385	0.0922243	0.0678464	0.0627652	0.0273535	0.0202755	0.10459	0.184644	0.143689	0.0894795	0.0135794	0.00752615	0.0151163	0.0425963	0.0151251	0.00506187	0.00604424	0.0186193	0.0135732	0.0653566	0.00976277	0.0425188	0.008569	0.00684588	0.00760179	0.0442196	0.00647337	0.0155535	0.0157566	0.0336327	0.02489	87.9414	64.0186	0.0245674	0.535093	0.44034	0.168771	0.144852	0.642725	1.1226e-07	0.479814	0.582961	2.699158
460	-19020.64	-18837.86	-182.7833	2.42943e+07	6.0683e+07	3.80068e+07	0.117829	0.102368	0.0692245	0.133372	0.0625668	0.0419031	0.062269	0.0604593	0.0290425	0.0145514	0.0914044	0.0583972	0.152588	0.199434	0.0585565	0.169104	0.0922243	0.0475889	0.0473579	0.0288041	0.0156164	0.0919446	0.174929	0.168267	0.0953544	0.0109596	0.00694992	0.0192247	0.0422244	0.00934105	0.00162413	0.0109874	0.0158141	0.0135732	0.092337	0.00230223	0.0448878	0.0142338	0.00325028	0.0131859	0.0358709	0.00093041	0.0204864	0.0276944	0.0207726	0.0255398	85.4702	66.1114	0.0252088	0.520057	0.454734	0.16597	0.100636	0.915278	1.1226e-07	0.508636	0.308898	2.591806
470	-19029.89	-18845.64	-184.2593	2.28125e+07	4.71686e+07	3.62868e+07	0.1111	0.106883	0.0770002	0.140401	0.0482906	0.0437367	0.0562501	0.0682628	0.0305122	0.0124921	0.0914044	0.0558068	0.156648	0.215098	0.0514636	0.17909	0.0822239	0.0543135	0.0625643	0.0336542	0.021462	0.0833823	0.183457	0.173876	0.082138	0.0110474	0.00627057	0.0128104	0.0452605	0.0108406	0.00562831	0.00950751	0.0139105	0.0158965	0.0732417	0.00220283	0.0564246	0.00559461	0.0116716	0.00579489	0.0487974	0.000853058	0.016559	0.0187356	0.0270944	0.0252087	82.3057	68.9582	0.0248819	0.500802	0.474316	0.166183	0.100237	0.597593	1.1226e-07	0.293033	0.674594	2.619653
480	-19021.02	-18839.15	-181.8701	3.1745e+07	6.13264e+07	3.91821e+07	0.0983073	0.11625	0.0698137	0.142744	0.0734569	0.0367248	0.0567209	0.0623344	0.0333783	0.0135544	0.0740125	0.0601173	0.138361	0.189041	0.0537199	0.159664	0.0808128	0.0514962	0.0484583	0.0313918	0.015699	0.0834212	0.176863	0.168232	0.0689887	0.0169345	0.00753639	0.0190035	0.0302937	0.00896297	0.00464668	0.00638921	0.0173219	0.00859939	0.0782411	0.00732849	0.0450475	0.00790619	0.00660907	0.00474538	0.0377483	0.00835369	0.0194659	0.0264457	0.018781	0.0238507	85.2165	66.5782	0.0235415	0.518513	0.457946	0.163032	0.134712	0.934138	1.1226e-07	0.476629	0.342492	2.483925
490	-19016.69	-18834.6	-182.0942	2.6496e+07	8.11012e+07	3.2199e+07	0.112902	0.0936183	0.0583049	0.143507	0.0474807	0.0461738	0.0615333	0.060248	0.0308886	0.012079	0.0671051	0.0468965	0.14838	0.191393	0.0625511	0.165843	0.0789719	0.0509464	0.0546178	0.0253695	0.019881	0.0818621	0.175017	0.156714	0.0712224	0.00957175	0.000204923	0.0220493	0.0402957	0.0114186	0.00297603	0.00691032	0.014424	0.00972309	0.0763303	0.00640877	0.0509086	0.010998	0.00841822	0.00943775	0.0360639	0.0120553	0.0194206	0.0129754	0.0221831	0.0237895	86.2715	65.6538	0.0234811	0.524932	0.451587	0.163105	0.14137	0.90096	1.1226e-07	0.51714	0.6982	2.446281
500	-19024.49	-18841.5	-182.9985	2.63733e+07	6.96948e+07	4.1327e+07	0.121897	0.117222	0.0790546	0.158689	0.0543428	0.044935	0.0626726	0.0681961	0.0360381	0.0116257	0.091294	0.0472565	0.152299	0.226835	0.0631911	0.175188	0.0897777	0.0598694	0.0681819	0.0265277	0.0232313	0.0825295	0.191781	0.177779	0.0845699	0.0160521	0.0018004	0.0210757	0.0321568	0.00702949	0.00394093	0.00691032	0.0125342	0.00957432	0.0631976	0.00437339	0.0484875	0.00823735	0.0156542	0.00770482	0.0344585	0.00128166	0.0197896	0.023169	0.0193043	0.0231027	82.0344	69.5005	0.0228032	0.499151	0.478046	0.163105	0.155093	0.686425	1.1226e-07	0.434264	0.467352	2.671716
510	-19029.25	-18842.17	-187.0811	2.37136e+07	6.70466e+07	4.5868e+07	0.132085	0.117222	0.0847867	0.175524	0.04674	0.0418919	0.0584744	0.066369	0.0354465	0.0162189	0.086993	0.0553286	0.170166	0.205783	0.0535147	0.181404	0.0975502	0.0650957	0.0559628	0.0297467	0.0189264	0.103998	0.208701	0.196488	0.0897727	0.0207716	0.00034021	0.0201724	0.0431347	0.0154096	0.00163266	0.0122912	0.0123803	0.0130032	0.0843099	0.00737292	0.047418	0.00423022	0.00758458	0.0104087	0.0459717	0.00317369	0.0250921	0.0260415	0.0242666	0.0174463	90.7198	62.629	0.0172202	0.551999	0.430781	0.157012	0.0925755	0.713055	1.1226e-07	0.517801	0.413248	2.819196
520	-19021.04	-18829.09	-191.9498	2.39611e+07	7.6515e+07	5.89957e+07	0.130356	0.117222	0.0811578	0.16353	0.0686176	0.0355028	0.0588673	0.0545061	0.0407245	0.0124221	0.100674	0.0595243	0.195696	0.221095	0.0653154	0.227653	0.106478	0.062633	0.0537366	0.0366101	0.0162118	0.0966076	0.202128	0.202519	0.100914	0.0170503	0.00543091	0.0178772	0.0473157	0.00835206	0.00856612	0.00728269	0.0128645	0.00988202	0.0907606	0.0143921	0.0521763	0.0115848	0.00210006	0.0073017	0.0489726	0.00702581	0.0297965	0.0226697	0.034523	0.0171495	89.9478	63.3544	0.0169272	0.547302	0.435771	0.156858	0.128134	0.614887	1.1226e-07	0.213382	0.470917	2.966628
530	-19015.14	-18826.41	-188.7322	3.27922e+07	7.07854e+07	5.74447e+07	0.131247	0.111278	0.0765489	0.153754	0.0555222	0.0364964	0.0531953	0.0659614	0.0438488	0.0163273	0.102635	0.0609385	0.177084	0.215177	0.0653762	0.201092	0.0947089	0.0525952	0.0617885	0.034847	0.016241	0.0812629	0.218989	0.172232	0.109161	0.010305	0.00435477	0.0235526	0.0434436	0.00968438	0.00741401	0.00845814	0.0103278	0.0101991	0.0886508	0.00992947	0.0543962	0.00850223	0.00639873	0.00496895	0.0453293	0.00247638	0.0326454	0.0254249	0.0272315	0.0163107	89.5386	63.8368	0.0160993	0.544812	0.439089	0.155042	0.118866	1.2033	1.1226e-07	0.593089	0.594268	2.842
540	-19015.73	-18829.3	-186.4236	3.19598e+07	5.71829e+07	5.17492e+07	0.137961	0.126527	0.0677955	0.15566	0.0695218	0.0453493	0.0539239	0.0691076	0.0398088	0.0160817	0.0839951	0.0584399	0.160897	0.200971	0.0653762	0.187784	0.0937581	0.0528082	0.0555763	0.027081	0.0188763	0.0799061	0.19097	0.172232	0.0851304	0.0119091	0.00625036	0.0230003	0.038576	0.0146541	0.00572347	0.0110338	0.017846	0.0080382	0.0895235	0.00885345	0.0463338	0.00792175	0.00577836	0.00562281	0.0439844	0.00193574	0.0262985	0.0233741	0.0295507	0.0175657	92.7877	60.7825	0.017338	0.564581	0.418081	0.15571	0.104983	0.851749	1.1226e-07	0.47693	0.420676	2.741747
550	-19012.53	-18825.23	-187.2967	3.20585e+07	5.90259e+07	5.31044e+07	0.131591	0.116751	0.0798912	0.164749	0.06646	0.0338796	0.057366	0.054491	0.0414593	0.0160817	0.0940719	0.0559425	0.165982	0.211146	0.0692491	0.187583	0.0933901	0.0492086	0.04874	0.0354867	0.0168931	0.0923248	0.193544	0.178698	0.0767479	0.0106614	0.000687056	0.0239838	0.0419848	0.00711213	0.00675282	0.0128503	0.00871602	0.0101494	0.0774349	0.00947005	0.0518885	0.00812816	0.00369059	0.00841196	0.0488086	0.000456021	0.0292705	0.0239202	0.0233834	0.0178876	94.4644	59.2531	0.0176558	0.574783	0.407561	0.155929	0.103399	1.02428	1.1226e-07	0.332785	0.494882	2.739487
560	-19018.2	-18829.95	-188.2524	3.30028e+07	6.96802e+07	3.97118e+07	0.140139	0.119155	0.0733155	0.153037	0.0515304	0.0398962	0.0533977	0.0653055	0.0350316	0.0139011	0.0990466	0.0598379	0.175777	0.215354	0.0874834	0.202406	0.0896999	0.0509298	0.0662183	0.0370839	0.0202313	0.0873489	0.188378	0.213112	0.0935783	0.0115742	0.0109524	0.022792	0.0491934	0.0105277	0.0035019	0.0106095	0.0243383	0.0104065	0.0948822	0.00440491	0.0485319	0.0145929	0.00803307	0.0102633	0.0484833	0.0015134	0.0376428	0.0246349	0.0252507	0.0169253	90.0612	63.2863	0.0167059	0.547991	0.435303	0.1574	0.0936655	0.938916	1.1226e-07	0.539488	0.450568	2.903326
570	-19022.51	-18835.5	-187.0129	3.113e+07	8.0831e+07	4.65858e+07	0.141975	0.121266	0.0626592	0.16408	0.0555857	0.0362127	0.0605557	0.0555909	0.0476459	0.0102775	0.0933005	0.0518564	0.160496	0.224568	0.0638792	0.167054	0.0926532	0.0522827	0.0557659	0.0322975	0.0159217	0.104869	0.182945	0.175273	0.086948	0.0103744	0.000790016	0.0198551	0.040358	0.00755288	0.0119551	0.00777455	0.0189972	0.0128468	0.0718326	0.00469621	0.0435646	0.0127698	0.0129109	0.0118071	0.0418057	0.00730569	0.0240403	0.0210591	0.0322963	0.0183543	94.4964	59.1578	0.0181163	0.574978	0.406905	0.157758	0.110684	0.693787	1.1226e-07	0.646242	0.628077	2.730552
580	-19020.02	-18831.63	-188.388	3.82923e+07	7.73354e+07	5.49816e+07	0.13987	0.12603	0.0882396	0.166952	0.0625247	0.0447077	0.0580745	0.0719402	0.0367386	0.0145284	0.0891287	0.0631454	0.170611	0.225153	0.0680966	0.157547	0.0981	0.0596165	0.0638864	0.0266895	0.0220621	0.113153	0.20293	0.204683	0.0846108	0.0130466	0.00103188	0.0216711	0.0428032	0.0107194	0.00661321	0.011509	0.0098681	0.0127669	0.0873678	0.00795179	0.0419466	0.00749427	0.0122056	0.0107557	0.0479803	0.00899561	0.029813	0.0269061	0.0357603	0.0180124	94.5289	59.1781	0.017779	0.575176	0.407045	0.157613	0.110613	0.960545	1.1226e-07	0.385263	0.556974	2.906226
590	-19025.03	-18835.2	-189.8251	4.39576e+07	7.27758e+07	5.26284e+07	0.11605	0.116823	0.0739066	0.171532	0.0653379	0.0286627	0.0494207	0.0671409	0.0515815	0.0135112	0.0901135	0.0636812	0.167305	0.243211	0.0749897	0.185479	0.104767	0.0574034	0.0637891	0.0246275	0.0209385	0.113153	0.207189	0.202803	0.102543	0.0142485	0.00254187	0.0256351	0.0391859	0.0107186	0.00462976	0.01051	0.0143123	0.0185653	0.101675	0.00369948	0.0454376	0.0113469	0.00301629	0.011363	0.0490463	0.00892264	0.0367996	0.0256536	0.0328818	0.0167123	94.7559	59.1639	0.0164957	0.576557	0.406947	0.157332	0.136999	0.857576	1.1226e-07	0.335527	0.469427	2.94615
600	-19019.09	-18831.9	-187.1896	4.35648e+07	7.91938e+07	4.848e+07	0.14077	0.116823	0.0799629	0.146772	0.0570396	0.0422374	0.0542243	0.0611151	0.0304427	0.0111605	0.0981111	0.0549086	0.171647	0.200918	0.0684387	0.186132	0.0969407	0.0495966	0.0494792	0.02919	0.0195445	0.0958976	0.205643	0.18457	0.112417	0.0120246	0.0084932	0.0314596	0.0374418	0.0122742	0.01198	0.00600806	0.016971	0.0107738	0.0835731	0.00535762	0.0441229	0.010674	0.00892847	0.00716083	0.0497602	0.00489761	0.0225579	0.0232355	0.0288283	0.0184449	102.773	51.823	0.0182058	0.625339	0.356455	0.158497	0.110924	0.735012	1.1226e-07	0.417882	0.423498	2.800504
610	-19019.22	-18833.55	-185.6734	7.30001e+07	9.65229e+07	4.48832e+07	0.127906	0.092048	0.0645399	0.160892	0.0384993	0.0417914	0.0475874	0.0652812	0.032236	0.00946738	0.090568	0.0491334	0.142439	0.201282	0.0678976	0.177936	0.0850066	0.054582	0.060939	0.0332499	0.019362	0.0937234	0.196264	0.188424	0.0843205	0.017468	0.000802647	0.0140755	0.0366503	0.00827452	0.00820717	0.0120294	0.0123756	0.0128245	0.0793525	0.00868315	0.0424758	0.00965428	0.00812531	0.00660116	0.0458043	0.0119858	0.0353783	0.0231397	0.0234231	0.0208018	96.6312	56.9181	0.0205321	0.587968	0.3915	0.159986	0.113007	0.757215	1.1226e-07	0.29497	0.424072	2.642708
620	-19019.47	-18832.71	-186.7653	7.99053e+07	7.18561e+07	4.40877e+07	0.110225	0.103944	0.0639973	0.153374	0.0501638	0.0324903	0.0554836	0.0643937	0.037328	0.0134195	0.0855592	0.051358	0.172641	0.214298	0.0592258	0.187758	0.0971147	0.0465497	0.0472565	0.0373685	0.0182959	0.0979309	0.192656	0.190491	0.0925192	0.0115903	0.00624017	0.0231807	0.0399022	0.011838	0.00747566	0.0173853	0.016158	0.0107113	0.0838349	0.00105746	0.0457517	0.014481	0.0150921	0.00817078	0.0371624	0.0010114	0.031798	0.0313673	0.0199608	0.018638	109.037	46.2543	0.0183964	0.663453	0.318151	0.158042	0.0885293	0.853253	1.1226e-07	0.392273	0.476558	2.710013
630	-19021.81	-18834.24	-187.568	4.65767e+07	4.44666e+07	4.44335e+07	0.114268	0.107889	0.0662761	0.141893	0.0589657	0.0249432	0.0521359	0.0613113	0.0340324	0.0164486	0.0927103	0.0542632	0.136446	0.201567	0.0631796	0.184796	0.10748	0.0542962	0.0586811	0.0262573	0.0193017	0.105495	0.206031	0.168003	0.0939231	0.00853176	0.0120806	0.016064	0.04432	0.0118162	0.010313	0.00667898	0.00865565	0.0167449	0.0763654	0.00502762	0.0528549	0.0107286	0.0101915	0.0133108	0.0366771	0.0052158	0.0276742	0.0238338	0.0158073	0.0171883	107.351	47.9538	0.0169655	0.653194	0.329841	0.153792	0.115176	0.853253	1.1226e-07	0.672458	0.484289	2.663487
640	-19015.23	-18826.6	-188.6349	5.14062e+07	4.20227e+07	3.98313e+07	0.121584	0.109066	0.0753225	0.150126	0.0555773	0.0378822	0.0581658	0.0626274	0.0317138	0.0126712	0.0890403	0.0579266	0.145115	0.190178	0.0707683	0.180858	0.108005	0.0580968	0.0553207	0.0336783	0.0172512	0.105895	0.192144	0.176463	0.095896	0.0127961	0.00287637	0.0148305	0.036313	0.00833659	0.0134634	0.015696	0.0127108	0.0152455	0.0823714	0.00282246	0.0493147	0.00806256	0.0119164	0.00991987	0.0404585	0.0103039	0.026137	0.0156431	0.0224933	0.0180384	122.826	34.1422	0.0178046	0.747355	0.23484	0.157952	0.115398	0.797816	1.1226e-07	0.457848	0.603715	2.703085
650	-19029	-18836.32	-192.68	4.39442e+07	4.42539e+07	3.63026e+07	0.14749	0.0964929	0.0743663	0.16021	0.0564983	0.033443	0.0514916	0.0630221	0.0336351	0.0171998	0.0877015	0.0606444	0.156346	0.196884	0.0651618	0.196565	0.105752	0.0480521	0.0531772	0.031955	0.0147502	0.0999427	0.179431	0.192203	0.0783387	0.0127961	0.000488487	0.0208657	0.0376169	0.00793367	0.00684851	0.0119575	0.0151097	0.00993808	0.0870304	0.00242727	0.0700032	0.00661057	0.00564957	0.0120116	0.0435343	0.0139757	0.0435977	0.0232243	0.0232391	0.0166426	109.178	46.4155	0.0164269	0.664313	0.31926	0.154258	0.160865	0.990229	1.1226e-07	0.429022	0.185256	2.755611
