Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
18790	-16024.06	-15979.62	-44.43393	9.100654e+07	0.00440292	0.005915	0.00294211	0.00993543	0.00185288	0.000894709	0.000658506	0.00237648	0.00119224	0.000477159	0.00354272	0.00116417	0.00661405	0.0128427	0.00244408	0.0096804	0.00428102	0.00200307	0.00292371	0.000938736	0.000559492	0.00347047	0.00869585	0.00810825	0.00349779	0.00167791	0.00233489	0.00131387	0.0011136	0.00048148	0.000441784	0.00101718	0.00177477	0.00663289	0.00471992	0.00398879	0.000540715	0.000235104	0.00064474	0.000284589	0.000264854	0.00236967	0.00364367	0.00820109	0.00115503	0.518772	0.00183757	0.000119783	0.0829778	0.212704	0.183588	0.999867	0.999966	1.00003	1.00013	0.995801	0.00382033	9.02188e-05	0.000288894	6.403219e-05	0.1442505
18800	-16021.95	-15982.63	-39.31523	7.206969e+07	0.00456945	0.00485055	0.00312793	0.00922322	0.00127639	0.00106772	0.00132675	0.00264402	0.00120033	0.000420745	0.003869	0.00123005	0.00493056	0.0111099	0.00287221	0.00787711	0.00399989	0.00200522	0.00258544	0.000992386	0.000611632	0.00358625	0.00665531	0.00777027	0.00188711	0.00175656	0.001208	0.00114482	0.000749193	0.000866489	0.000504968	0.000909548	0.0017798	0.00541322	0.0041841	0.00373665	0.000979342	0.000382897	0.000310927	0.000374622	0.00015467	0.00169134	0.00457605	0.00675062	0.00268134	0.555994	0.000787562	0.000239513	0.0302395	0.272958	0.139781	0.999851	0.999962	1.00004	1.00015	0.995843	0.00379183	5.87571e-05	0.0003066	0.000111541	0.1318446
18810	-16015.75	-15974.67	-41.0817	6.653929e+07	0.00397387	0.00391029	0.00280798	0.00890357	0.0019953	0.00116016	0.00124606	0.00225205	0.000846945	0.000351391	0.00335646	0.000982285	0.00602046	0.0127993	0.00218666	0.00807525	0.0045815	0.00229675	0.0023821	0.000992386	0.000629953	0.00295111	0.00835269	0.00683755	0.00256153	0.00219389	0.00177212	0.000975608	0.000915342	0.000513335	0.000798563	0.000693279	0.00179423	0.00694092	0.00378028	0.00452807	0.00114862	0.000267708	0.000524915	0.000162875	0.00044438	0.00148935	0.00446466	0.00658698	0.00323835	0.39968	0.0027534	0.00115496	0.0938598	0.207858	0.294693	0.999844	0.99996	1.00004	1.00016	0.995907	0.00379207	5.01416e-05	0.000250355	9.205335e-05	0.1356871
18820	-16014.26	-15973.16	-41.10279	7.82366e+07	0.00429555	0.00531614	0.00317488	0.00880691	0.0013423	0.00109845	0.000586021	0.00233442	0.00135627	0.000526099	0.0031309	0.000794447	0.00616013	0.013697	0.00230342	0.00839887	0.00458344	0.00207186	0.00259571	0.00119281	0.000538554	0.00297571	0.00781349	0.00712043	0.00217519	0.00188772	0.00266581	0.00100419	0.00124059	0.0013064	0.000280245	0.000733029	0.0018861	0.00653141	0.00405915	0.00399016	0.0014378	0.000343107	0.000400151	0.000157531	0.000643029	0.0018865	0.00563254	0.0060939	0.00323835	0.781108	0.00505053	0.00157353	0.0661955	0.0257989	0.120274	0.999857	0.999963	1.00004	1.00014	0.996001	0.00379243	2.72164e-05	0.00017964	9.225929e-05	0.1398067
18830	-16020.78	-15982.52	-38.26585	9.806626e+07	0.00479265	0.00528477	0.00353099	0.00873948	0.0019102	0.000876577	0.000799145	0.00201865	0.00159056	0.000449262	0.00370993	0.000719221	0.00514263	0.0139294	0.00228368	0.0086218	0.00451927	0.00183994	0.00286004	0.000992531	0.000638711	0.00274573	0.00877434	0.00666372	0.0024569	0.00215563	0.00162133	0.00124205	0.00118172	0.000616784	0.00028493	0.000495268	0.00169174	0.00686948	0.00376369	0.00372429	0.00106881	0.000322292	0.00035499	0.000441947	0.000920859	0.00189436	0.0048289	0.00677493	0.00282346	0.600206	0.00275821	0.00096834	0.318434	0.0254272	0.0522069	0.999872	0.999967	1.00003	1.00013	0.995823	0.00379175	2.02053e-05	0.000365052	0.0001263328	0.1389676
18840	-16021.01	-15974.42	-46.58764	9.091866e+07	0.00575132	0.00511836	0.00256481	0.00969552	0.00208905	0.00103479	0.000818739	0.00288633	0.000890303	0.000456425	0.00335946	0.000781721	0.00641296	0.0137078	0.00174687	0.00824359	0.00380348	0.00238026	0.00241782	0.00111086	0.000563152	0.00361189	0.00843899	0.00716024	0.00282652	0.00217035	0.00236651	0.000876471	0.00100957	0.000181195	0.000331611	0.000310089	0.0026706	0.00595064	0.00312717	0.00379298	0.00109473	0.000428952	0.000493891	0.000441947	0.000445525	0.00243849	0.00521115	0.00702353	0.00143432	0.585925	0.00216227	0.000469871	0.234912	0.0651165	0.111414	0.999867	0.999966	1.00003	1.00013	0.995917	0.00379211	6.81178e-05	0.000223012	5.014818e-05	0.139671
18850	-16016.48	-15971.98	-44.49833	7.227965e+07	0.003754	0.00488619	0.00309527	0.00823995	0.00216353	0.000951725	0.000926582	0.00231664	0.00121047	0.000296818	0.00314094	0.00110612	0.00714525	0.0132709	0.00215777	0.0098092	0.00422299	0.00181817	0.0024564	0.000916367	0.000542944	0.00258648	0.00865105	0.00535344	0.00242756	0.00213953	0.00233876	0.00142921	0.000571284	0.000338318	0.000524289	0.000626365	0.00200877	0.00650791	0.00334947	0.00424397	0.00120517	8.37426e-05	0.000433563	0.000663493	0.00075978	0.0017975	0.00585734	0.00655386	0.00183063	0.509633	0.00357021	0.000537957	0.235005	0.107516	0.143737	0.999851	0.999962	1.00004	1.00015	0.995947	0.0038599	7.32187e-05	0.000120326	6.304509e-05	0.1367097
18860	-16011.44	-15968.17	-43.26625	6.349072e+07	0.00372472	0.00546327	0.00302317	0.00745924	0.00206814	0.000832008	0.000725646	0.00275332	0.00102573	0.000366497	0.002981	0.000700633	0.00405076	0.0111165	0.0018191	0.00956105	0.00403358	0.00222438	0.00276994	0.000961522	0.000598316	0.00307063	0.00696351	0.00703144	0.00281258	0.00212994	0.00241196	0.000757392	0.0010763	0.000175327	0.00015481	0.00071134	0.00199355	0.00650791	0.00417224	0.0046406	0.000601599	0.000183832	0.000341086	0.000612372	0.00073086	0.00175982	0.0038	0.00688177	0.00329293	0.796091	0.00577414	0.000259118	0.0619758	0.0936715	0.0422287	0.999841	0.999959	1.00004	1.00016	0.995865	0.00377576	6.84033e-05	0.000290973	7.184375e-05	0.1310723
18870	-16016.39	-15977.42	-38.96296	7.103834e+07	0.00366049	0.00534785	0.00290563	0.00863388	0.00210398	0.000938172	0.000979768	0.00215866	0.00106471	0.00038997	0.0030688	0.000712481	0.00607597	0.0118562	0.00259857	0.00910644	0.00403146	0.00199678	0.00264872	0.00112749	0.000759207	0.00317761	0.00693381	0.00666177	0.00304397	0.00150338	0.00280107	0.000834708	0.000458754	0.000392502	0.000590329	0.000941342	0.00164208	0.00622909	0.00276974	0.00369554	0.00133307	0.000176707	0.000410057	6.07723e-05	0.000551254	0.0023009	0.00462695	0.00721985	0.00281084	0.726314	0.00276225	0.000819662	0.0270875	0.093857	0.14916	0.999849	0.999962	1.00004	1.00015	0.995778	0.00377543	7.20416e-05	0.000374174	0.0001161859	0.1333313
18880	-16025.94	-15985.33	-40.61246	7.326246e+07	0.00346241	0.00468035	0.00257058	0.00842928	0.00243743	0.000989683	0.000628428	0.00206678	0.00128453	0.000557448	0.00316338	0.000895593	0.0040105	0.0147214	0.0014671	0.00910644	0.00421876	0.00219906	0.00261842	0.000833459	0.000607067	0.00363296	0.00675466	0.00867847	0.00284669	0.00182517	0.00234933	0.00096903	0.000803251	0.000966341	0.000191007	0.000611395	0.00199534	0.00586863	0.00412859	0.00492179	0.000318532	0.000146036	0.000372972	0.000493599	0.000619799	0.0015652	0.00363567	0.00843496	0.00428862	0.719832	0.00444069	0.00168154	0.070346	0.150888	0.052812	0.999852	0.999962	1.00004	1.00015	0.995901	0.00373837	6.22159e-05	0.000298657	9.716169e-05	0.1373661
18890	-16021.1	-15980.05	-41.05045	6.450453e+07	0.00306596	0.0049544	0.00253033	0.00821334	0.00209581	0.00118779	0.00129277	0.00212506	0.00128178	0.000432493	0.00278726	0.000789019	0.00488269	0.012295	0.00187771	0.0105288	0.00504761	0.00207148	0.00185146	0.00109225	0.000721891	0.00322103	0.00798167	0.00859689	0.00254528	0.00216682	0.00138142	0.000337896	0.000595369	0.000793971	0.000322579	0.000922713	0.00134664	0.00571566	0.00412859	0.0041785	0.000969846	0.000389585	0.000385512	4.65494e-06	0.000556188	0.00181224	0.00399832	0.00656903	0.00409667	0.612107	0.00315434	0.00146629	0.00082029	0.222157	0.160296	0.999842	0.999959	1.00004	1.00016	0.996053	0.00373895	6.35475e-05	0.000144407	9.221512e-05	0.1341419
18900	-16020.17	-15975.95	-44.21639	9.604774e+07	0.00302733	0.00453748	0.00305271	0.00877516	0.00158605	0.00106449	0.00117224	0.00210632	0.00103866	0.000387421	0.0036932	0.00144894	0.00389796	0.0119641	0.0021006	0.00922747	0.0034401	0.00256163	0.00184436	0.000812025	0.000963637	0.00293171	0.00832996	0.00663768	0.00244231	0.00172421	0.00177018	0.000818052	0.000894001	0.00147211	0.00041218	0.000831115	0.00148631	0.00585603	0.00442147	0.00389916	0.000743202	0.000258	0.000429674	9.29533e-06	0.00058882	0.00153301	0.00374497	0.00660292	0.00409667	0.605945	0.0113825	0.00145153	0.0209171	0.0685681	0.291736	0.99987	0.999967	1.00003	1.00013	0.996235	0.00357944	4.14801e-05	0.000144433	6.461385e-05	0.1306349
18910	-16023.85	-15977.74	-46.10763	9.198226e+07	0.00296889	0.00518526	0.00256166	0.00844957	0.00120052	0.000771195	0.000729596	0.00238241	0.000851926	0.000387195	0.00292517	0.000833032	0.00402566	0.0106789	0.00220054	0.00793581	0.00356732	0.0019505	0.00240528	0.00104926	0.000483706	0.00407226	0.00847215	0.00549099	0.00264339	0.00211101	0.00169761	0.000722289	0.000419155	7.78701e-05	0.000201776	0.00063953	0.00179326	0.0063105	0.00305202	0.00279458	0.000926245	0.000387523	0.000587443	3.57984e-05	0.000744381	0.00143904	0.00341164	0.0060834	0.00413999	0.399728	0.00758819	0.000884383	0.323386	0.189416	0.0789971	0.999867	0.999966	1.00003	1.00013	0.996231	0.00357943	2.11617e-05	0.000168456	5.185538e-05	0.1217972
18920	-16020.38	-15977.92	-42.46106	9.322909e+07	0.00399844	0.00640378	0.0030475	0.00787212	0.0014739	0.00135926	0.000650946	0.00240949	0.00106671	0.00034635	0.00324419	0.00112227	0.00372098	0.0145754	0.00289602	0.00900602	0.00357251	0.00176788	0.002157	0.00120099	0.000686837	0.00290142	0.00711862	0.00623488	0.0023202	0.00223709	0.00160156	0.00102164	0.00064214	0.000143103	0.000392247	0.00109732	0.00190641	0.00675147	0.00382814	0.00437331	0.00121303	0.000295804	0.000411289	0.000843037	0.000248458	0.00139425	0.00455455	0.00725985	0.00413999	0.790809	0.00303396	0.00126482	0.129298	0.0598594	0.0157348	0.999868	0.999966	1.00003	1.00013	0.996158	0.00357917	1.26161e-05	0.000250221	7.895629e-05	0.1355084
18930	-16003.68	-15960.36	-43.32379	9.084951e+07	0.0026514	0.00490803	0.00273817	0.00815737	0.00083061	0.00127673	0.00114322	0.00243206	0.000919022	0.000394002	0.00242818	0.000550763	0.00475876	0.0109671	0.00315132	0.00816428	0.00359274	0.00228033	0.0020696	0.00110245	0.000672803	0.00337826	0.00674743	0.00647637	0.00240881	0.00195668	0.00129082	0.000599492	0.000770394	0.000149574	0.000280568	0.000620917	0.0016942	0.00618441	0.0034364	0.00444282	0.000829759	0.00015612	0.000322041	0.000943569	0.000408804	0.00221436	0.00455455	0.00646572	0.00287727	0.791751	0.00326593	0.000510311	0.118274	0.0491104	0.037088	0.999867	0.999965	1.00003	1.00013	0.996051	0.00357878	9.04305e-06	0.00036082	7.085834e-05	0.1243983
18940	-16008.88	-15967.74	-41.14661	8.607435e+07	0.00340054	0.00463207	0.0031081	0.0077648	0.00176373	0.00139204	0.0014869	0.00252485	0.00122743	0.000472745	0.00258717	0.000781497	0.00413234	0.0116718	0.00227307	0.00871864	0.0032645	0.00169825	0.0024352	0.000919432	0.000549554	0.00287965	0.00833492	0.00590109	0.00256093	0.00192086	0.00151381	0.000859095	0.000753523	0.000213051	0.00026416	0.000970302	0.00162409	0.00559393	0.0038511	0.00402823	0.000421971	1.204e-05	0.000398591	0.000988309	0.00040779	0.00221224	0.00426839	0.00573883	0.00426758	0.498182	0.315074	0.000601935	0.0675278	0.0683454	0.0502688	0.999863	0.999965	1.00004	1.00014	0.996335	0.0035798	2.36052e-06	8.26068e-05	9.049257e-05	0.1267891
18950	-16013.54	-15972.59	-40.95104	8.779951e+07	0.00360752	0.00523975	0.00293661	0.00942312	0.00183733	0.00113158	0.00108853	0.00223724	0.00101953	0.000479337	0.00278354	0.000761935	0.0046405	0.013724	0.00188325	0.00894113	0.00465121	0.00178548	0.00235448	0.000981416	0.000465417	0.00301949	0.00833492	0.00735145	0.00290526	0.00175962	0.0018682	0.000626167	0.000736241	7.22395e-05	0.000201595	0.000680873	0.00164911	0.00559393	0.00351725	0.00441286	0.00071223	2.23289e-05	0.000413476	0.000988309	0.000590611	0.00204418	0.00308684	0.00645691	0.00381814	0.221279	0.519086	0.00139444	0.111252	0.0733647	0.0736233	0.999864	0.999965	1.00004	1.00014	0.996005	0.0038739	1.50383e-06	0.000119598	9.310416e-05	0.1328351
18960	-16017.9	-15980.84	-37.06178	6.71975e+07	0.0034495	0.00458772	0.00301531	0.00785402	0.00221887	0.000884102	0.00109475	0.00241593	0.0010066	0.000362141	0.00375327	0.00095017	0.00486164	0.0131825	0.00182156	0.00974631	0.00432385	0.0020798	0.00269627	0.00122449	0.000732713	0.00350946	0.00986452	0.00706648	0.00276742	0.00182726	0.00189046	0.000562711	0.00113102	0.000322133	0.000353016	0.000431377	0.00181825	0.00615203	0.00413157	0.0036393	0.000964258	0.000404017	0.000470938	0.000458391	0.000749997	0.00234974	0.00354652	0.0061764	0.00462862	0.562107	0.0675388	0.00192516	0.322856	0.0287608	0.0168114	0.999845	0.99996	1.00004	1.00016	0.996051	0.00387408	4.28196e-06	7.04538e-05	0.0001441808	0.1374774
18970	-16020.32	-15976.37	-43.94665	7.98401e+07	0.00261364	0.00580897	0.00271848	0.00763014	0.00160234	0.00114234	0.00109475	0.00241593	0.00090792	0.000415089	0.00310351	0.0014257	0.00406301	0.014165	0.00251475	0.00884915	0.00335039	0.00197882	0.002804	0.00119551	0.000887249	0.00312532	0.00950908	0.00609313	0.00322804	0.00261387	0.00185854	0.000409537	0.000696712	0.000268807	0.000542391	0.00099628	0.00157786	0.00573628	0.00345498	0.00384584	0.00118944	0.000337913	0.000353966	0.000824691	0.000401074	0.00149483	0.0034046	0.00677274	0.0051553	0.396673	0.158569	0.002745	0.427576	0.0129875	0.00144944	0.999858	0.999963	1.00004	1.00014	0.996058	0.00385688	3.75979e-06	8.08927e-05	6.687218e-05	0.1345779
18980	-16023.89	-15984.63	-39.25106	8.138403e+07	0.00383843	0.00490893	0.00374073	0.00931147	0.0014208	0.00129771	0.00130367	0.00225763	0.00105974	0.00040499	0.00377479	0.00144063	0.00566423	0.0120341	0.00236507	0.0104525	0.00418797	0.00215071	0.0023508	0.00113644	0.000670031	0.00370313	0.00640923	0.00594078	0.00234365	0.00237159	0.00185854	0.0011002	0.000932978	0.000369347	0.000356701	0.000826035	0.00248155	0.00547883	0.00352505	0.00490943	0.000854042	0.000398125	0.000421506	0.00140731	0.000516649	0.000926179	0.00409136	0.00634772	0.00263224	0.596248	0.178835	0.00187998	0.085502	0.0902582	0.0472763	0.999859	0.999964	1.00004	1.00014	0.995948	0.00385646	5.57905e-06	0.00018951	0.0001128559	0.1359736
18990	-16014.73	-15974.03	-40.69581	7.510138e+07	0.00464069	0.00512094	0.00300598	0.00910786	0.00157725	0.000853168	0.000952033	0.00244122	0.000880137	0.000459928	0.0031956	0.00146255	0.00559454	0.0123747	0.00271526	0.00907565	0.00428027	0.00228454	0.00268783	0.000877947	0.000557596	0.00340105	0.00664755	0.00655049	0.00225886	0.00158098	0.00229733	0.00120511	0.000667563	3.27041e-05	0.000291856	0.000826035	0.00264238	0.00765805	0.00396908	0.00390226	0.00108205	0.000398125	0.000522984	0.00106715	0.000577648	0.00176673	0.00560039	0.00686802	0.00321874	0.68766	0.18139	0.00116983	0.00719739	0.114229	0.00835347	0.999854	0.999963	1.00004	1.00015	0.996044	0.00385683	2.91084e-06	9.61707e-05	9.646005e-05	0.1391788
19000	-16021.25	-15980.21	-41.03616	5.325402e+07	0.00441667	0.00529153	0.002751	0.00945129	0.00118797	0.000805166	0.000637934	0.00249526	0.00158047	0.000488416	0.00307463	0.000550513	0.00627022	0.0129348	0.00271526	0.00934658	0.00414996	0.00213795	0.0023248	0.00126816	0.000544472	0.00456146	0.00805159	0.00695467	0.0027997	0.00231394	0.00281323	0.00106799	0.000715669	1.58646e-05	0.000291856	0.000811857	0.00218912	0.00639879	0.00294564	0.00409047	0.00124526	0.000470972	0.000304258	7.68027e-05	0.000690487	0.00242518	0.00360732	0.00591996	0.00374812	0.605554	0.215763	0.00290571	0.0473348	0.110133	0.0183098	0.999826	0.999955	1.00004	1.00017	0.995968	0.00385746	3.68316e-06	0.000170991	9.285475e-05	0.1389332
19010	-16020.86	-15983.83	-37.03479	5.848435e+07	0.00305009	0.00468853	0.00303691	0.00938223	0.00151761	0.00110624	0.00105423	0.00256765	0.00137509	0.0003521	0.00286837	0.000378609	0.00867572	0.011449	0.00319618	0.00880054	0.00430285	0.00195431	0.00276691	0.000926787	0.00057005	0.00345721	0.00811322	0.00738668	0.00276391	0.00213148	0.00236104	0.000457412	0.000851612	1.58646e-05	0.000393442	0.000811953	0.00182725	0.00674543	0.00359482	0.00480925	0.0010158	0.000382838	0.000580216	0.000279795	0.00031633	0.00262592	0.00489237	0.0082993	0.00146487	0.403554	0.28589	0.00046881	0.244384	0.0541997	0.0115031	0.999834	0.999958	1.00004	1.00017	0.995924	0.00385007	3.24274e-06	0.000222267	0.000144955	0.139598
19020	-16024.74	-15985.27	-39.46242	6.77543e+07	0.0049083	0.00482109	0.00291587	0.00965495	0.00184459	0.000944464	0.000630225	0.00224043	0.000846471	0.000419212	0.00257935	0.000516308	0.00614538	0.0106794	0.00201258	0.00997919	0.00412712	0.0022089	0.00277197	0.00115024	0.000628788	0.00417787	0.00897882	0.00525668	0.003241	0.00201708	0.00266077	0.000881717	0.000350049	0.000110613	0.000636938	0.000719625	0.0026192	0.00592724	0.00396998	0.00393919	0.0012353	0.000281602	0.000257022	0.000251776	0.00055406	0.00232969	0.00656117	0.00613461	0.00277154	0.504779	0.192404	0.00132188	0.230352	0.0510875	0.0200562	0.999846	0.99996	1.00004	1.00015	0.995891	0.00396247	3.24264e-06	0.000143122	0.000110471	0.1378883
19030	-16014.99	-15973.78	-41.20408	7.899848e+07	0.00431235	0.00602359	0.00306351	0.00885741	0.00163128	0.00139178	0.00129728	0.00278289	0.00126022	0.00044123	0.00322313	0.00108119	0.00650887	0.0141142	0.00245467	0.00928894	0.00475057	0.00242349	0.00286107	0.00143102	0.000686578	0.00348944	0.00797328	0.00684134	0.00278414	0.00204369	0.00150331	0.000986777	0.000782038	0.000224256	0.000593259	0.0008594	0.00152437	0.00618644	0.00434726	0.00417161	0.000551346	0.000120459	0.000269783	2.72051e-05	0.000514907	0.00194236	0.00561564	0.00747493	0.00289952	0.220428	0.050963	0.00250998	0.343379	0.0100313	0.372689	0.999857	0.999964	1.00004	1.00014	0.995879	0.00396242	5.47535e-06	0.000153559	9.161324e-05	0.1436121
19040	-16019.6	-15977.93	-41.66786	9.45382e+07	0.00401626	0.00569756	0.00277982	0.00986036	0.001171	0.00119533	0.00123429	0.00237591	0.00114667	0.000361307	0.00299268	0.000531294	0.00619836	0.0135195	0.00303322	0.0100415	0.00341672	0.00237282	0.00171852	0.000956115	0.00063996	0.00353408	0.00951572	0.00795777	0.00306119	0.00232355	0.00164168	0.00108793	0.000832808	0.000272037	0.000593259	0.000681378	0.00150964	0.00591985	0.00388985	0.00376562	0.00116272	0.000662972	0.000325412	0.00042812	0.000358431	0.00272586	0.0035993	0.00784781	0.000857842	0.31992	0.0285916	0.000165816	0.255972	0.0101381	0.385213	0.999869	0.999967	1.00003	1.00013	0.995801	0.00396211	4.72366e-06	0.000232124	8.664502e-05	0.1398141
19050	-16017.67	-15975.32	-42.35494	8.636077e+07	0.00385459	0.00628852	0.00343295	0.00996485	0.00175809	0.000974585	0.00128923	0.00303834	0.000734648	0.0003666	0.00298638	0.00107413	0.00753939	0.0118295	0.00238146	0.00965184	0.00390389	0.00233154	0.00265374	0.00109963	0.000651987	0.0031567	0.00652375	0.00734054	0.00324465	0.00249216	0.00178218	0.000813838	0.000588211	0.000143096	0.000645661	0.000758432	0.00204272	0.00654886	0.00440088	0.00426958	0.00058513	0.000183094	0.000563726	0.000267281	0.00025243	0.00227134	0.00507553	0.00869405	0.0029022	0.5806	0.0845743	0.000596598	0.11569	0.0150145	0.203524	0.999863	0.999966	1.00003	1.00014	0.995775	0.00396201	6.77006e-06	0.000255951	8.05922e-05	0.1433519
19060	-16010.17	-15969.37	-40.80242	9.915423e+07	0.00420244	0.00551288	0.00365327	0.00950746	0.00192113	0.00104402	0.00125215	0.00240207	0.00101045	0.000404485	0.00326103	0.00161373	0.00553161	0.0136121	0.00235761	0.00910029	0.00449024	0.00234687	0.00258897	0.00106758	0.000746199	0.00375689	0.0069072	0.00716518	0.00251358	0.00236019	0.00218245	0.00113929	0.000866978	0.000337103	0.00062615	0.000686759	0.00238518	0.00574818	0.00386985	0.00452623	0.000929215	0.000186041	0.000430073	0.000389606	0.000507935	0.00183616	0.00527119	0.00805609	0.0025113	0.591422	0.224944	0.000784184	0.0481169	0.0242645	0.110468	0.999872	0.999967	1.00003	1.00013	0.995713	0.00398896	4.1376e-06	0.000293623	9.57101e-05	0.1428154
19070	-16016.62	-15975.1	-41.51557	8.083074e+07	0.00486713	0.00594238	0.00354651	0.00888824	0.00186393	0.00144293	0.000940666	0.00231507	0.00103796	0.000530997	0.00300498	0.00182194	0.0070113	0.0113546	0.00235761	0.00833589	0.00430551	0.00203613	0.00257777	0.00109783	0.000760586	0.00416934	0.00896899	0.00726624	0.00308939	0.00269234	0.00220924	0.00110153	0.000967033	5.54531e-05	0.000568054	0.000318546	0.00203858	0.00691113	0.00351277	0.00387403	0.000979137	0.000140541	0.000408885	0.000697284	0.000371406	0.00150574	0.00473387	0.00725662	0.00311338	0.69766	0.0712122	0.000921165	0.00762971	0.0208473	0.201729	0.999859	0.999964	1.00004	1.00014	0.995708	0.00398894	2.4944e-06	0.000300401	8.843523e-05	0.1429895
19080	-16021.65	-15981.33	-40.32309	8.566065e+07	0.00578795	0.00505191	0.00318924	0.00888824	0.00148867	0.00104502	0.00154375	0.00214451	0.000794605	0.000589884	0.00318484	0.00157681	0.00571761	0.0137063	0.00258845	0.00959056	0.00361298	0.00260162	0.0022684	0.00105343	0.00080117	0.00335413	0.00666655	0.0069055	0.00265284	0.00274042	0.00186735	0.00125998	0.00111803	0.000205626	0.000712388	0.000823293	0.00210597	0.00621024	0.00306766	0.00417372	0.00083253	0.000232374	0.000616685	0.000194191	0.000295827	0.00152277	0.00469543	0.00779673	0.00225908	0.81037	0.0425807	0.00106998	0.00153025	0.0265455	0.117903	0.999863	0.999965	1.00004	1.00014	0.995753	0.00398912	3.43283e-06	0.000254686	0.0001005789	0.1395352
19090	-16023.78	-15980.89	-42.89244	9.677511e+07	0.0033485	0.00633852	0.00308166	0.00934807	0.00149969	0.00141731	0.00164349	0.0027211	0.00133711	0.00070032	0.0028916	0.00111045	0.00463273	0.0125398	0.00305634	0.010317	0.00361298	0.00221874	0.00218272	0.00101524	0.000850569	0.00304613	0.00848751	0.00790346	0.00243044	0.00184832	0.00179307	0.000891977	0.00083066	0.000138809	0.000418481	0.000618626	0.00203193	0.00630547	0.00448118	0.00427179	0.00088646	0.000215577	0.000339143	0.00112621	0.000204275	0.00208729	0.0030562	0.00752411	0.00434001	0.800327	0.0126016	0.000450176	0.0139367	0.0362118	0.136473	0.999871	0.999967	1.00003	1.00013	0.995652	0.00406005	1.52122e-06	0.000286174	7.573342e-05	0.1411411
19100	-16021.47	-15981.1	-40.363	9.949277e+07	0.00475852	0.00643336	0.00308166	0.0086858	0.00209551	0.00089068	0.00094001	0.00251842	0.00102355	0.000602728	0.00350021	0.0016076	0.00535736	0.0124109	0.00250982	0.00982763	0.0044735	0.00227466	0.00265007	0.00112846	0.00055536	0.00407082	0.00848751	0.00790346	0.00307991	0.00177401	0.00198754	0.000850556	0.00111199	0.000201563	0.00026326	0.000666819	0.00191762	0.0067845	0.00348252	0.00446962	0.00105508	2.07473e-05	0.00041708	0.000188994	0.000109607	0.00193889	0.00573915	0.00805886	0.00336298	0.629117	0.0187737	0.000682743	0.0728088	0.0716414	0.206977	0.999873	0.999967	1.00003	1.00013	0.995811	0.0040607	6.32835e-07	0.000127326	0.0001007739	0.145269
19110	-16016.03	-15967.76	-48.27173	9.403384e+07	0.0041571	0.00571851	0.00326048	0.00801368	0.00142796	0.00100951	0.000756496	0.00298495	0.00103453	0.00035082	0.0031655	0.00159677	0.00639875	0.0150552	0.00277571	0.0100338	0.00410211	0.00228654	0.00268859	0.00103172	0.000517696	0.00346423	0.00846068	0.007541	0.00298019	0.00240989	0.00222685	0.00103423	0.000626139	0.000136822	0.000849723	0.000868947	0.00164712	0.00550488	0.00328167	0.00452452	0.000921077	0.000216283	0.000420017	0.000969495	0.000338401	0.0015728	0.00389357	0.00588704	0.00338364	0.352661	0.131355	0.00181677	0.126511	0.190298	0.197358	0.999869	0.999967	1.00003	1.00013	0.995858	0.00406089	7.30396e-07	8.07181e-05	4.167551e-05	0.1415257
19120	-16012.02	-15968.97	-43.0525	9.8954e+07	0.00469853	0.00539494	0.00295891	0.00997881	0.00137912	0.00136472	0.000922951	0.00268474	0.00110948	0.000391883	0.00356604	0.00127988	0.0044072	0.0132352	0.00309368	0.0100338	0.00465266	0.00233459	0.00291212	0.00137543	0.000727374	0.00418201	0.00966962	0.0075568	0.00289253	0.00247712	0.00190614	0.0008095	0.000906084	0.000308081	0.000698965	0.000800581	0.00176788	0.00610815	0.00376952	0.00466843	0.00172621	0.000209753	0.000634951	0.000798433	0.000398968	0.00192857	0.00524065	0.00587217	0.0034273	0.592409	0.0304628	0.00132107	0.230386	0.135008	0.0104142	0.999872	0.999969	1.00003	1.00013	0.995818	0.00415023	6.17414e-07	3.08961e-05	7.490595e-05	0.1472605
