Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
1430	-16036.17	-15996.44	-39.72692	4.54946e+07	0.00520372	0.00687034	0.00327683	0.0109111	0.00116009	0.00104936	0.00169403	0.00274267	0.00126647	0.000453929	0.00376877	0.00205579	0.0073681	0.0176734	0.00331507	0.011421	0.00474803	0.0029982	0.00297652	0.00147493	0.000717246	0.00360571	0.0100149	0.00875956	0.00335936	0.00188036	0.00271415	0.00224723	0.000890678	0.000197169	0.000374466	0.000856446	0.00252425	0.00914983	0.00484607	0.00498838	0.00192176	0.000759737	0.000439915	0.000386249	0.000165714	0.00141317	0.00704385	0.00914712	0.00281242	0.703869	0.000751709	0.000179122	0.186128	0.0241555	0.0849165	0.999811	0.999952	1.00005	1.00019	0.994701	0.00484118	0.000177947	0.000280307	0.0001116192	0.1736441
1440	-16032.46	-15988.08	-44.38487	6.210456e+07	0.0062516	0.00646192	0.00381413	0.0113783	0.00167266	0.00141579	0.002216	0.00263625	0.00167924	0.000510438	0.00423987	0.00197333	0.0073681	0.01493	0.00377773	0.0112616	0.00444548	0.00258723	0.00329116	0.00147493	0.000610509	0.00375942	0.00987078	0.00891003	0.00355689	0.00260905	0.00198042	0.00161429	0.00142053	0.000602779	3.97725e-05	0.000474839	0.00278266	0.00883481	0.00540882	0.0062293	0.000498685	0.0001159	0.000341915	0.00115602	1.40498e-05	0.00169071	0.00435486	0.00942605	0.00251484	0.645093	0.00074493	0.000503238	0.123061	0.0246006	0.205997	0.999839	0.999959	1.00004	1.00016	0.994879	0.0047248	0.000199694	0.000196635	6.641332e-05	0.1722037
1450	-16027.57	-15988.06	-39.50657	7.016532e+07	0.00471682	0.00628129	0.00381413	0.0127935	0.00188574	0.00123708	0.00122936	0.00243545	0.00109296	0.0004644	0.00391722	0.000952859	0.00883031	0.0160963	0.00369231	0.0114976	0.004423	0.00314582	0.00315119	0.00154482	0.000910982	0.00361445	0.00999837	0.00800335	0.00329691	0.00259346	0.00224123	0.00118907	0.00137291	0.000145048	9.36648e-05	0.000593859	0.00252616	0.0091046	0.00403571	0.00548823	0.00146694	0.000237691	0.000400105	0.000888241	3.79366e-05	0.00265188	0.00650463	0.00880531	0.00253132	0.53684	0.00034471	0.000190224	0.343148	0.0113837	0.108093	0.999848	0.999962	1.00004	1.00015	0.994876	0.00472478	0.000159877	0.000239299	0.000114169	0.1719342
1460	-16029.36	-15991.18	-38.17646	7.556434e+07	0.00390162	0.00672088	0.00403106	0.0103225	0.00118105	0.00164534	0.00198274	0.00269747	0.00153691	0.000551793	0.00379886	0.0010427	0.00789844	0.0172324	0.00354965	0.010783	0.00632636	0.00295563	0.00303762	0.00119889	0.000675643	0.0040696	0.0101066	0.00842312	0.00331406	0.00284982	0.00205888	0.00102535	0.000997801	0.000742697	0.000217137	0.000730026	0.00180823	0.008737	0.00575065	0.00577562	0.000538767	0.000330806	0.000668349	0.00106205	0.000131725	0.00254456	0.0060855	0.00868298	0.0033951	0.521012	0.00151418	0.000817872	0.270012	0.0500045	0.15664	0.999854	0.999963	1.00004	1.00015	0.994605	0.00489085	0.000151076	0.000353365	0.0001325291	0.1731169
1470	-16032.3	-15993.46	-38.83821	7.883249e+07	0.00470013	0.00666499	0.00341303	0.0105682	0.0028904	0.00119078	0.00142724	0.00352244	0.00123153	0.00052414	0.00455039	0.000869616	0.0085033	0.0157263	0.00276761	0.0124324	0.00577975	0.0029695	0.003125	0.00145039	0.000941327	0.00405722	0.0107321	0.00795032	0.00340259	0.00236147	0.00221504	0.00095473	0.00109176	0.000590497	0.000242267	0.00136743	0.00315174	0.00979549	0.00495693	0.00525853	0.00165551	0.000412986	0.000666055	0.0010114	0.000692081	0.00286416	0.00495632	0.00817695	0.00427294	0.643693	0.00087584	6.94313e-05	0.161195	0.0783836	0.115783	0.999857	0.999964	1.00004	1.00014	0.992912	0.00488252	0.000153366	0.00205176	0.0001238147	0.178085
1480	-16029.28	-15986.23	-43.04778	8.973126e+07	0.00250183	0.00668771	0.00408729	0.0110282	0.00232453	0.00157529	0.0013116	0.00353273	0.00128218	0.000705852	0.00481695	0.00155409	0.00627553	0.0162115	0.00270521	0.0118928	0.00533324	0.00242885	0.00293223	0.00121865	0.000888929	0.00419561	0.0114938	0.0102911	0.00326174	0.00260021	0.00176908	0.00108541	0.00146512	0.000268064	0.000416615	0.00124784	0.00248212	0.00868791	0.00397371	0.00482585	0.00055958	0.000330881	0.000639142	9.8585e-05	0.00061111	0.00244534	0.00461498	0.00987841	0.00738369	0.681677	0.000439254	6.17268e-05	0.103795	0.00155599	0.212471	0.999866	0.999966	1.00003	1.00013	0.993384	0.00488484	0.000312654	0.00141863	7.737045e-05	0.1759211
1490	-16028.02	-15986.25	-41.76944	7.987875e+07	0.00287755	0.00668771	0.00386539	0.0114309	0.00112847	0.00149527	0.00152938	0.00262717	0.00144217	0.000606244	0.00430952	0.000948684	0.00482447	0.0148237	0.00331559	0.011014	0.0047478	0.0019718	0.00344651	0.00131299	0.000769816	0.00357865	0.0089071	0.00899125	0.00364856	0.00225509	0.00195932	0.00132915	0.00117229	0.000513442	0.000419288	0.000784553	0.00219694	0.00733007	0.00533622	0.00416699	0.000860354	3.43323e-05	0.00061648	0.000200755	0.000979252	0.0023109	0.00611646	0.00976023	0.00677625	0.663828	0.00167303	0.000383987	0.135052	0.0423308	0.156731	0.999858	0.999963	1.00004	1.00014	0.993579	0.00474735	0.000254806	0.00141891	8.81451e-05	0.1654191
1500	-16023.36	-15983.98	-39.38436	6.637109e+07	0.00503716	0.00597396	0.00363825	0.011305	0.0024618	0.00160139	0.000834267	0.00347888	0.00142767	0.000559546	0.00355893	0.000939645	0.0078005	0.0155524	0.00309031	0.0108968	0.00531828	0.00277641	0.00264966	0.00143036	0.000729403	0.00467119	0.0114873	0.00876445	0.00336564	0.00257885	0.0026393	0.000854848	0.000861954	0.000406827	0.000428316	0.000702675	0.00232117	0.00903922	0.00530443	0.00496197	0.00135459	4.42672e-05	0.000573843	5.97753e-05	0.000597523	0.00242873	0.00499713	0.00835535	0.00249699	0.847397	0.000837665	0.000459044	0.0500469	0.027369	0.0738902	0.999844	0.99996	1.00004	1.00016	0.993459	0.00474678	0.000478241	0.00131624	0.0001155273	0.1703569
1510	-16030.03	-15988.87	-41.15663	7.501809e+07	0.00489175	0.00811938	0.00417747	0.0125356	0.00202652	0.00135702	0.00100141	0.00285818	0.00156239	0.00054094	0.0038597	0.00159029	0.00710708	0.0172763	0.00292728	0.0118199	0.0050937	0.0023581	0.00284188	0.00144197	0.000839237	0.00425386	0.00870801	0.00835829	0.00343959	0.00348722	0.00269102	0.0013108	0.00138032	0.000992189	0.000333435	0.000657435	0.00230366	0.00764806	0.00471302	0.00529938	0.000682843	0.000293334	0.00034559	1.87381e-06	0.000428743	0.00242873	0.00768532	0.00761192	0.00231477	0.71459	0.000812527	0.00106448	0.0674109	0.0634663	0.152655	0.999853	0.999962	1.00004	1.00015	0.993964	0.00474919	0.000459762	0.000826884	9.521781e-05	0.1735955
1520	-16036.34	-15990.91	-45.4261	7.296689e+07	0.00566125	0.0053522	0.0037405	0.0114486	0.00202652	0.00176843	0.00178583	0.00327052	0.00130276	0.000563772	0.00382682	0.00162193	0.00739701	0.0192404	0.00348515	0.0107869	0.00496897	0.00330307	0.00304423	0.00156169	0.000712144	0.00453341	0.0090742	0.00888535	0.00345149	0.00308934	0.00151933	0.00118984	0.00119633	0.000520696	0.000326947	0.00108461	0.00300069	0.00701928	0.00541353	0.00564344	0.000686256	0.000316002	0.000739781	0.000359689	3.22125e-05	0.00303784	0.00459335	0.0079596	0.00392377	0.842883	0.00128271	0.00140711	0.0208606	0.0661918	0.0673751	0.999851	0.999962	1.00004	1.00015	0.994473	0.00475162	0.000227294	0.000548579	5.93061e-05	0.1744657
1530	-16029.02	-15991.83	-37.18636	7.293872e+07	0.00514868	0.00554562	0.00373606	0.01214	0.00198679	0.00170638	0.00091854	0.00248745	0.00138667	0.000349427	0.00405	0.000740615	0.00636038	0.0145677	0.00336607	0.0114374	0.00537763	0.00243075	0.00281028	0.0013199	0.000861993	0.0043908	0.00933765	0.00952574	0.00363929	0.00273962	0.00287188	0.00136801	0.00120681	0.00073447	0.000231648	0.00127157	0.00229269	0.00680443	0.00542747	0.00554889	0.000796987	0.000513474	0.000618166	0.000532603	0.000118104	0.00246053	0.00670545	0.00682368	0.003998	0.628981	0.00199698	0.00132436	0.186637	0.0209295	0.160131	0.999851	0.999963	1.00004	1.00015	0.99452	0.00475185	0.000295853	0.000432404	0.0001472166	0.1686863
1540	-16030.42	-15992.3	-38.12667	6.793625e+07	0.00635164	0.00625628	0.00433195	0.0107418	0.00212987	0.00122834	0.00166935	0.00294735	0.00134065	0.000621823	0.00415596	0.00134644	0.00586628	0.0140742	0.00329105	0.0116642	0.00515125	0.00288801	0.00325879	0.00160422	0.00070737	0.00451766	0.00930894	0.00701692	0.00344021	0.00214589	0.00255158	0.00108707	0.00145092	0.000257978	0.00091713	0.00117356	0.00220938	0.00706575	0.0037689	0.00470659	0.00105234	0.000661811	0.000432179	8.23992e-05	0.0020447	0.00160325	0.00563357	0.00702614	0.0042268	0.807801	0.000476707	0.000393718	0.0295264	0.0299213	0.131881	0.999846	0.99996	1.00004	1.00015	0.99384	0.0047486	0.000689924	0.000721909	0.0001322159	0.1660085
1550	-16023.05	-15984.71	-38.33961	9.90046e+07	0.00424417	0.00666057	0.00325837	0.00923989	0.00162304	0.000981303	0.00167139	0.00294735	0.00107967	0.000548457	0.00421194	0.00187966	0.00667302	0.0177933	0.00293471	0.0116642	0.0045185	0.00265756	0.00292201	0.00137493	0.000820153	0.00374325	0.00974869	0.0105301	0.00315545	0.0025373	0.00181129	0.00134517	0.000643605	0.000635955	0.000246373	0.00102304	0.00213215	0.00723105	0.00518656	0.00463779	0.00101843	0.000127747	0.000432264	0.000371812	0.000149066	0.00207904	0.00404278	0.00756413	0.00203369	0.69717	0.000305168	0.000252042	0.0136224	0.024937	0.263713	0.999872	0.999967	1.00003	1.00013	0.994164	0.00466511	0.00066017	0.000510424	0.0001285688	0.1621309
1560	-16029.79	-15984.03	-45.75767	9.474987e+07	0.00375144	0.00646505	0.00358504	0.0102764	0.000916677	0.00170109	0.00158705	0.00265502	0.00170033	0.000684475	0.00428517	0.00167999	0.00663982	0.0161873	0.00336346	0.0103567	0.0043751	0.00268813	0.00292555	0.00155133	0.000968623	0.00364957	0.00929989	0.0076776	0.00260124	0.0025373	0.00191223	0.00103368	0.00102356	0.000745067	0.000878066	0.0013627	0.00164018	0.00744174	0.0036408	0.00462482	0.00144178	0.000404435	0.000386131	8.86728e-05	0.00166731	0.00176575	0.00576395	0.00789533	0.00351755	0.713157	0.000132304	0.000189769	0.0576103	0.0187757	0.210135	0.999869	0.999968	1.00003	1.00013	0.993741	0.00466312	0.000659888	0.000936078	5.633336e-05	0.161343
1570	-16024.12	-15980.7	-43.41837	7.438151e+07	0.00306018	0.0058576	0.00360755	0.0102764	0.0018178	0.00130785	0.001094	0.0026703	0.0013105	0.000512739	0.00435298	0.00111042	0.00603851	0.0125526	0.00345071	0.00967388	0.00418883	0.00216425	0.00300389	0.000998168	0.000921203	0.00387139	0.00899397	0.00764004	0.00285208	0.00218755	0.0020751	0.0012636	0.000805646	0.00035065	0.000598336	0.00124526	0.0015832	0.00700884	0.00444175	0.00472099	0.00152643	0.000438444	0.000523148	0.00015877	0.000284359	0.00262561	0.00503046	0.00848009	0.00424642	0.875976	1.50443e-05	0.000760438	0.0197866	0.0673083	0.0361533	0.999853	0.999962	1.00004	1.00015	0.994587	0.00408799	0.000849765	0.000474823	7.237563e-05	0.1529224
1580	-16028.54	-15989.59	-38.95174	9.625936e+07	0.00402154	0.00562881	0.00374987	0.00950163	0.00101272	0.000988054	0.000505045	0.0036921	0.00143594	0.000521932	0.00335932	0.000727494	0.00528982	0.0142154	0.003181	0.010659	0.00398447	0.00205833	0.00230109	0.00133679	0.000698173	0.00271635	0.0082995	0.00772186	0.0030866	0.00199356	0.00251555	0.00044691	0.000880534	0.000506991	0.00014141	0.000244907	0.00199733	0.00767594	0.00334678	0.00404714	0.00129682	0.000126792	0.000511669	9.68768e-05	0.000212311	0.00220538	0.00508264	0.00714373	0.00235718	0.905432	3.98024e-06	0.0010641	0.0276879	0.0635561	0.00225605	0.99987	0.999967	1.00003	1.00013	0.994744	0.00404351	0.00069381	0.000518666	0.0001176558	0.1435233
1590	-16014.54	-15970.73	-43.80767	7.762705e+07	0.00396644	0.00525463	0.0034559	0.00970747	0.00159851	0.00139992	0.00105162	0.00301004	0.0015598	0.000586174	0.00331506	0.00125914	0.00532031	0.0146864	0.003276	0.00997471	0.00467289	0.00196209	0.00290013	0.0012456	0.000577889	0.00369738	0.0083666	0.00689288	0.00246333	0.00219431	0.00182137	0.000594997	0.000769314	0.00059605	0.000383185	0.000957882	0.00175995	0.00655908	0.00305593	0.00478098	0.00117803	6.30713e-05	0.000480603	0.000833751	0.000449856	0.00207756	0.00447701	0.00705145	0.00288143	0.755799	6.38537e-05	0.00115721	0.0868258	0.139381	0.0167734	0.999856	0.999964	1.00004	1.00014	0.994833	0.00404387	0.000505261	0.000618115	6.871676e-05	0.1451667
1600	-16021.42	-15984.27	-37.143	6.984036e+07	0.00403749	0.00604419	0.00264958	0.00968778	0.00178843	0.00106029	0.000678205	0.00219583	0.00142533	0.000397442	0.00319662	0.00136521	0.00650883	0.0147033	0.00233251	0.00941023	0.00422859	0.00226811	0.00271652	0.00114241	0.000857705	0.00278691	0.00842368	0.00884144	0.00295309	0.00204969	0.0021197	0.00088398	0.000576956	0.000611826	0.000269495	0.000829614	0.0023771	0.00583191	0.00345139	0.00449095	0.00125273	0.000273715	0.000484628	0.000928915	0.000146075	0.00152907	0.00340621	0.00867198	0.00138818	0.663887	0.000264583	0.00105212	0.0921667	0.0253372	0.217292	0.999848	0.99996	1.00004	1.00015	0.994806	0.00404376	0.000507686	0.000642672	0.0001438087	0.1432739
1610	-16019.8	-15977.29	-42.51077	4.837435e+07	0.00403749	0.00535898	0.00344289	0.00943405	0.00187039	0.00156188	0.00111088	0.00252136	0.00131835	0.000505136	0.00371082	0.00157835	0.00427647	0.0133356	0.00248005	0.010549	0.00474851	0.002336	0.00267116	0.00118966	0.000657346	0.00374185	0.00985325	0.00653803	0.00338703	0.00187684	0.0018694	0.00103334	0.000836214	0.000547643	0.000330078	0.00086662	0.00192669	0.00745318	0.00289562	0.00536764	0.000848943	0.000213249	0.000560788	0.000171004	2.78312e-05	0.00211674	0.00486747	0.00827569	0.00403644	0.6555	0.000416722	0.00110301	0.0966252	0.0141155	0.232239	0.999817	0.999954	1.00005	1.00018	0.995328	0.00404589	0.00024863	0.000377094	7.964867e-05	0.1483359
1620	-16020.3	-15980.4	-39.89872	5.904129e+07	0.00306243	0.00496655	0.0031017	0.00929656	0.00105219	0.00105572	0.00185879	0.00259745	0.000877006	0.000433167	0.00260376	0.00149466	0.00523627	0.0136238	0.00342383	0.00899821	0.00391043	0.00215826	0.00275095	0.00134321	0.000711831	0.00340209	0.00751765	0.0068658	0.00357293	0.00260044	0.00151014	0.000766215	0.000760468	0.000451543	0.000571205	0.000611413	0.00168366	0.00725999	0.00348415	0.00396274	0.000850983	0.000111493	0.000570242	0.000486127	0.000106547	0.00157892	0.00554596	0.00648097	0.004392	0.79301	0.00027389	0.000529079	0.0498373	0.00425779	0.152092	0.999835	0.999958	1.00004	1.00017	0.995132	0.00404509	0.000232693	0.000590018	0.0001054549	0.1397004
1630	-16031.44	-15989.9	-41.547	7.712954e+07	0.00312446	0.005233	0.00310835	0.00936161	0.00112343	0.00145368	0.0014888	0.00329447	0.00136783	0.000554801	0.00354921	0.00133337	0.00601453	0.0143213	0.00287787	0.0101245	0.00483113	0.00234001	0.00228849	0.000969238	0.000484256	0.00317329	0.0113009	0.00777029	0.00415297	0.0020029	0.00177626	0.000274017	0.000907676	0.000451543	0.000290709	0.000955608	0.00176704	0.00839996	0.00468063	0.00455791	0.000671698	5.89635e-05	0.000354813	4.17929e-05	7.61401e-05	0.00125566	0.00284255	0.00922195	0.00369147	0.757999	0.000236346	0.000394128	0.0305681	0.0057021	0.205101	0.999855	0.999962	1.00004	1.00014	0.995236	0.00404551	0.000103254	0.000615664	8.88084e-05	0.1499211
1640	-16026.8	-15981.9	-44.9097	6.78635e+07	0.00375766	0.00498037	0.00319942	0.00859666	0.0016096	0.00106965	0.00160398	0.00280207	0.00101862	0.000650676	0.00344608	0.00142893	0.00648803	0.0124737	0.00273028	0.00931517	0.0045965	0.00209787	0.00259257	0.0013902	0.000542241	0.00410639	0.00844307	0.00685368	0.00294518	0.00184988	0.0014244	0.000459154	0.0010364	0.000245355	0.000517419	0.00037408	0.00214191	0.00697715	0.00379924	0.00395902	0.000659011	0.00048647	0.00042161	0.000693535	0.000485725	0.00226846	0.00576024	0.00770677	0.00146846	0.692301	0.000923227	0.000282663	0.0161996	0.162402	0.127892	0.999846	0.999961	1.00004	1.00015	0.994872	0.00404403	0.000123582	0.000960528	6.054774e-05	0.1414729
1650	-16025.55	-15986.19	-39.35874	5.064249e+07	0.00355546	0.00474145	0.00351084	0.00912651	0.0016335	0.00141929	0.00136847	0.00242291	0.000998718	0.000403923	0.00363896	0.000935091	0.00794454	0.0170438	0.00263525	0.00969245	0.00442677	0.00200742	0.00285228	0.00104907	0.000556238	0.00286244	0.00878252	0.00711218	0.00307524	0.0020107	0.00236792	0.00102179	0.00097345	0.000605431	0.000275241	0.000455836	0.00189485	0.00621713	0.00515039	0.00501381	0.000920496	0.000111772	0.000262928	0.000200812	0.000652234	0.00198357	0.00600675	0.00743302	0.00333293	0.566242	0.000626253	9.30285e-05	0.0411835	0.0920399	0.299816	0.999821	0.999954	1.00005	1.00018	0.994037	0.00404064	0.000142234	0.00178025	0.0001133517	0.1506863
1660	-16019.94	-15980.29	-39.65189	6.103941e+07	0.00450899	0.00543003	0.00334334	0.00872572	0.00220584	0.001251	0.000577433	0.00264545	0.00107264	0.000367895	0.00330722	0.00146003	0.00605294	0.0144269	0.00188013	0.00973315	0.00530315	0.00268107	0.00269212	0.00118512	0.000814637	0.00343376	0.00845634	0.00797193	0.0025798	0.00188233	0.00267603	0.00148195	0.000821969	0.000605431	0.000300883	0.00096097	0.00176555	0.00761967	0.00515326	0.00455731	0.000809126	6.44621e-05	0.000455171	5.00039e-05	0.000946649	0.00198357	0.00398279	0.00560396	0.00180785	0.645678	0.000435022	3.10004e-05	0.0164565	0.080634	0.256765	0.999837	0.999959	1.00004	1.00016	0.994788	0.00410698	0.000101246	0.00100411	0.0001091047	0.1456356
1670	-16020.14	-15983.43	-36.70733	6.445852e+07	0.00382082	0.00482734	0.00340716	0.010496	0.001438	0.00112768	0.00180481	0.00239742	0.00121435	0.000247431	0.00289521	0.000846382	0.00673934	0.0146687	0.00315309	0.00902661	0.00428923	0.00233456	0.00256978	0.000916188	0.000716345	0.0034327	0.00772914	0.00737446	0.00265185	0.00230128	0.00162722	0.00159665	0.000993035	0.000238026	0.000295207	0.0010156	0.00183161	0.00706229	0.0038959	0.00478683	0.000552956	0.000268441	0.000399346	2.26354e-05	0.00129427	0.00199509	0.00482031	0.00678719	0.00395106	0.77957	0.00070101	0.000132341	0.135917	0.0114444	0.0722356	0.999842	0.99996	1.00004	1.00016	0.994774	0.00410693	0.000118533	0.00100083	0.0001513768	0.1458596
1680	-16016.86	-15975.9	-40.96469	7.136339e+07	0.00499315	0.00575706	0.00337544	0.0105659	0.00153703	0.000987848	0.00138915	0.00279446	0.00117149	0.000532959	0.00333924	0.00133294	0.0045755	0.0132203	0.00304928	0.00953771	0.00417219	0.00203617	0.00292601	0.000946629	0.000545796	0.00340221	0.00865923	0.00671071	0.00358276	0.00200017	0.00212618	0.00134473	0.00105251	0.000523322	0.000289573	0.00133285	0.00215704	0.00576944	0.00437364	0.00403556	0.00107358	0.000280402	0.000522183	0.000182	0.00119099	0.00224251	0.00476416	0.0073961	0.00611695	0.736773	0.00117065	0.000371143	0.217309	0.00203341	0.0423431	0.999849	0.999962	1.00004	1.00015	0.994913	0.0041075	0.000105827	0.000873478	9.474423e-05	0.149915
1690	-16022.8	-15980.68	-42.12619	7.943987e+07	0.00534123	0.00478626	0.00328881	0.0102651	0.00212452	0.00106477	0.000409651	0.00250646	0.00120486	0.000456573	0.00333924	0.00163353	0.00527304	0.0143863	0.00242989	0.0101696	0.00460404	0.00195838	0.00253506	0.00126537	0.000806414	0.00281756	0.00816179	0.00696502	0.00324781	0.00253042	0.00288859	0.000866341	0.00089233	0.000813726	0.000377018	0.000538218	0.00186389	0.00759892	0.00431577	0.00470947	0.00126433	2.77394e-05	0.000256827	0.000314345	0.00040999	0.00139815	0.00399564	0.00656635	0.00470222	0.903649	0.00103432	0.000227987	0.0572296	0.0070548	0.0308039	0.999857	0.999963	1.00004	1.00014	0.993629	0.00401648	0.000228015	0.00212613	8.303708e-05	0.1473715
1700	-16028.67	-15992.91	-35.75099	9.606061e+07	0.00474382	0.00511657	0.00355613	0.00909113	0.00157012	0.00131555	0.000509308	0.00273395	0.00132401	0.000486116	0.00362456	0.00210263	0.00468381	0.0134875	0.00227467	0.0102773	0.00428572	0.00226202	0.00294401	0.000992366	0.000740914	0.00336143	0.00808134	0.00747617	0.00350445	0.00240118	0.00231386	0.00101424	0.000851013	0.001056	5.00927e-05	0.000320114	0.00225024	0.00709354	0.00436726	0.00471278	0.000721518	0.000241002	0.0004675	0.00110192	0.000253115	0.00193677	0.00324974	0.00753004	0.00311003	0.720038	0.00208114	0.000265929	0.244194	0.0205577	0.0128635	0.999871	0.999966	1.00003	1.00013	0.992917	0.00401081	0.000198476	0.00287371	0.0001682997	0.1455875
1710	-16026.78	-15985.16	-41.61867	9.238287e+07	0.00458056	0.00488817	0.00322275	0.00864849	0.0013771	0.00126926	0.00101657	0.00251797	0.00130142	0.000637298	0.00305397	0.000966647	0.00506761	0.0113973	0.00266214	0.00955227	0.00404647	0.00260554	0.00272464	0.00100078	0.000609638	0.00270501	0.0070612	0.00846432	0.00311498	0.00177384	0.00202936	0.00144757	0.000812319	0.000739788	5.26121e-05	0.000885233	0.0024149	0.00549865	0.003777	0.00388577	0.00112351	0.000241002	0.000328885	0.000959532	0.000333304	0.00268757	0.00377503	0.0051415	0.00438513	0.571626	0.00390385	0.00026436	0.385224	0.0241197	0.0148627	0.999868	0.999966	1.00003	1.00013	0.994163	0.00401584	0.000116579	0.00170467	8.682712e-05	0.1367846
1720	-16022.31	-15986.1	-36.21084	9.500963e+07	0.00455145	0.0051809	0.00251921	0.00898646	0.00185211	0.00125383	0.000521189	0.00279859	0.00107599	0.000389182	0.00361369	0.000963168	0.0057921	0.0144987	0.00221475	0.0091328	0.00354337	0.00220371	0.00253144	0.00109035	0.000725875	0.00345891	0.00700823	0.00754376	0.00284854	0.00252915	0.00220441	0.00144794	0.000880763	0.000733896	8.54561e-06	0.000898117	0.00198238	0.00553054	0.00450079	0.00431105	0.000872767	0.000280675	0.00035677	0.000959532	0.000247687	0.0021266	0.00678516	0.0075577	0.0028616	0.883295	0.00603237	0.000187682	0.0654394	0.0293066	0.0157386	0.99987	0.999966	1.00003	1.00013	0.994507	0.00399063	0.000115847	0.00138661	0.0001595224	0.1433743
1730	-16027.2	-15989.53	-37.66845	9.144558e+07	0.00331284	0.00596892	0.00271971	0.00809352	0.00180633	0.00133293	0.00103583	0.00224041	0.000860664	0.000353682	0.00355238	0.000716636	0.00567835	0.0136065	0.00299592	0.010666	0.00431117	0.0020113	0.00297198	0.00102126	0.000595593	0.00330338	0.00860843	0.00710131	0.00304433	0.00197615	0.0019424	0.00123941	0.00111904	0.00112778	0.000223399	0.000884312	0.00175552	0.0056929	0.00393437	0.00398753	0.00123033	0.000150292	0.000470518	0.000455865	5.46547e-05	0.00191162	0.00371266	0.00785118	0.00304984	0.551391	0.0121156	0.000336061	0.323744	0.0327494	0.0796636	0.999867	0.999967	1.00003	1.00013	0.994312	0.00398985	5.48313e-05	0.00164332	0.0001352613	0.1406791
1740	-16018.42	-15977.39	-41.03094	6.876712e+07	0.00331284	0.0065015	0.00324222	0.0104419	0.00132525	0.00104246	0.00110603	0.00298193	0.00163761	0.000415815	0.00380414	0.000959673	0.00603391	0.0136712	0.00283585	0.00879748	0.00438977	0.00201936	0.00281175	0.00103615	0.000703272	0.003541	0.00855908	0.00777477	0.00285621	0.00174919	0.00172211	0.00119154	0.000962614	0.000507762	0.000195476	0.00127337	0.0015993	0.00711628	0.00413552	0.0037723	0.00114762	0.000320459	0.000289012	5.46229e-06	6.64908e-05	0.00233176	0.00424791	0.00785118	0.0040415	0.68425	0.00773767	5.8857e-05	0.197817	0.0132878	0.0968478	0.999846	0.999961	1.00004	1.00015	0.994292	0.00414534	3.31653e-05	0.00152945	9.367523e-05	0.1463281
1750	-16022.34	-15982.75	-39.58968	5.737914e+07	0.00372014	0.00540448	0.00305098	0.00974271	0.00140121	0.00169673	0.000667244	0.0028288	0.00161878	0.000459581	0.00366154	0.00160356	0.00846197	0.01253	0.00322477	0.0103443	0.00502122	0.00207778	0.00283	0.00155381	0.000664833	0.00373464	0.00922927	0.00653828	0.00285361	0.00208072	0.00215053	0.00114324	0.00061942	0.000489506	0.000403515	0.000713854	0.00199767	0.00642927	0.00431296	0.0050542	0.00148319	0.000225114	0.00041665	0.00137291	0.00017654	0.00243212	0.00507496	0.00734553	0.000965402	0.485782	0.00121712	0.000104409	0.379419	0.0190602	0.114417	0.999832	0.999957	1.00004	1.00017	0.994159	0.00414479	2.55932e-05	0.00167087	0.000110372	0.1498075
1760	-16016.05	-15973.94	-42.11505	6.007192e+07	0.00320456	0.0056141	0.00300603	0.0110988	0.00156892	0.0011632	0.0013106	0.0028676	0.00122475	0.000505762	0.00326104	0.00177688	0.00699677	0.0146049	0.00277407	0.00974266	0.0048003	0.00194906	0.00283576	0.00132974	0.000781288	0.00374559	0.00827769	0.00650796	0.00265644	0.00251667	0.00166063	0.000808258	0.00107232	0.000486937	0.00039764	0.000663536	0.00200168	0.0061788	0.0047037	0.00530066	0.00108396	0.000260845	0.000212026	0.00143089	4.87318e-05	0.00157346	0.00569034	0.0076003	0.00229344	0.53269	0.000775498	9.4913e-05	0.0295146	0.0166954	0.420229	0.999836	0.999958	1.00004	1.00016	0.994135	0.00419364	3.26161e-05	0.00163924	8.334512e-05	0.1495892
