Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	TL
5780	-19584.99	-19622.72	37.73239	0.0190788	0.0189476	0.0157474	0.0215018	0.0115853	0.00933924	0.0141262	0.0156732	0.00849755	0.00288691	0.012202	0.0182007	0.0180903	0.020807	0.0092418	0.0250292	0.0159347	0.0102441	0.0088603	0.00682453	0.00498972	0.0160827	0.0217489	0.020794	0.00109826	0.00179111	0.00188132	0.00765407	0.0134146	0.00212997	0.00225121	0.0049787	0.00116499	0.00613363	0.00852605	0.00193497	0.000682933	0.0134435	0.00076102	0.000610561	0.00444021	0.00262554	0.000887265	0.00286084	0.00300358	0.4287083
5790	-19590.69	-19628.31	37.61337	0.0224833	0.0176708	0.0152309	0.0242911	0.0118558	0.00946151	0.0130408	0.0147536	0.00714924	0.00238239	0.0144265	0.0165766	0.0198049	0.0282102	0.0122534	0.021729	0.0162258	0.00958566	0.0112906	0.00622972	0.00307791	0.0157534	0.0212091	0.0209101	0.000985614	0.00308174	0.00269136	0.00853296	0.0130008	0.00193261	0.00288667	0.00494933	0.00178563	0.00805306	0.00766214	0.000746348	0.000459833	0.0117202	0.00053475	0.00126516	0.00556888	0.003269	0.00117811	0.00220365	0.00250006	0.4406103
5800	-19573.1	-19611.02	37.91481	0.0189546	0.0165409	0.0145503	0.0237103	0.0108397	0.00948914	0.0106508	0.0145642	0.00877172	0.00266096	0.0140622	0.0162202	0.0209617	0.0206214	0.0100359	0.0225651	0.0162258	0.00865767	0.00885441	0.00512853	0.00356375	0.0149972	0.0206779	0.0206206	0.00101061	0.00239516	0.00267645	0.00982516	0.011045	0.00155974	0.00211667	0.00444385	0.00108234	0.0061213	0.007528	0.00109153	0.000876754	0.0109803	0.00113183	0.000648461	0.00472242	0.00298105	0.000363864	0.0024338	0.0015073	0.4104667
5810	-19580.73	-19618.77	38.03385	0.0189546	0.0162549	0.0153272	0.020619	0.00952996	0.0096213	0.0115138	0.0134624	0.00753216	0.00235307	0.0141398	0.0149859	0.0181023	0.0203478	0.0103976	0.0219946	0.0181178	0.00946358	0.00762033	0.00585863	0.00410753	0.0150801	0.0182748	0.0199159	0.000709579	0.00248866	0.00376227	0.00797551	0.011045	0.00176891	0.00112922	0.00544502	0.00250274	0.00659163	0.00675932	0.000884035	0.00108719	0.00978098	0.00125633	0.000587766	0.00429356	0.00207741	0.00104109	0.00245277	0.00134842	0.3985627
5820	-19572.47	-19610.55	38.08182	0.0181739	0.0156327	0.0154428	0.0226506	0.0115529	0.00759728	0.0115138	0.0138277	0.00698206	0.00197487	0.0133311	0.0151622	0.0182683	0.021346	0.0088467	0.0202414	0.0173169	0.00994029	0.00886209	0.00476961	0.00390749	0.0136919	0.0210965	0.0197949	0.00142592	0.00218648	0.00250463	0.00677291	0.0096253	0.00251925	0.00179396	0.00544502	0.00150754	0.005971	0.00703575	0.00105825	0.000285459	0.0108353	0.000887468	0.000558153	0.00410638	0.00190567	0.000551623	0.00257661	0.00228936	0.3937659
5830	-19588.26	-19626.11	37.84243	0.0227933	0.0179222	0.0136567	0.0226506	0.013559	0.0100093	0.0112124	0.0160986	0.00807291	0.00221312	0.0157058	0.0151908	0.0184301	0.0206036	0.0104575	0.0210515	0.0176672	0.00783822	0.00889682	0.00611269	0.00404607	0.0135777	0.0206674	0.0205828	0.00121657	0.0020656	0.00165927	0.00692592	0.011072	0.00232057	0.00235686	0.00604944	0.00137933	0.00757167	0.00745065	0.000831765	0.00132102	0.0127529	0.000436181	0.000935466	0.00417627	0.00211005	0.000638822	0.00294011	0.00247816	0.417705
5840	-19570.58	-19608.62	38.03805	0.0186169	0.0151127	0.0150912	0.0199875	0.0097302	0.0099631	0.0130851	0.0138869	0.00689387	0.00208779	0.0135875	0.0157322	0.0184471	0.0219237	0.0105161	0.0231724	0.0157731	0.0100029	0.00931909	0.0041976	0.00367051	0.0137877	0.0204963	0.0205828	0.00145264	0.00242279	0.00255569	0.00818479	0.010928	0.00195009	0.00191701	0.00482182	0.00127268	0.00596249	0.00685714	0.0011393	0.000664113	0.00995821	0.000970806	0.000754897	0.00331489	0.00214206	0.000907282	0.00258239	0.00171895	0.3981424
5850	-19575.67	-19613.66	37.98625	0.0209833	0.0169653	0.0146315	0.0212369	0.00917778	0.0102029	0.0111118	0.0139438	0.00728925	0.00245912	0.0133883	0.0160347	0.017303	0.021918	0.00984193	0.0223401	0.0157731	0.0092152	0.00855076	0.0067509	0.00421717	0.0135469	0.0190805	0.0212284	0.000812289	0.00229924	0.0019028	0.00720167	0.0119618	0.00315163	0.00202666	0.00382164	0.00126781	0.00618259	0.0068197	0.000975502	0.000302911	0.0106747	0.00200298	0.00136866	0.00423695	0.00235051	0.000760016	0.00343125	0.00258033	0.4033223
5860	-19577.98	-19616.18	38.19573	0.0190636	0.0165443	0.0151795	0.0214344	0.0109415	0.00837035	0.0116312	0.0149046	0.00636927	0.00192197	0.0113056	0.0154873	0.0185401	0.0202309	0.00847375	0.0210356	0.0163006	0.00720695	0.00744616	0.00566841	0.00290007	0.0118181	0.0182545	0.018907	0.000707718	0.00232185	0.00237083	0.00727811	0.0105976	0.00218884	0.00123484	0.00465139	0.00127923	0.005806	0.0068197	0.000921485	0.000317341	0.0105475	0.000874741	0.000547899	0.00445922	0.00193232	0.000515912	0.0045898	0.00247665	0.3823747
5870	-19575.41	-19613.49	38.07572	0.0183032	0.0190987	0.0150065	0.0210849	0.0105702	0.00904525	0.0098814	0.0149046	0.00784311	0.00307427	0.0110475	0.0170328	0.0180674	0.0207195	0.0092454	0.0246283	0.015608	0.00839152	0.00922225	0.00519954	0.00339967	0.0133718	0.0206234	0.018907	0.000685247	0.00244338	0.00237895	0.00770482	0.00921211	0.00155158	0.00149931	0.00467341	0.00139077	0.00639716	0.00725366	0.00107186	0.000672531	0.00896399	0.00129446	0.000675331	0.00444503	0.00278577	0.000866245	0.00198297	0.00215089	0.3943759
5880	-19579.83	-19617.86	38.03224	0.0184572	0.019503	0.0168518	0.0214764	0.00986233	0.00954751	0.011299	0.0140052	0.0066908	0.00211431	0.0132643	0.0131679	0.0173834	0.0201341	0.00862705	0.0211118	0.0167404	0.00839152	0.0100798	0.00546576	0.00357085	0.0139222	0.0200566	0.022014	0.00192728	0.00233679	0.00281627	0.00819575	0.0116299	0.00164008	0.00153263	0.00537799	0.00115327	0.00593866	0.00747025	0.000968358	0.000311781	0.00976767	0.000921211	0.000552918	0.00458363	0.00121533	0.000866245	0.00293171	0.00284936	0.3987242
5890	-19583.68	-19621.48	37.80219	0.0184271	0.0177333	0.0168194	0.0252122	0.0106147	0.0101455	0.0115585	0.0145323	0.00885175	0.00309173	0.0155854	0.0185064	0.0193646	0.0225257	0.0110099	0.0224082	0.0130021	0.00993924	0.00846963	0.00576654	0.00435985	0.013308	0.0218964	0.0230142	0.00107745	0.00252159	0.00219411	0.00611536	0.0114359	0.00296695	0.00163485	0.00487872	0.00232944	0.00555767	0.00751915	0.000462511	0.000857076	0.0124285	0.00101292	0.000792939	0.00400672	0.00205606	0.000866861	0.00250586	0.00236511	0.4217286
5900	-19589.3	-19627.2	37.90424	0.0181338	0.0158321	0.0162199	0.0230494	0.0101886	0.00913266	0.0108921	0.0117504	0.00663749	0.0021172	0.0155854	0.0181775	0.0197549	0.0206321	0.010935	0.0221351	0.0164244	0.010521	0.00795191	0.0063831	0.00462982	0.0158384	0.022573	0.0182732	0.000641642	0.00199999	0.0030526	0.00766667	0.0125082	0.00262624	0.00279512	0.00457994	0.00125394	0.00544001	0.00594638	0.00269029	0.000407432	0.0108321	0.000982704	0.000880837	0.00507352	0.00210523	0.000536706	0.00240041	0.00333553	0.4115241
5910	-19580.9	-19618.81	37.90681	0.0195976	0.0177034	0.015353	0.0230494	0.00960814	0.0106879	0.0097975	0.0136543	0.00738097	0.00276365	0.0149248	0.0170206	0.0200897	0.0228256	0.00878538	0.0208592	0.0172128	0.010442	0.00862429	0.00714656	0.00418437	0.0139041	0.0200379	0.0211048	0.000925415	0.00179992	0.00165007	0.00683543	0.0117243	0.00119605	0.00228348	0.00463675	0.00164944	0.00523648	0.00690133	0.00147385	0.000386475	0.0142889	0.00118831	0.000867747	0.00334777	0.00185389	0.000772608	0.00330155	0.00218923	0.411267
5920	-19586.34	-19623.98	37.63997	0.0201472	0.0184934	0.0136895	0.0230494	0.0117793	0.00973043	0.015391	0.0140728	0.00773619	0.00338594	0.0152041	0.0158432	0.0195763	0.0211149	0.0120481	0.0260126	0.0179199	0.0102895	0.00837816	0.00492498	0.00322229	0.0161753	0.0227553	0.0247427	0.00136672	0.00211084	0.00230257	0.0078724	0.0117738	0.00234656	0.00305306	0.00470231	0.00139503	0.00579875	0.00762589	0.000673813	0.000693265	0.0151744	0.000817039	0.000853224	0.00547444	0.00209848	0.000888103	0.00344821	0.00179948	0.4379508
5930	-19579.85	-19617.64	37.78908	0.019786	0.0178695	0.0137178	0.0240005	0.0118049	0.00964909	0.0120826	0.0141621	0.00732288	0.00295547	0.0143269	0.0162546	0.0199321	0.0220225	0.0118028	0.0248047	0.0148879	0.00922958	0.00712151	0.00722379	0.00357111	0.0173284	0.0193055	0.0196252	0.00147518	0.00237473	0.00215636	0.00839551	0.0112393	0.00183367	0.00230535	0.00457394	0.0023201	0.00689638	0.00884544	0.00112904	0.000333348	0.0128137	0.00101591	0.000885009	0.00530348	0.00198224	0.000659065	0.00287351	0.00284137	0.4230399
5940	-19586.59	-19624.57	37.98151	0.0177942	0.0168049	0.0138331	0.021245	0.00987291	0.00789967	0.0113909	0.0135699	0.00595628	0.002755	0.0154635	0.0172984	0.0195121	0.0240969	0.0100389	0.0229245	0.016755	0.00998262	0.00731328	0.00504644	0.0033351	0.0137156	0.0209593	0.0214056	0.00116084	0.00195889	0.00217533	0.00555691	0.0119838	0.00186353	0.00216973	0.00431047	0.00234756	0.00651998	0.00803952	0.00150278	0.000390995	0.0108412	0.00274705	0.000365743	0.00334819	0.00252368	0.000815107	0.00240845	0.0017978	0.4037966
5950	-19575.42	-19613.4	37.97489	0.0176249	0.0155748	0.0145166	0.0221854	0.0113318	0.00945068	0.0119113	0.0138509	0.00728115	0.00249015	0.0133013	0.0153137	0.0180248	0.0222871	0.0100877	0.0269223	0.0141556	0.00897885	0.00760404	0.00553311	0.00349643	0.0139903	0.0211879	0.0183732	0.000930858	0.00195889	0.00345449	0.00876476	0.0106988	0.0024647	0.00171377	0.00538473	0.00178138	0.00683358	0.00725615	0.00168236	0.000511599	0.0114842	0.000952568	0.000792661	0.00435426	0.00178702	0.000678696	0.00307428	0.00242529	0.4044591
5960	-19584.92	-19622.72	37.80489	0.0191424	0.0168057	0.0182405	0.0235054	0.00892005	0.00811149	0.0113032	0.0137919	0.0083356	0.00242147	0.0133013	0.0183343	0.0193295	0.0228682	0.0111453	0.0245579	0.0155455	0.0103462	0.00974524	0.00691923	0.00428829	0.0158094	0.0206599	0.0197024	0.0012981	0.00271738	0.00272393	0.00811972	0.00936371	0.0016589	0.00202615	0.00535961	0.00239266	0.0055474	0.00884651	0.00193212	0.000383932	0.0116531	0.00163656	0.000959476	0.00316444	0.00157557	0.000658129	0.00372634	0.00258467	0.4214587
5970	-19581.31	-19619.08	37.77402	0.0198932	0.0192063	0.0142873	0.0224148	0.0125775	0.00752616	0.012299	0.0169494	0.00824283	0.00312777	0.012622	0.0183343	0.0174781	0.0228682	0.0108355	0.0216085	0.0163668	0.0101841	0.00992787	0.00543605	0.00385298	0.0145216	0.0214845	0.0206088	0.000876027	0.0038323	0.00212233	0.00783933	0.0119285	0.00298227	0.00182015	0.00460486	0.00162969	0.00728366	0.00882354	0.000911524	0.000526559	0.0123381	0.000891687	0.000805849	0.00509717	0.00225464	0.000935986	0.0026682	0.00171975	0.4245454
5980	-19579.32	-19617.32	37.99523	0.0174503	0.0173274	0.0152796	0.0231144	0.0129287	0.008655	0.0124082	0.0144188	0.00856267	0.00222588	0.0129555	0.0138314	0.017278	0.021125	0.00857007	0.0237938	0.0163001	0.00893254	0.00832834	0.00571467	0.00382127	0.0149679	0.0223461	0.0202287	0.000665037	0.00251544	0.00337973	0.00781407	0.0108099	0.00158011	0.00137337	0.00409589	0.00153806	0.00633279	0.00680947	0.000933654	0.000417087	0.0101164	0.000406912	0.000955003	0.00496324	0.0015552	0.000824606	0.00223517	0.00253913	0.4024245
5990	-19578.44	-19616.2	37.75023	0.0201838	0.0196138	0.017692	0.0231612	0.0113058	0.0100204	0.0128461	0.0128701	0.00856267	0.0030108	0.0153647	0.0166447	0.0212608	0.0231001	0.0102718	0.0253062	0.0164159	0.0111502	0.00877157	0.00536663	0.00416072	0.0164667	0.0214354	0.0192043	0.000979752	0.00273447	0.00281489	0.00874881	0.0105671	0.00148521	0.00170306	0.00415057	0.00132067	0.00516727	0.00696974	0.00123479	0.000513426	0.0108864	0.00104148	0.000571108	0.00306113	0.00308335	0.000488846	0.00297252	0.00224356	0.4269245
6000	-19581.93	-19619.73	37.80225	0.0211405	0.0185749	0.0144058	0.0212123	0.0104843	0.010625	0.0116091	0.0150492	0.00594374	0.00302801	0.0139827	0.0183783	0.0194543	0.0221151	0.0107473	0.0227692	0.0173181	0.00926583	0.00923976	0.00522764	0.00307324	0.0137724	0.0214276	0.0212642	0.00183164	0.00268534	0.00275229	0.00861148	0.0127071	0.00150767	0.00123605	0.00473438	0.0013623	0.0071405	0.00839136	0.00125024	0.000714406	0.0105473	0.00138246	0.00150129	0.00604184	0.00164134	0.000680391	0.00238041	0.00251447	0.4217229
6010	-19578.72	-19616.49	37.7749	0.0193161	0.0182844	0.0155744	0.0266662	0.0106876	0.0104685	0.0117263	0.0135776	0.00753751	0.00258689	0.0155332	0.016227	0.0167812	0.0213766	0.0114181	0.0249844	0.0169497	0.0106742	0.00927417	0.00727344	0.00382656	0.0155446	0.0197419	0.0217129	0.000961069	0.0033728	0.00278708	0.00766112	0.0120427	0.00181052	0.00177912	0.00437428	0.00194697	0.00519661	0.00676062	0.00141963	0.000486965	0.0116244	0.000925696	0.000489363	0.00335896	0.0031315	0.000688281	0.00311491	0.00278184	0.424458
6020	-19587.72	-19625.41	37.69352	0.0206287	0.0188077	0.016662	0.0241128	0.00938694	0.00950389	0.0114531	0.0167721	0.00683511	0.00422091	0.0149527	0.0178975	0.0191888	0.0214714	0.0113466	0.0267121	0.0153312	0.00813054	0.00786678	0.00612894	0.00370424	0.0143625	0.0232601	0.0218934	0.00128304	0.00195402	0.0023565	0.00856207	0.0104833	0.00199274	0.00118313	0.00566442	0.00193381	0.00741234	0.00815131	0.00153378	0.000317953	0.0124677	0.00192399	0.00149925	0.00550246	0.00151742	0.000671786	0.00323277	0.00232184	0.4325957
6030	-19577.92	-19615.66	37.73814	0.021368	0.0184735	0.016747	0.0234272	0.0120132	0.010065	0.0116242	0.0145896	0.00775423	0.00250976	0.0150949	0.0153539	0.0214712	0.0238246	0.00989145	0.0225106	0.0175638	0.00895745	0.0095894	0.00744697	0.00386217	0.0163219	0.0215615	0.0212768	0.0013782	0.00253178	0.00150396	0.00676461	0.0107861	0.00190717	0.00207192	0.00466698	0.00112269	0.00620223	0.00722103	0.00121184	0.000966341	0.0125852	0.000689885	0.00138926	0.00429978	0.00255774	0.000452624	0.00243711	0.00208872	0.4281335
6040	-19584	-19621.64	37.63958	0.0233182	0.0189072	0.0168187	0.0219144	0.00911377	0.00845231	0.0137761	0.0140573	0.00847715	0.00353804	0.0150948	0.0143807	0.0211049	0.0209313	0.0121387	0.022733	0.0194458	0.0106139	0.0100174	0.0060082	0.00353146	0.0139452	0.0226835	0.0233782	0.00151286	0.00223528	0.00264507	0.00944241	0.0125797	0.00190949	0.00244018	0.00494174	0.00210778	0.00665368	0.00736984	0.00117524	0.000689667	0.0132649	0.000827855	0.0011015	0.0040684	0.00266597	0.000371689	0.00365157	0.00195459	0.4379896
6050	-19580.11	-19618.04	37.93421	0.017119	0.0181821	0.0135984	0.0213165	0.0119658	0.00904725	0.0111631	0.013873	0.00626356	0.00201379	0.0126463	0.0156407	0.0190275	0.0212937	0.00942625	0.0259562	0.0165193	0.00895045	0.00948965	0.00492195	0.00497083	0.0164027	0.02284	0.0205241	0.000795334	0.00237438	0.00236988	0.00655883	0.0104495	0.00246515	0.00201092	0.00561657	0.0014743	0.00554397	0.00950235	0.000817693	0.000402887	0.0114091	0.00113749	0.000532205	0.00346801	0.00279512	0.000415012	0.00304473	0.00219106	0.4085269
6060	-19578.34	-19616.08	37.74339	0.0210035	0.01978	0.0155831	0.0234815	0.0108278	0.00927906	0.013543	0.0136524	0.00790933	0.00287178	0.0147585	0.0138484	0.0221718	0.023361	0.00985718	0.0241332	0.0156001	0.00931008	0.00867322	0.00623784	0.0041165	0.0150898	0.0209447	0.0228258	0.00186353	0.00212731	0.00197572	0.00842117	0.0100665	0.00135013	0.00278052	0.0051739	0.00177127	0.0068602	0.00784566	0.00158442	0.000354635	0.0118712	0.000644741	0.000701651	0.00437017	0.00307159	0.000460642	0.00348529	0.00196835	0.4276084
6070	-19578.34	-19616.23	37.89291	0.0189421	0.0169221	0.0141943	0.0215208	0.0102588	0.00986369	0.0122359	0.0142741	0.00842701	0.00211713	0.0164392	0.0181038	0.0187232	0.0214135	0.00931921	0.022222	0.0190014	0.0089545	0.00759357	0.00511552	0.0043955	0.0151008	0.0200242	0.0218078	0.000974433	0.00161953	0.00253157	0.0096343	0.00990872	0.00156703	0.00167855	0.00422223	0.00205546	0.00601789	0.00768147	0.00162106	0.000749856	0.0111317	0.000820811	0.000785483	0.0039308	0.00241145	0.000950896	0.00306649	0.00232722	0.412657
6080	-19578.92	-19616.98	38.05906	0.0185094	0.0173961	0.0169549	0.0229851	0.00988592	0.00915426	0.0108848	0.0128701	0.00748216	0.00297875	0.0126465	0.0158546	0.0166989	0.0213509	0.0093111	0.0218502	0.0162685	0.00832759	0.00861461	0.00560705	0.00428575	0.0148443	0.0205624	0.0191571	0.0011109	0.00164226	0.00255642	0.00797244	0.00945334	0.00135879	0.000856759	0.00365952	0.000866921	0.00685806	0.00838291	0.00121282	0.000624072	0.0108323	0.000729149	0.000704671	0.00435008	0.00150968	0.000950896	0.00420349	0.0017252	0.3960417
6090	-19582.39	-19620.28	37.89408	0.0196357	0.0175423	0.0133133	0.0218412	0.0102783	0.0108619	0.0132546	0.01497	0.00691618	0.00421032	0.0137099	0.0158546	0.0193589	0.021829	0.0107782	0.0214237	0.0185654	0.00964306	0.00851242	0.00586065	0.00354784	0.0143041	0.0201599	0.0209235	0.00126493	0.00334502	0.00345025	0.00767606	0.0106094	0.00169353	0.00102752	0.00389931	0.00181993	0.00511603	0.00811577	0.0018482	0.000624182	0.0116847	0.000835307	0.000975564	0.00404275	0.00179503	0.000366165	0.00327144	0.00178361	0.4125396
6100	-19576.44	-19614.31	37.87088	0.0204443	0.0161141	0.0142658	0.0224704	0.00945452	0.00885334	0.0129646	0.01497	0.00900516	0.00244324	0.0133626	0.0171666	0.0212264	0.0227869	0.0120244	0.0219279	0.0153392	0.00964306	0.00871332	0.00549891	0.0040888	0.0139943	0.0183369	0.0216818	0.000861186	0.00259273	0.00304675	0.008572	0.010343	0.00232862	0.00106361	0.00519387	0.0016849	0.00651979	0.00815557	0.00133031	0.000610318	0.0108404	0.000949124	0.000766668	0.0046435	0.00220638	0.00121729	0.00308776	0.00206911	0.4148597
6110	-19580.07	-19618.03	37.95624	0.0204545	0.0154825	0.0139711	0.0233169	0.00914463	0.0100346	0.0111017	0.0147175	0.00913171	0.00256652	0.0127353	0.0173316	0.0165831	0.0206646	0.0101737	0.0226322	0.0156647	0.00996776	0.00909894	0.00554712	0.00368509	0.0153922	0.0211167	0.0197503	0.000448869	0.00279507	0.00225276	0.00903583	0.0123818	0.00250551	0.00224588	0.0047635	0.00140286	0.00554663	0.00756138	0.000855675	0.000459285	0.00915764	0.000801922	0.000493135	0.00484955	0.00376966	0.000491025	0.00273715	0.00150338	0.4063235
6120	-19573.43	-19611.29	37.86553	0.0192541	0.0170827	0.017229	0.0203556	0.0102853	0.00818153	0.0109568	0.013074	0.00798394	0.00294337	0.0129312	0.0173316	0.0193935	0.0210777	0.0112009	0.0226322	0.0173899	0.0107494	0.0105461	0.00559011	0.00368204	0.0149079	0.0215994	0.0206093	0.000978155	0.00255386	0.00271203	0.007776	0.0120952	0.00159691	0.00275245	0.00493446	0.0018225	0.00688581	0.00760132	0.00154594	0.000585482	0.010596	0.000717383	0.000803629	0.00358618	0.00223881	0.000491025	0.00291506	0.00321873	0.4153944
6130	-19582.03	-19620.13	38.10436	0.0173799	0.0151768	0.015232	0.0216651	0.00907275	0.00817818	0.0100249	0.0149996	0.00810631	0.00282907	0.0123849	0.0145248	0.0188134	0.0210777	0.0119489	0.019715	0.014609	0.0092832	0.0105666	0.00568139	0.00323438	0.0157549	0.0188346	0.0193616	0.000481309	0.00193359	0.00273739	0.00776106	0.0114468	0.00184348	0.00227252	0.00340866	0.00107996	0.00707476	0.00653636	0.000901136	0.000568779	0.0110254	0.00073651	0.00109413	0.00285404	0.00326954	0.000744992	0.00284433	0.00244226	0.391512
6140	-19572.29	-19610.2	37.9147	0.0183634	0.0178966	0.014173	0.0219796	0.0107858	0.0109549	0.0108927	0.0148308	0.00837776	0.00216134	0.0122113	0.0162194	0.0184768	0.0210777	0.0108517	0.0240456	0.0165553	0.00767313	0.00882433	0.0054018	0.00440471	0.014913	0.0227552	0.0212356	0.000613427	0.00199196	0.00215921	0.00777116	0.0114072	0.00180256	0.00193842	0.00418885	0.00138816	0.00558667	0.00808694	0.00080166	0.000644411	0.0126325	0.00127819	0.000300012	0.0046076	0.00270497	0.000744992	0.00282423	0.00194343	0.4104781
6150	-19572.88	-19610.95	38.066	0.0179097	0.0161125	0.0166927	0.022942	0.0106038	0.00925899	0.0121877	0.0141197	0.00736533	0.00252336	0.0134916	0.0172248	0.0177136	0.0191576	0.00837844	0.020613	0.0145092	0.00971237	0.00755403	0.0055916	0.00298867	0.0138964	0.0195816	0.0193743	0.00126106	0.0021077	0.00288065	0.00774889	0.0111327	0.00249117	0.00162862	0.00464044	0.00124392	0.00619237	0.0066048	0.000906722	0.000367939	0.0118242	0.000885673	0.000462685	0.00433302	0.00286469	0.0008768	0.00259076	0.00280037	0.3953481
6160	-19587.05	-19624.84	37.78793	0.0220696	0.0201153	0.0203857	0.022942	0.0105692	0.00978924	0.0127311	0.0142044	0.00682827	0.00198578	0.0140908	0.0172989	0.0159867	0.0232117	0.00966798	0.0244639	0.0168377	0.00908725	0.00793875	0.00497392	0.00358766	0.0149171	0.0219678	0.0232477	0.0012477	0.00167424	0.0024523	0.00774889	0.0100197	0.00141788	0.00202355	0.00379527	0.00124392	0.0075519	0.00854562	0.000759674	0.000823478	0.0117658	0.000495734	0.000612097	0.00384629	0.00279387	0.00072927	0.00299036	0.001719	0.4231549
6170	-19583.04	-19620.82	37.77937	0.0177859	0.0184681	0.0196593	0.0230183	0.0115811	0.00798511	0.0120069	0.0133251	0.00737509	0.00359431	0.0136986	0.0163298	0.0192344	0.0224168	0.010902	0.0238822	0.016876	0.00879493	0.010141	0.00549268	0.00407658	0.0135518	0.0221429	0.0218128	0.00117315	0.00132051	0.00375419	0.00821975	0.0128708	0.00225675	0.0021817	0.00418426	0.00139384	0.00579524	0.00695214	0.000710112	0.000254763	0.0132718	0.0012636	0.00110622	0.00426552	0.00267996	0.00113087	0.00264755	0.00242606	0.4240108
6180	-19589.61	-19627.18	37.57381	0.0193666	0.0178577	0.0160879	0.0208345	0.0110044	0.00795018	0.013304	0.017005	0.00799216	0.00265549	0.0128369	0.0171713	0.0217423	0.0244802	0.0102684	0.027434	0.0154827	0.00841359	0.00845904	0.00611075	0.00371795	0.016539	0.024714	0.0250772	0.000696725	0.00183568	0.00304348	0.00883506	0.0129124	0.00173728	0.00239552	0.00590795	0.00162387	0.00702709	0.00979341	0.00112087	0.000598897	0.0141956	0.000675008	0.000865751	0.00557589	0.00243116	0.00113087	0.00368393	0.0019754	0.444567
6190	-19588.91	-19626.63	37.72163	0.0183899	0.0183509	0.0160879	0.0246291	0.0095411	0.00907361	0.0127569	0.0155745	0.00974576	0.003247	0.0127643	0.0150939	0.0196277	0.0213097	0.0118352	0.0262395	0.0178948	0.00872192	0.0074095	0.00653851	0.00324288	0.0139637	0.0203696	0.0242941	0.00203307	0.00308018	0.00198936	0.0076116	0.0106019	0.00215835	0.00204437	0.00572956	0.00236451	0.00737585	0.00748601	0.00109052	0.000322209	0.0130366	0.00144497	0.000886258	0.00476232	0.00317571	0.000385806	0.00232906	0.00317472	0.429785
6200	-19577.84	-19615.84	37.99929	0.0179974	0.0175716	0.0168843	0.0221909	0.00885551	0.00996598	0.0124217	0.0140815	0.00638241	0.00282344	0.0141497	0.0163689	0.0197279	0.0201258	0.0111518	0.0221777	0.0148109	0.00835314	0.00784435	0.0055134	0.00380626	0.0132014	0.0186335	0.0204839	0.00154895	0.00329376	0.00248504	0.00806384	0.0113209	0.00226396	0.00143527	0.00444259	0.00134045	0.00638175	0.00714082	0.00156635	0.00106564	0.0105796	0.000911832	0.000511851	0.00476541	0.00121228	0.000738762	0.003256	0.0021703	0.4020186
6210	-19579.26	-19617.21	37.95434	0.0189027	0.0186668	0.0135201	0.0213393	0.0102665	0.0108102	0.0109474	0.0138289	0.00751372	0.002624	0.0126315	0.0154181	0.0193445	0.0203066	0.00986689	0.0227115	0.0168116	0.010063	0.0104951	0.00498971	0.00274906	0.0162981	0.0206684	0.0214923	0.000653082	0.00284871	0.00223793	0.00671278	0.0110017	0.00264633	0.00147118	0.00478271	0.00242524	0.00529458	0.00639875	0.00101727	0.000535373	0.0096887	0.00137766	0.0012765	0.00489033	0.00322619	0.000738762	0.00282925	0.00219471	0.4065137
6220	-19580.05	-19618.13	38.08248	0.0204444	0.0164572	0.0159162	0.0213393	0.0117545	0.00904242	0.0106733	0.0125811	0.00714824	0.00272512	0.0132731	0.0140015	0.0169534	0.0201952	0.00810569	0.019682	0.0149595	0.00917688	0.00909986	0.00658145	0.00319704	0.0129461	0.0222259	0.0223688	0.00074836	0.00240157	0.00310382	0.00696234	0.0112985	0.00137201	0.00148443	0.00513938	0.00153801	0.00724563	0.00640187	0.00166713	0.000649656	0.00949243	0.00100925	0.000574233	0.00453838	0.00230106	0.000930614	0.00207915	0.00191395	0.3936999
6230	-19584.66	-19622.4	37.73544	0.0209062	0.0160616	0.018129	0.0218469	0.00997851	0.00988963	0.0113918	0.016754	0.00778016	0.00363159	0.0145286	0.0146551	0.0189217	0.0243974	0.0118351	0.0265548	0.0170477	0.0104794	0.0112983	0.00512745	0.00433774	0.01614	0.0214305	0.0199722	0.00120288	0.0019151	0.00198677	0.0079241	0.0100743	0.00128075	0.00233143	0.00360561	0.00185335	0.00692538	0.00871	0.000848319	0.000805948	0.0115032	0.000884972	0.000835527	0.00431076	0.00213877	0.000505681	0.00397357	0.00169197	0.4284038
