Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	TL
15320	-19581.65	-19619.46	37.80389	0.0188509	0.0178543	0.0144751	0.0218713	0.00992593	0.00960884	0.0106362	0.0160163	0.0074168	0.00395045	0.0119449	0.0168351	0.0173092	0.0224964	0.0117664	0.0227833	0.0181796	0.00863847	0.00949954	0.00589402	0.00387073	0.0161413	0.0220957	0.0217783	0.000971455	0.00221536	0.00312178	0.00804666	0.0132936	0.0012623	0.0046913	0.00461681	0.000645885	0.00708998	0.00647927	0.00108668	0.000778687	0.0127758	0.00186306	0.00165433	0.0020434	0.00253156	0.00030495	0.00410343	0.00214304	0.4215584
15330	-19582.16	-19619.92	37.76532	0.0210914	0.0172635	0.016408	0.0251364	0.0110029	0.00927301	0.0114061	0.0116622	0.00618551	0.00376417	0.0156124	0.0165547	0.0191202	0.0208105	0.0104974	0.0243075	0.0182748	0.00909018	0.00887739	0.00599248	0.00377463	0.0149507	0.0205402	0.0226442	0.000852824	0.00221536	0.00228007	0.00690367	0.0123189	0.00258815	0.00494277	0.00636046	0.000584391	0.00541185	0.00807218	0.000921988	0.00041704	0.0133987	0.000581747	0.00145094	0.00344787	0.00247016	0.00049471	0.00325073	0.00221056	0.4254154
15340	-19581.7	-19619.58	37.88439	0.0188876	0.0176762	0.0159875	0.0201005	0.0108776	0.0106711	0.011463	0.0152332	0.00879065	0.00241335	0.0148923	0.0183783	0.0180664	0.0231278	0.00963593	0.0247592	0.0158539	0.00863713	0.0086519	0.00527835	0.00371167	0.0140722	0.0205926	0.0222231	0.000852824	0.00285619	0.00151075	0.00619554	0.00995757	0.00192619	0.00336318	0.00645435	0.000664599	0.00611617	0.00686474	0.00151732	0.000526633	0.0114218	0.000537066	0.00222096	0.00229539	0.00259795	0.000822109	0.00254593	0.00228006	0.4135088
15350	-19579.06	-19616.88	37.82373	0.0182583	0.019762	0.0150819	0.0239951	0.0104511	0.00892671	0.0127484	0.01542	0.00801392	0.00263542	0.012137	0.0154177	0.0195707	0.0228171	0.0104833	0.0214158	0.015714	0.00922056	0.00782495	0.00557684	0.00382062	0.0144809	0.0201898	0.0216648	0.000992949	0.00251013	0.0023205	0.0089651	0.0131152	0.00172923	0.00471076	0.00652407	0.000101114	0.00799297	0.00833865	0.000710855	0.00060239	0.0118521	0.0010524	0.00159023	0.00235686	0.00244325	0.000683184	0.00326779	0.00208841	0.4195751
15360	-19579.76	-19617.45	37.69458	0.0182583	0.0196058	0.0184895	0.0236494	0.0110926	0.0111264	0.0119401	0.0138723	0.00735817	0.00273555	0.013762	0.0159021	0.0202943	0.0231948	0.0116282	0.0241432	0.0170907	0.00986592	0.01031	0.00701716	0.00449804	0.0133972	0.0217844	0.0233625	0.00102409	0.00248949	0.00250999	0.00971944	0.0104732	0.00266634	0.00471076	0.00564779	0.000214944	0.00635398	0.00732291	0.00102952	0.000926946	0.0103145	0.000670846	0.00182021	0.00218747	0.00290518	0.00026155	0.00307506	0.00178724	0.4324897
15370	-19586.8	-19624.27	37.46603	0.020298	0.0198437	0.0163372	0.0269282	0.0122889	0.0111264	0.014022	0.0146357	0.00781654	0.00354184	0.0167256	0.0179148	0.0189436	0.0247274	0.00952658	0.0258939	0.0194046	0.00963939	0.00747139	0.00575749	0.00415762	0.0152302	0.0256635	0.0242828	0.00106897	0.00291286	0.00239006	0.00663836	0.0122566	0.00332686	0.00498954	0.00465794	0.00111319	0.00729963	0.00809788	0.00149568	0.000635498	0.0123258	0.000968867	0.00170779	0.00227908	0.00256196	0.00068741	0.00307506	0.00267794	0.4553443
15380	-19586.5	-19624.22	37.7189	0.0192902	0.0166014	0.0181042	0.0267707	0.0108295	0.0106139	0.0125192	0.0161698	0.00642756	0.002539	0.0128942	0.0183367	0.0221402	0.0228066	0.00967012	0.0236695	0.0154155	0.0104127	0.0101425	0.00497507	0.00450815	0.0142117	0.0223024	0.0206145	0.000780264	0.00206084	0.0029352	0.0082079	0.0111392	0.00178396	0.00486891	0.00351596	0.00048124	0.00612149	0.00773904	0.0018821	0.000617043	0.0134105	0.00159376	0.000806839	0.00271205	0.00225281	0.000451014	0.00323793	0.00149463	0.4300577
15390	-19582.01	-19619.92	37.91488	0.0179556	0.016933	0.0187706	0.0203209	0.00905039	0.00939708	0.0110515	0.0152937	0.00709273	0.00293802	0.012647	0.0166758	0.0193245	0.0217803	0.0114509	0.0227527	0.0154155	0.0102876	0.00891116	0.00619091	0.00390512	0.0175328	0.0206016	0.022325	0.00170206	0.00214996	0.00279076	0.00675161	0.0106372	0.00223328	0.00487953	0.00495118	0.000599767	0.00504074	0.00688231	0.00120455	0.00127353	0.0105866	0.00120227	0.00172838	0.00149145	0.00149423	0.000366054	0.00239628	0.00149354	0.4104597
15400	-19575.48	-19613.57	38.09588	0.0165114	0.018231	0.0138889	0.0225609	0.00973938	0.00887446	0.0114243	0.0138025	0.00795835	0.00289935	0.0152112	0.016206	0.0172591	0.0192989	0.00911263	0.0211445	0.0136774	0.00766833	0.00891116	0.00442835	0.00293613	0.0149675	0.0195402	0.022319	0.000580726	0.00218412	0.00138961	0.00753733	0.0110714	0.00193989	0.00409784	0.00527923	0.000589724	0.00620584	0.00747421	0.00124146	0.000731272	0.0110302	0.00106819	0.00157613	0.00166145	0.00255455	0.000296266	0.00293198	0.00234717	0.3923594
15410	-19578.01	-19616.01	38.00322	0.0203863	0.0170663	0.0129823	0.0235621	0.0102248	0.00845029	0.0125611	0.013391	0.00708797	0.00275916	0.0144752	0.0161586	0.0183546	0.024811	0.0107138	0.0231824	0.0141459	0.00884644	0.00917742	0.0053768	0.00232955	0.0138436	0.0184086	0.0200598	0.000688102	0.00200487	0.00189878	0.00780768	0.00998055	0.00171071	0.00445004	0.00477458	0.000822459	0.0050432	0.00783003	0.00116548	0.000584511	0.0103198	0.00102777	0.00198988	0.00273721	0.00200002	0.000362168	0.00340297	0.00267026	0.4016262
15420	-19578.61	-19616.54	37.92892	0.0200182	0.0162437	0.0151603	0.0235621	0.0108882	0.0104888	0.0108884	0.0128299	0.00868321	0.00231263	0.0124917	0.019977	0.0185621	0.0213766	0.0105883	0.0203494	0.0151816	0.00908066	0.00908068	0.00503884	0.00339018	0.0131972	0.0214488	0.0234386	0.000966436	0.00251485	0.00318143	0.00670777	0.0103938	0.0027961	0.00426565	0.00566091	0.000301161	0.00627557	0.00725029	0.00150529	0.000483123	0.011399	0.000905433	0.00159478	0.00178786	0.00189953	0.000394832	0.00215947	0.00233557	0.409056
15430	-19580.34	-19618.34	38.00275	0.0201125	0.0177013	0.0165482	0.0213044	0.00836945	0.0100682	0.0104678	0.0134229	0.00959879	0.00231263	0.011992	0.0151272	0.0169482	0.0213456	0.00921138	0.0230501	0.0154946	0.00782485	0.00851168	0.00567527	0.0025585	0.0145538	0.0209586	0.0198653	0.00118608	0.00239277	0.00329916	0.0077836	0.0124395	0.0016526	0.00396039	0.00471868	0.000533845	0.00619984	0.00880052	0.00173786	0.00113031	0.0110614	0.00091339	0.000949568	0.002531	0.0020705	0.000279706	0.00277035	0.00223872	0.4016729
15440	-19588.69	-19626.58	37.89314	0.0188586	0.0176831	0.0131261	0.0218599	0.00988989	0.00801043	0.0118804	0.0150616	0.0076904	0.00258605	0.0128379	0.0157396	0.0190434	0.0236508	0.00808312	0.0233044	0.0172298	0.0109618	0.00731803	0.00506708	0.00472589	0.0142786	0.0259868	0.0217972	0.00111464	0.00166817	0.00384178	0.00746687	0.0127202	0.0017275	0.00465088	0.00390728	0.000533167	0.00631248	0.00795883	0.00107516	0.000462902	0.0108375	0.000636014	0.000979261	0.00262917	0.00310789	0.0003427	0.00197517	0.00201542	0.4126336
15450	-19587.5	-19625.19	37.69185	0.0211431	0.0196649	0.0156282	0.0212417	0.0117211	0.00918105	0.0122294	0.0131808	0.00950138	0.00207461	0.017444	0.0177367	0.0217468	0.0209687	0.00971793	0.0254245	0.0172298	0.00930058	0.0097569	0.0045302	0.00404719	0.0161467	0.0247981	0.0210823	0.00128537	0.00220143	0.0025729	0.00868174	0.0104601	0.00256941	0.00400411	0.005312	0.000531134	0.00697117	0.00789372	0.00110186	0.00135253	0.0101914	0.0016159	0.0012681	0.00100581	0.00302287	0.000515187	0.002483	0.00222646	0.4327627
15460	-19579.14	-19617	37.86042	0.017759	0.0179017	0.0154505	0.02596	0.0104773	0.00810579	0.0116785	0.0170543	0.00719304	0.0031462	0.01332	0.0142079	0.0190892	0.0221439	0.0109909	0.0239357	0.017781	0.0091796	0.01099	0.00535799	0.00330767	0.0143899	0.0201254	0.0215412	0.00101739	0.00236235	0.00236048	0.00797532	0.0110858	0.00132662	0.00371926	0.00377151	0.000892586	0.00661064	0.00732803	0.00148979	0.000709291	0.0119548	0.00103603	0.000880851	0.0026736	0.00306931	0.000383195	0.00231903	0.00185286	0.4159054
15470	-19572.77	-19610.79	38.02295	0.0183327	0.0167541	0.0149395	0.0199657	0.0116502	0.00916266	0.0107991	0.0148029	0.00727638	0.00246852	0.01332	0.0143986	0.018835	0.0208617	0.0109508	0.0247015	0.0175066	0.00882571	0.00840362	0.00417097	0.00330767	0.013731	0.0202031	0.0191931	0.000941628	0.00213789	0.0023414	0.00753621	0.0101572	0.00217053	0.00454767	0.00435045	0.000800652	0.00661654	0.00644934	0.00113685	0.000644365	0.0117461	0.00166263	0.00164444	0.00204127	0.00311949	0.000171834	0.0027225	0.00215322	0.399653
15480	-19575.02	-19612.98	37.96129	0.017794	0.0187266	0.0150579	0.0246409	0.0106045	0.00941261	0.0116183	0.0134994	0.0081354	0.00256752	0.0129756	0.0151269	0.019559	0.0220065	0.0105466	0.0215007	0.0142271	0.00910163	0.00923908	0.0051588	0.00334011	0.0128909	0.0210347	0.0203609	0.000620381	0.00197271	0.00228934	0.00784062	0.0104756	0.00133995	0.00555674	0.00435045	0.000852213	0.00692737	0.00849358	0.00160949	0.000829703	0.0122064	0.000351018	0.00138799	0.00208162	0.00225719	0.000839644	0.00248436	0.00192663	0.4058186
15490	-19582.15	-19620.17	38.02067	0.0211568	0.015424	0.0155189	0.0206918	0.00818215	0.00919278	0.00998019	0.0134995	0.00670717	0.00226435	0.0131587	0.0150574	0.0182232	0.0218022	0.010658	0.020806	0.0160372	0.00871356	0.00923908	0.00521767	0.00450639	0.0146294	0.0202441	0.0193321	0.00063292	0.00289358	0.00193861	0.00898861	0.0120008	0.00206299	0.0054867	0.00429489	0.000726263	0.00729203	0.00636948	0.00157904	0.00106039	0.0109044	0.00140865	0.00170119	0.00222017	0.00198847	0.000379621	0.00327925	0.00243066	0.3998812
15500	-19585.88	-19624.07	38.18927	0.0179637	0.0170079	0.0145279	0.021177	0.0084707	0.00824093	0.00975522	0.0126562	0.00876693	0.00138036	0.0127786	0.0150574	0.0182748	0.0211094	0.00944057	0.022306	0.0166133	0.00848652	0.00759822	0.0040037	0.00281763	0.0150654	0.0181786	0.019216	0.00126468	0.00212913	0.00192632	0.0068155	0.0108546	0.00267514	0.00372771	0.00400131	0.000469764	0.00523753	0.00949498	0.00193596	0.000817153	0.0112459	0.000677841	0.00141001	0.00166796	0.00130624	0.00024196	0.00255259	0.00167517	0.3830203
15510	-19583.92	-19621.97	38.04499	0.022211	0.0151965	0.0158438	0.0216593	0.0107309	0.00815073	0.012428	0.016086	0.00666749	0.00269158	0.0112631	0.0132105	0.0185396	0.0204696	0.0102203	0.0246329	0.0169534	0.00848652	0.00776915	0.00573901	0.00364941	0.0137136	0.021231	0.0200997	0.00161484	0.00132787	0.00225606	0.00790913	0.0110965	0.00194192	0.0038173	0.00428329	0.000994849	0.00556994	0.00706009	0.00126745	0.000817153	0.0105199	0.000793653	0.00135999	0.00124171	0.00219554	2.28806e-05	0.00222598	0.00148913	0.3974483
15520	-19578.22	-19616.21	37.98891	0.0199132	0.0183311	0.0176234	0.0211137	0.0106855	0.00873849	0.0116023	0.0146123	0.00780829	0.00298485	0.014165	0.0150126	0.0185823	0.0199519	0.00885534	0.023567	0.0163303	0.0071642	0.00962967	0.00600733	0.00315332	0.0137698	0.0210449	0.0202147	0.000853366	0.00251576	0.00246183	0.0067223	0.0110456	0.00276102	0.00425383	0.0038548	0.0012122	0.00610553	0.00769446	0.00135275	0.000425913	0.00976799	0.00113791	0.000919272	0.00089329	0.0020171	0.00074482	0.00340052	0.00205452	0.4030563
15530	-19586.13	-19624.23	38.10099	0.0186722	0.0173561	0.0156057	0.0212257	0.00956984	0.00811239	0.0129709	0.0129765	0.00729459	0.00284401	0.0139827	0.0144817	0.015489	0.0212834	0.0102883	0.0189774	0.0161908	0.00904368	0.00950609	0.00474479	0.0040506	0.0119095	0.0202529	0.0201449	0.000631162	0.00336936	0.00239666	0.00692011	0.0133847	0.00177231	0.00468455	0.00449093	0.00084093	0.0051776	0.00755264	0.000893119	0.000566694	0.0119676	0.00113791	0.00145975	0.000661908	0.00181683	0.00108387	0.00243877	0.00162796	0.391849
15540	-19595.57	-19633.49	37.92178	0.0166922	0.0162339	0.0156007	0.0209996	0.0127112	0.00743058	0.0110909	0.0145524	0.00620208	0.00288492	0.0153459	0.0173617	0.0200803	0.0208177	0.0118713	0.0211651	0.0142251	0.00974403	0.0074366	0.00617409	0.00385596	0.0148396	0.022933	0.0187765	0.000706028	0.00204737	0.00202999	0.00851185	0.0131676	0.00436904	0.00444503	0.00475558	0.000897124	0.00709024	0.00714935	0.00120728	0.000347792	0.0117655	0.00113791	0.000930046	0.00193287	0.00268736	0.000571673	0.00294186	0.00205254	0.4097693
15550	-19590.41	-19628.37	37.96579	0.0181384	0.0148958	0.0133621	0.0207009	0.0120356	0.00752487	0.0125495	0.014497	0.00887124	0.00249034	0.0126381	0.0154044	0.0184518	0.0215134	0.0100145	0.0207855	0.0172032	0.0100116	0.00948917	0.00388379	0.00328605	0.0180235	0.020231	0.0197083	0.00135025	0.00385126	0.00253106	0.00694993	0.00934717	0.00290586	0.00463363	0.00518222	0.000808493	0.00621701	0.00847272	0.00167895	0.000389498	0.0115705	0.00101007	0.00219652	0.00147863	0.00258282	0.000499065	0.00353025	0.00247292	0.405369
15560	-19584.87	-19622.64	37.77386	0.019595	0.0172662	0.0181967	0.0253169	0.0106156	0.00875543	0.0102074	0.0172335	0.00892878	0.00275354	0.0149905	0.015037	0.0207891	0.020756	0.00976741	0.023154	0.0198975	0.00859366	0.00888791	0.00593312	0.0046222	0.0153761	0.0210139	0.0209354	0.000762329	0.00274428	0.00242043	0.0082176	0.0111305	0.00219848	0.00546736	0.00433699	0.00105429	0.00591029	0.00717127	0.00155113	0.000172514	0.00990597	0.000437696	0.00219652	0.00219351	0.00239472	0.000296249	0.00266636	0.00271061	0.4245619
15570	-19578.18	-19616.05	37.86678	0.0200146	0.0188111	0.0162116	0.02417	0.00931533	0.00885259	0.0127203	0.0145591	0.00703331	0.00406469	0.013818	0.0158835	0.0193903	0.0224185	0.0101942	0.0210012	0.0162499	0.00893182	0.00844878	0.0041263	0.00438508	0.0143231	0.0177092	0.0233117	0.00106364	0.00201915	0.00271366	0.00828286	0.0115796	0.00199961	0.00421039	0.00560267	0.000411354	0.00635257	0.00782427	0.000866407	0.000692528	0.0119315	0.00127994	0.00119537	0.00231139	0.00239472	0.000976509	0.00287003	0.00274728	0.4152696
15580	-19576.65	-19614.5	37.85038	0.0204552	0.0187345	0.0162735	0.0227593	0.0104027	0.0100152	0.0103376	0.0132234	0.00896606	0.00327307	0.0128408	0.0170196	0.0175208	0.0220557	0.0110441	0.0209598	0.0180763	0.00935387	0.00763318	0.00533622	0.00410986	0.0143231	0.0214408	0.0240976	0.00104561	0.00201239	0.00311092	0.00707484	0.0113261	0.00208726	0.00555783	0.00418978	0.000969703	0.00650155	0.00787403	0.000603527	0.000327516	0.0100281	0.0011358	0.00191612	0.00219833	0.00251043	0.000517786	0.00333201	0.00233797	0.4169098
15590	-19586.29	-19624.01	37.72003	0.0187189	0.0160974	0.0157156	0.0264192	0.0111363	0.0100152	0.0134519	0.0146297	0.00735746	0.00226826	0.0148226	0.0170196	0.0211071	0.0231696	0.0103473	0.0245482	0.0167379	0.00965794	0.00924086	0.00499899	0.00326213	0.0148045	0.0203108	0.0225556	0.00232815	0.00187501	0.00168505	0.00864061	0.0110164	0.00145317	0.00415397	0.00442566	0.000572167	0.00579876	0.0103332	0.000924061	0.000828549	0.0137469	0.00193621	0.00163342	0.00219703	0.00196512	0.000441641	0.00318521	0.00241179	0.4299451
15600	-19582.76	-19620.62	37.85726	0.0187636	0.0178775	0.0157443	0.0217408	0.00929868	0.010197	0.0110368	0.0131296	0.00830125	0.00180288	0.0154451	0.0149705	0.020994	0.0214225	0.0112215	0.0246498	0.015368	0.0086379	0.0108962	0.00514034	0.00370427	0.01772	0.0219126	0.0194206	0.00181901	0.00218136	0.00224328	0.00862492	0.0104668	0.00212108	0.00465402	0.00408529	0.000470768	0.00584029	0.00668533	0.00123188	0.000568132	0.0119181	0.00181917	0.00258501	0.00137503	0.00202278	0.000435702	0.0032692	0.00240859	0.4162214
15610	-19581.7	-19619.44	37.74432	0.0212909	0.0172186	0.0173601	0.0239342	0.0103821	0.00951037	0.0129304	0.0155525	0.00630248	0.00237271	0.0146109	0.0164569	0.0192568	0.0233887	0.0104272	0.0231707	0.0183104	0.00929326	0.010622	0.00456099	0.00399234	0.0149968	0.0214402	0.0211841	0.0016084	0.00325057	0.0026848	0.00725587	0.0113567	0.00171369	0.0044517	0.00462923	0.000264483	0.00555118	0.00806971	0.000695638	0.000204623	0.012233	0.00228193	0.00200216	0.00251959	0.00170821	0.000577207	0.00262004	0.00327137	0.4275159
15620	-19581.75	-19619.59	37.83872	0.0203708	0.0180645	0.0158481	0.0260333	0.00848544	0.00960442	0.0129304	0.0132701	0.0083923	0.00243536	0.0155487	0.0159013	0.0179129	0.0238611	0.0105179	0.0234771	0.01497	0.0101264	0.00929472	0.00551876	0.00416882	0.0164312	0.023294	0.0188843	0.000642477	0.00207879	0.00220777	0.00749039	0.00974329	0.00136349	0.00488418	0.00601976	0.000621765	0.00587921	0.00746599	0.000864615	0.000140145	0.0107008	0.000466132	0.00150444	0.00214866	0.00185549	0.000999533	0.00296625	0.00269019	0.4180752
15630	-19580.28	-19618.26	37.98758	0.0223964	0.018608	0.0159009	0.0214798	0.0107499	0.00839547	0.010796	0.0155309	0.0083923	0.00184239	0.0135299	0.0162954	0.0165705	0.0199905	0.00875985	0.0249855	0.01497	0.0101358	0.00834213	0.00518189	0.00371128	0.015477	0.019388	0.0202696	0.000676419	0.00153236	0.00300017	0.00719873	0.0103305	0.00219529	0.00489666	0.00433712	0.000344698	0.00532088	0.00771779	0.0008868	0.000212322	0.0105329	0.000547825	0.00107722	0.00249798	0.0030231	0.000388688	0.00290162	0.0018714	0.4031899
15640	-19585.86	-19623.87	38.00323	0.0191633	0.0163195	0.0128012	0.0209352	0.0108122	0.0101531	0.0121485	0.0135022	0.00645525	0.00282537	0.0150822	0.0162954	0.0178041	0.0232655	0.0102007	0.0221464	0.0130385	0.00867523	0.0093923	0.00609625	0.00288021	0.0139957	0.0198524	0.0205358	0.000551617	0.00197667	0.00195568	0.00762301	0.0105384	0.00220324	0.00533125	0.0039739	0.000159169	0.0068602	0.00754881	0.00107873	0.000970529	0.0110281	0.00233498	0.00198802	0.0013727	0.00290612	0.000844457	0.00310507	0.00289737	0.4016247
15650	-19579.91	-19617.85	37.94091	0.0182687	0.0162186	0.0163322	0.0189462	0.00998546	0.00911659	0.0125297	0.0145646	0.00684679	0.00228004	0.0123814	0.0176795	0.0174638	0.0227353	0.0114109	0.0247954	0.0163741	0.00990835	0.0081293	0.00526086	0.00274871	0.0136646	0.022257	0.0221016	0.000796602	0.00121956	0.00301549	0.00686307	0.0113198	0.00235478	0.00396089	0.00543643	0.000995809	0.00619761	0.00775169	0.00107873	0.000512707	0.0114151	0.00146603	0.000844554	0.00191537	0.00233821	0.000844457	0.00308258	0.0024481	0.4078571
15660	-19574.87	-19612.71	37.83928	0.0205775	0.017195	0.013714	0.022812	0.0113683	0.00897986	0.0106475	0.0139694	0.00945432	0.00336145	0.0124004	0.0176307	0.0193407	0.0231123	0.0108986	0.0234597	0.0155418	0.00961339	0.00870122	0.00577662	0.00416984	0.0166279	0.0247622	0.0219991	0.000810165	0.00231952	0.00227533	0.00715881	0.0113198	0.00153367	0.00396089	0.00399593	0.000517859	0.00572527	0.00671522	0.00106377	0.000294349	0.0106743	0.00118969	0.0020614	0.0021524	0.00256635	0.000754671	0.00277467	0.00204222	0.4180201
15670	-19577.1	-19615.04	37.93846	0.0189608	0.0162065	0.0152099	0.0219718	0.0104087	0.00897986	0.0105952	0.0139694	0.00778756	0.00182644	0.0133812	0.0176906	0.0198359	0.0250926	0.0106561	0.0251113	0.0151858	0.00961339	0.00801894	0.00578037	0.0036154	0.0147634	0.0180269	0.0231281	0.000861662	0.00220385	0.00227533	0.00641391	0.00987275	0.00224566	0.00391829	0.00463249	0.000517859	0.00588604	0.00800714	0.00151241	0.000205179	0.0107809	0.000640013	0.00187765	0.00220093	0.00206305	0.000586686	0.00250079	0.00308288	0.4081016
15680	-19580.83	-19618.91	38.08152	0.0184651	0.0154581	0.0166631	0.0228939	0.00971952	0.00965273	0.0105599	0.0131723	0.00710312	0.00424693	0.0130365	0.0149173	0.017747	0.022129	0.0095405	0.0225661	0.013664	0.008252	0.0102179	0.00584567	0.00366095	0.0137168	0.0218798	0.0187001	0.000866656	0.00244046	0.00237413	0.00566604	0.00957769	0.000927542	0.00511458	0.00427314	0.000968411	0.00642262	0.00681477	0.0014166	0.000779957	0.0110775	0.000600715	0.00139142	0.00211003	0.00154539	0.000930571	0.00255002	0.00213887	0.3937956
15690	-19589.02	-19626.92	37.90286	0.0198831	0.0152819	0.0134809	0.0232879	0.0112993	0.0104089	0.0116001	0.0131723	0.00574089	0.00300525	0.0131219	0.018865	0.0177351	0.0216106	0.00981868	0.0226835	0.0166417	0.0104845	0.00865039	0.0044146	0.00334197	0.0136058	0.0232754	0.0225299	0.000978416	0.00330344	0.00278219	0.00713997	0.0120357	0.00280354	0.00374368	0.0056349	0.00109168	0.00636289	0.00672062	0.00218287	0.000549082	0.0109181	0.00166851	0.00151599	0.00180118	0.00125102	0.000371771	0.0028742	0.00199238	0.4116616
15700	-19580.08	-19617.94	37.86088	0.0210421	0.018493	0.0151969	0.0240347	0.0118088	0.0102363	0.0126148	0.0141294	0.00696569	0.00339506	0.0131021	0.0154492	0.0187692	0.0210471	0.00947926	0.0216022	0.0188989	0.00850656	0.00995119	0.00565797	0.00453278	0.0151987	0.0184934	0.022932	0.000931788	0.00212128	0.00230581	0.0089052	0.0114093	0.00318529	0.00287588	0.00472772	0.000579223	0.00576018	0.00695178	0.00216234	0.000510907	0.00995177	0.000963544	0.00158706	0.00272298	0.00098288	0.000441475	0.00314701	0.00209923	0.4158601
15710	-19583	-19620.77	37.76405	0.0186182	0.0175305	0.0147186	0.0273795	0.0132715	0.00983448	0.0122639	0.0150616	0.00669971	0.00263496	0.0144851	0.0168266	0.0188301	0.0224123	0.0107103	0.0245159	0.0177937	0.00850656	0.00956249	0.00600434	0.00340108	0.0144241	0.0218215	0.0219185	0.00104807	0.00371084	0.00216451	0.00676261	0.010782	0.00229532	0.00298157	0.00517482	0.000650484	0.00637725	0.00637335	0.00320567	0.00049641	0.0121049	0.00112178	0.00200521	0.00173817	0.000937691	0.000559761	0.00411908	0.00170801	0.4255429
15720	-19591.36	-19629	37.64287	0.0227076	0.0173315	0.0142955	0.0238711	0.00943612	0.0114643	0.011467	0.0146746	0.00869204	0.00343308	0.0132751	0.0142852	0.0185754	0.0204789	0.00890662	0.0290853	0.0185457	0.00975261	0.0100007	0.00704747	0.00375198	0.016182	0.0245126	0.0234889	0.000813912	0.00313795	0.00230742	0.00892554	0.0122956	0.00230238	0.00386052	0.00546746	0.000822646	0.00556564	0.00777385	0.00322543	0.000577676	0.0131098	0.000698489	0.00147024	0.00265064	0.00141515	0.000844545	0.00216588	0.00296862	0.4376608
15730	-19576.92	-19614.75	37.83307	0.0204064	0.0181309	0.0142622	0.0238711	0.01096	0.00851971	0.0116973	0.0143837	0.00900726	0.0033808	0.0146074	0.0159638	0.0178536	0.0237085	0.0109463	0.0216308	0.0154987	0.00880297	0.010002	0.00550813	0.00380098	0.014491	0.0220189	0.0209932	0.000749847	0.00253865	0.00304701	0.00673236	0.0122956	0.0012755	0.0040616	0.00395314	0.000488279	0.00716382	0.00806673	0.00230811	0.000559825	0.0129048	0.00143174	0.0018587	0.0013173	0.00119382	0.00075664	0.00410012	0.00139148	0.418641
15740	-19577.84	-19615.68	37.83942	0.020385	0.0167816	0.0151626	0.0219152	0.00940842	0.00951579	0.0105449	0.01668	0.00753922	0.00213084	0.0140207	0.0156174	0.0206168	0.0233254	0.0113529	0.022037	0.0165789	0.00915012	0.00941049	0.00680093	0.00417483	0.0150157	0.0204964	0.0226054	0.000803242	0.00225482	0.00364591	0.0076268	0.0123643	0.0016126	0.00452408	0.00529703	0.000670644	0.00616445	0.00653563	0.00205204	0.000259305	0.0107491	0.000583922	0.00189763	0.00155703	0.00143471	0.00077215	0.00337518	0.00255865	0.4180057
15750	-19574.94	-19612.9	37.95424	0.0179888	0.0175929	0.0140262	0.0227818	0.00844636	0.00973155	0.0114897	0.0121476	0.00781672	0.00332442	0.0129214	0.0156174	0.0198953	0.0217576	0.010975	0.0231435	0.0172672	0.00915012	0.00990711	0.00690135	0.00386064	0.0146369	0.0189982	0.020588	0.00118483	0.00185947	0.00323637	0.00764815	0.0124294	0.00213625	0.00466003	0.00456491	0.000429201	0.00542298	0.00702421	0.00281644	0.000707489	0.0110612	0.00140255	0.00113978	0.00160689	0.0013736	0.000537184	0.00280476	0.00151242	0.4065238
15760	-19576.41	-19614.37	37.96072	0.021421	0.01602	0.0161501	0.0222549	0.0100976	0.00845271	0.00963136	0.0140966	0.00655723	0.00318703	0.0136876	0.0162156	0.0176949	0.0216525	0.0109898	0.0214432	0.0156497	0.00924072	0.00991141	0.00479724	0.00474627	0.0154883	0.0206228	0.0208047	0.000755792	0.00191431	0.00219073	0.00684262	0.011562	0.00191498	0.00314656	0.00483523	0.00113843	0.00583039	0.00743464	0.00275413	0.0008307	0.0132788	0.00125393	0.00138507	0.00208761	0.000788422	0.000402449	0.00258701	0.00212844	0.4058755
15770	-19582.22	-19619.81	37.59638	0.0231546	0.017956	0.0179905	0.0251045	0.0113366	0.00897467	0.0129556	0.0151319	0.00807052	0.00362853	0.014344	0.016335	0.017152	0.0216525	0.0110668	0.0240718	0.0193664	0.0107923	0.00933123	0.00654567	0.00409068	0.0162454	0.0216582	0.0222058	0.00087147	0.00185623	0.00277466	0.00801384	0.0113662	0.00214973	0.00512106	0.00564785	0.00161139	0.00772625	0.00857304	0.00238177	0.00101588	0.0131787	0.00067193	0.000852057	0.00229207	0.000976993	0.000888656	0.00305844	0.00212098	0.4423102
